committee,lgno,name,term,sessionPeriod,isCoChairman,
內政委員會,00150,曾華德,6,6,N,
內政委員會,00167,黃適卓,6,6,N,
內政委員會,00179,趙永清,6,6,N,
內政委員會,00193,蔡家福,6,6,N,
內政委員會,00197,蔡豪,6,6,N,
內政委員會,00210,薛凌,6,6,Y,
內政委員會,00233,黃誠,6,6,N,
經濟委員會,00009,王塗發,6,6,N,
經濟委員會,00042,李俊毅,6,6,N,
經濟委員會,00045,李復興,6,6,N,
經濟委員會,00084,侯水盛,6,6,N,
經濟委員會,00089,柯淑敏,6,6,N,
經濟委員會,00090,洪玉欽,6,6,N,
經濟委員會,00110,張碩文,6,6,Y,
經濟委員會,00113,張麗善,6,6,N,
經濟委員會,00120,莊碩漢,6,6,N,
經濟委員會,00121,許舒博,6,6,N,
經濟委員會,00156,黃宗源,6,6,N,
經濟委員會,00161,黃健庭,6,6,N,
經濟委員會,00184,劉銓忠,6,6,N,
經濟委員會,00195,蔡勝佳,6,6,N,
經濟委員會,00198,蔡錦隆,6,6,N,
經濟委員會,00200,鄭國忠,6,6,N,
經濟委員會,00201,鄭朝明,6,6,N,
經濟委員會,00208,賴幸媛,6,6,Y,
經濟委員會,00218,顏文章,6,6,N,
經濟委員會,00221,羅世雄,6,6,N,
經濟委員會,00227,吳明敏,6,6,Y,
財政委員會,00025,吳光訓,6,6,N,
財政委員會,00038,李全教,6,6,N,
財政委員會,00043,李紀珠,6,6,N,
財政委員會,00050,李鎮楠,6,6,N,
財政委員會,00066,林炳坤,6,6,N,
財政委員會,00068,林重謨,6,6,N,
財政委員會,00102,高志鵬,6,6,Y,
財政委員會,00115,曹來旺,6,6,N,
財政委員會,00122,郭正亮,6,6,N,
財政委員會,00153,費鴻泰,6,6,Y,
財政委員會,00164,黃義交,6,6,N,
財政委員會,00165,黃劍輝,6,6,N,
財政委員會,00170,楊瓊瓔,6,6,N,
財政委員會,00188,潘維剛,6,6,N,
財政委員會,00189,蔡正元,6,6,N,
財政委員會,00191,蔡其昌,6,6,N,
財政委員會,00222,羅志明,6,6,Y,
財政委員會,00223,羅明才,6,6,N,
財政委員會,00229,林文郎,6,6,N,
財政委員會,00238,羅淑蕾,6,6,N,
教育及文化委員會,00004,王世勛,6,6,N,
教育及文化委員會,00008,王淑慧,6,6,N,
教育及文化委員會,00047,李慶安,6,6,N,
教育及文化委員會,00051,李顯榮,6,6,N,
教育及文化委員會,00058,林正二,6,6,N,
教育及文化委員會,00061,林岱樺,6,6,N,
教育及文化委員會,00072,林淑芬,6,6,N,
教育及文化委員會,00083,邱鏡淳,6,6,N,
教育及文化委員會,00091,洪秀柱,6,6,Y,
教育及文化委員會,00126,郭素春,6,6,N,
教育及文化委員會,00131,陳秀惠,6,6,N,
教育及文化委員會,00147,彭添富,6,6,N,
教育及文化委員會,00155,黃志雄,6,6,N,
教育及文化委員會,00178,管碧玲,6,6,N,
教育及文化委員會,00187,潘孟安,6,6,N,
教育及文化委員會,00199,鄭金玲,6,6,N,
教育及文化委員會,00217,藍美津,6,6,Y,
教育及文化委員會,00228,江義雄,6,6,N,
教育及文化委員會,00232,林志嘉,6,6,Y,
交通委員會,00007,王昱婷,6,6,N,
交通委員會,00021,江連福,6,6,N,
交通委員會,00034,吳敦義,6,6,N,
交通委員會,00040,李昆澤,6,6,N,
交通委員會,00049,李鴻鈞,6,6,N,
交通委員會,00063,林建榮,6,6,N,
交通委員會,00100,徐耀昌,6,6,N,
交通委員會,00117,曹爾忠,6,6,Y,
交通委員會,00124,郭玟成,6,6,N,
交通委員會,00135,陳根德,6,6,N,
交通委員會,00138,陳朝容,6,6,N,
交通委員會,00139,陳朝龍,6,6,N,
交通委員會,00140,陳進丁,6,6,Y,
交通委員會,00151,曾燦燈,6,6,N,
交通委員會,00158,黃昭順,6,6,N,
交通委員會,00168,楊仁福,6,6,N,
交通委員會,00172,葉宜津,6,6,N,
交通委員會,00202,鄭運鵬,6,6,N,
交通委員會,00205,盧博基,6,6,N,
交通委員會,00212,謝明源,6,6,N,
交通委員會,00220,魏明谷,6,6,Y,
社會福利及衛生環境委員會,00010,王榮璋,6,6,N,
社會福利及衛生環境委員會,00014,田秋堇,6,6,Y,
社會福利及衛生環境委員會,00017,朱俊曉,6,6,N,
社會福利及衛生環境委員會,00031,吳英毅,6,6,Y,
社會福利及衛生環境委員會,00060,林育生,6,6,N,
社會福利及衛生環境委員會,00079,林鴻池,6,6,N,
社會福利及衛生環境委員會,00085,侯彩鳳,6,6,N,
社會福利及衛生環境委員會,00096,徐中雄,6,6,N,
社會福利及衛生環境委員會,00130,陳秀卿,6,6,N,
社會福利及衛生環境委員會,00163,黃淑英,6,6,N,
社會福利及衛生環境委員會,00169,楊宗哲,6,6,N,
社會福利及衛生環境委員會,00171,楊麗環,6,6,N,
社會福利及衛生環境委員會,00176,廖國棟,6,6,N,
社會福利及衛生環境委員會,00209,賴清德,6,6,N,
社會福利及衛生環境委員會,00215,鍾紹和,6,6,Y,
社會福利及衛生環境委員會,00230,許德祥,6,6,N,
社會福利及衛生環境委員會,00235,陳東榮,6,6,N,
程序委員會,00008,王淑慧,6,6,N,
程序委員會,00009,王塗發,6,6,N,
程序委員會,00015,白添枝,6,6,N,
程序委員會,00029,吳松柏,6,6,N,
程序委員會,00031,吳英毅,6,6,N,
程序委員會,00043,李紀珠,6,6,N,
程序委員會,00056,周守訓,6,6,N,
程序委員會,00076,林德福,6,6,N,
程序委員會,00086,帥化民,6,6,N,
程序委員會,00091,洪秀柱,6,6,N,
程序委員會,00097,徐少萍,6,6,N,
程序委員會,00099,徐國勇,6,6,N,
程序委員會,00114,張顯耀,6,6,N,
程序委員會,00123,郭林勇,6,6,N,
程序委員會,00126,郭素春,6,6,Y,
程序委員會,00132,陳明真,6,6,N,
程序委員會,00141,陳銀河,6,6,N,
程序委員會,00142,陳瑩,6,6,N,
程序委員會,00149,曾永權,6,6,N,
程序委員會,00174,雷倩,6,6,N,
程序委員會,00180,趙良燕,6,6,Y,
程序委員會,00183,劉盛良,6,6,N,
程序委員會,00188,潘維剛,6,6,N,
程序委員會,00194,蔡啟芳,6,6,Y,
程序委員會,00199,鄭金玲,6,6,N,
程序委員會,00202,鄭運鵬,6,6,N,
程序委員會,00206,蕭美琴,6,6,N,
程序委員會,00208,賴幸媛,6,6,N,
程序委員會,00211,謝文政,6,6,N,
程序委員會,00213,謝欣霓,6,6,N,
程序委員會,00219,顏清標,6,6,N,
程序委員會,00226,許榮淑,6,6,N,
程序委員會,00231,李復甸,6,6,N,
程序委員會,00233,黃誠,6,6,N,
程序委員會,00235,陳東榮,6,6,N,
程序委員會,00237,陳宗仁,6,6,N,
紀律委員會,00013,孔文吉,6,6,N,
紀律委員會,00014,田秋堇,6,6,Y,
紀律委員會,00031,吳英毅,6,6,N,
紀律委員會,00039,李和順,6,6,Y,
紀律委員會,00046,李嘉進,6,6,Y,
紀律委員會,00052,杜文卿,6,6,N,
紀律委員會,00064,林春德,6,6,N,
紀律委員會,00073,林惠官,6,6,N,
紀律委員會,00074,林進興,6,6,N,
紀律委員會,00091,洪秀柱,6,6,N,
紀律委員會,00099,徐國勇,6,6,N,
紀律委員會,00101,翁重鈞,6,6,N,
紀律委員會,00102,高志鵬,6,6,Y,
紀律委員會,00103,高金素梅,6,6,N,
紀律委員會,00110,張碩文,6,6,N,
紀律委員會,00114,張顯耀,6,6,N,
紀律委員會,00117,曹爾忠,6,6,Y,
紀律委員會,00118,梅長錡,6,6,N,
紀律委員會,00140,陳進丁,6,6,N,
紀律委員會,00153,費鴻泰,6,6,N,
紀律委員會,00173,葉芳雄,6,6,Y,
紀律委員會,00194,蔡啟芳,6,6,N,
紀律委員會,00206,蕭美琴,6,6,N,
紀律委員會,00208,賴幸媛,6,6,N,
紀律委員會,00210,薛凌,6,6,Y,
紀律委員會,00211,謝文政,6,6,Y,
紀律委員會,00213,謝欣霓,6,6,N,
紀律委員會,00214,謝國樑,6,6,N,
紀律委員會,00215,鍾紹和,6,6,N,
紀律委員會,00217,藍美津,6,6,Y,
紀律委員會,00220,魏明谷,6,6,N,
紀律委員會,00222,羅志明,6,6,N,
紀律委員會,00224,蘇起,6,6,Y,
紀律委員會,00227,吳明敏,6,6,Y,
紀律委員會,00232,林志嘉,6,6,N,
紀律委員會,00234,楊芳婉,6,6,Y,
經費稽核委員會,00009,王塗發,6,6,Y,
經費稽核委員會,00059,林正峰,6,6,N,
經費稽核委員會,00063,林建榮,6,6,N,
經費稽核委員會,00082,邱創進,6,6,N,
經費稽核委員會,00141,陳銀河,6,6,N,
經費稽核委員會,00153,費鴻泰,6,6,N,
經費稽核委員會,00154,馮定國,6,6,Y,
經費稽核委員會,00155,黃志雄,6,6,N,
經費稽核委員會,00201,鄭朝明,6,6,N,
經費稽核委員會,00211,謝文政,6,6,Y,
經費稽核委員會,00217,藍美津,6,6,N,
經費稽核委員會,00219,顏清標,6,6,N,
經費稽核委員會,00223,羅明才,6,6,N,
經費稽核委員會,00227,吳明敏,6,6,N,
經費稽核委員會,00234,楊芳婉,6,6,N,
外交及僑務委員會,00002,王金平,6,6,N,
外交及僑務委員會,00019,江丙坤,6,6,N,
外交及僑務委員會,00024,余政道,6,6,N,
外交及僑務委員會,00029,吳松柏,6,6,N,
外交及僑務委員會,00041,李明憲,6,6,N,
外交及僑務委員會,00094,唐碧娥,6,6,N,
外交及僑務委員會,00099,徐國勇,6,6,Y,
外交及僑務委員會,00144,章仁香,6,6,N,
外交及僑務委員會,00148,彭紹瑾,6,6,N,
外交及僑務委員會,00166,黃德福,6,6,N,
外交及僑務委員會,00180,趙良燕,6,6,N,
外交及僑務委員會,00183,劉盛良,6,6,N,
外交及僑務委員會,00185,劉寬平,6,6,N,
外交及僑務委員會,00190,蔡同榮,6,6,N,
外交及僑務委員會,00206,蕭美琴,6,6,Y,
外交及僑務委員會,00211,謝文政,6,6,Y,
外交及僑務委員會,00216,鍾榮吉,6,6,N,
科技及資訊委員會,00033,吳富貴,6,6,N,
科技及資訊委員會,00052,杜文卿,6,6,Y,
科技及資訊委員會,00056,周守訓,6,6,N,
科技及資訊委員會,00082,邱創進,6,6,N,
科技及資訊委員會,00107,張昌財,6,6,N,
科技及資訊委員會,00118,梅長錡,6,6,Y,
科技及資訊委員會,00119,莊和子,6,6,N,
科技及資訊委員會,00125,郭俊銘,6,6,N,
科技及資訊委員會,00141,陳銀河,6,6,N,
科技及資訊委員會,00159,黃昭輝,6,6,N,
科技及資訊委員會,00173,葉芳雄,6,6,Y,
科技及資訊委員會,00207,賴士葆,6,6,N,
科技及資訊委員會,00226,許榮淑,6,6,N,
科技及資訊委員會,00236,黃良華,6,6,N,
國防委員會,00003,王世堅,6,6,N,
國防委員會,00022,何敏豪,6,6,N,
國防委員會,00026,吳成典,6,6,N,
國防委員會,00044,李敖,6,6,N,
國防委員會,00054,沈發惠,6,6,N,
國防委員會,00062,林南生,6,6,N,
國防委員會,00067,林郁方,6,6,N,
國防委員會,00071,林國慶,6,6,N,
國防委員會,00074,林進興,6,6,Y,
國防委員會,00086,帥化民,6,6,N,
國防委員會,00087,柯俊雄,6,6,N,
國防委員會,00092,洪奇昌,6,6,N,
國防委員會,00114,張顯耀,6,6,Y,
國防委員會,00127,郭榮宗,6,6,N,
國防委員會,00129,陳志彬,6,6,N,
國防委員會,00145,蔣孝嚴,6,6,N,
國防委員會,00146,傅崐萁,6,6,N,
國防委員會,00152,湯火聖,6,6,N,
國防委員會,00177,廖婉汝,6,6,N,
國防委員會,00219,顏清標,6,6,N,
國防委員會,00224,蘇起,6,6,Y,
預算及決算委員會,00001,丁守中,6,6,N,
預算及決算委員會,00012,尹伶瑛,6,6,N,
預算及決算委員會,00023,何智輝,6,6,N,
預算及決算委員會,00039,李和順,6,6,Y,
預算及決算委員會,00048,李慶華,6,6,N,
預算及決算委員會,00069,林益世,6,6,N,
預算及決算委員會,00070,林耘生,6,6,N,
預算及決算委員會,00075,林滄敏,6,6,N,
預算及決算委員會,00076,林德福,6,6,N,
預算及決算委員會,00077,林樹山,6,6,N,
預算及決算委員會,00088,柯建銘,6,6,N,
預算及決算委員會,00101,翁重鈞,6,6,Y,
預算及決算委員會,00108,張花冠,6,6,N,
預算及決算委員會,00128,陳杰,6,6,N,
預算及決算委員會,00142,陳瑩,6,6,N,
預算及決算委員會,00143,陳憲中,6,6,N,
預算及決算委員會,00154,馮定國,6,6,N,
預算及決算委員會,00160,黃偉哲,6,6,N,
預算及決算委員會,00175,廖本煙,6,6,N,
預算及決算委員會,00194,蔡啟芳,6,6,Y,
司法委員會,00006,王拓,6,6,N,
司法委員會,00015,白添枝,6,6,N,
司法委員會,00020,江昭儀,6,6,N,
司法委員會,00030,吳秉叡,6,6,N,
司法委員會,00053,沈智慧,6,6,N,
司法委員會,00073,林惠官,6,6,Y,
司法委員會,00093,紀國棟,6,6,N,
司法委員會,00095,孫大千,6,6,N,
司法委員會,00105,高思博,6,6,N,
司法委員會,00123,郭林勇,6,6,N,
司法委員會,00149,曾永權,6,6,N,
司法委員會,00204,盧秀燕,6,6,N,
司法委員會,00214,謝國樑,6,6,Y,
司法委員會,00231,李復甸,6,6,N,
司法委員會,00234,楊芳婉,6,6,Y,
司法委員會,00237,陳宗仁,6,6,N,
法制委員會,00005,王幸男,6,6,N,
法制委員會,00016,伍錦霖,6,6,N,
法制委員會,00035,呂學樟,6,6,N,
法制委員會,00046,李嘉進,6,6,Y,
法制委員會,00080,邱毅,6,6,N,
法制委員會,00097,徐少萍,6,6,N,
法制委員會,00103,高金素梅,6,6,Y,
法制委員會,00132,陳明真,6,6,N,
法制委員會,00174,雷倩,6,6,N,
法制委員會,00181,劉文雄,6,6,N,
法制委員會,00213,謝欣霓,6,6,Y,
內政委員會,00004,王進士,7,1,N,
內政委員會,00011,余天,7,1,N,
內政委員會,00013,吳志揚,7,1,N,
內政委員會,00014,吳育昇,7,1,Y,
內政委員會,00023,李嘉進,7,1,Y,
內政委員會,00040,邱議瑩,7,1,N,
內政委員會,00045,紀國棟,7,1,N,
內政委員會,00058,張慶忠,7,1,N,
內政委員會,00063,陳秀卿,7,1,N,
內政委員會,00068,陳節如,7,1,N,
內政委員會,00097,蔡錦隆,7,1,N,
內政委員會,00102,盧嘉辰,7,1,N,
內政委員會,00106,薛凌,7,1,N,
內政委員會,00109,簡東明,7,1,N,
外交及國防委員會,00002,王金平,7,1,N,
外交及國防委員會,00027,周守訓,7,1,N,
外交及國防委員會,00032,林郁方,7,1,Y,
外交及國防委員會,00042,帥化民,7,1,N,
外交及國防委員會,00054,涂醒哲,7,1,N,
外交及國防委員會,00059,張顯耀,7,1,N,
外交及國防委員會,00069,陳福海,7,1,N,
外交及國防委員會,00071,傅萁,7,1,N,
外交及國防委員會,00072,曾永權,7,1,N,
外交及國防委員會,00086,廖婉汝,7,1,N,
外交及國防委員會,00089,劉盛良,7,1,Y,
外交及國防委員會,00093,蔣孝嚴,7,1,N,
外交及國防委員會,00095,蔡同榮,7,1,N,
外交及國防委員會,00096,蔡煌瑯,7,1,N,
外交及國防委員會,00100,鄭麗文,7,1,N,
經濟委員會,00001,丁守中,7,1,N,
經濟委員會,00005,孔文吉,7,1,N,
經濟委員會,00020,李俊毅,7,1,N,
經濟委員會,00025,李慶華,7,1,N,
經濟委員會,00035,林滄敏,7,1,N,
經濟委員會,00039,邱鏡淳,7,1,Y,
經濟委員會,00047,徐中雄,7,1,N,
經濟委員會,00051,翁重鈞,7,1,Y,
經濟委員會,00055,張花冠,7,1,N,
經濟委員會,00056,張嘉郡,7,1,N,
經濟委員會,00067,陳啟昱,7,1,N,
經濟委員會,00077,黃健庭,7,1,N,
經濟委員會,00090,劉銓忠,7,1,N,
經濟委員會,00091,潘孟安,7,1,N,
經濟委員會,00103,蕭景田,7,1,N,
財政委員會,00012,余政道,7,1,N,
財政委員會,00021,李紀珠,7,1,N,
財政委員會,00031,林炳坤,7,1,N,
財政委員會,00036,林德福,7,1,N,
財政委員會,00046,孫大千,7,1,N,
財政委員會,00052,高志鵬,7,1,N,
財政委員會,00064,陳杰,7,1,N,
財政委員會,00076,黃偉哲,7,1,N,
財政委員會,00084,廖正井,7,1,N,
財政委員會,00092,潘維剛,7,1,N,
財政委員會,00094,蔡正元,7,1,N,
財政委員會,00101,盧秀燕,7,1,Y,
財政委員會,00104,賴士葆,7,1,N,
財政委員會,00111,羅明才,7,1,N,
財政委員會,00112,羅淑蕾,7,1,N,
財政委員會,00114,陳淑慧,7,1,N,
教育及文化委員會,00008,江玲君,7,1,N,
教育及文化委員會,00010,江義雄,7,1,Y,
教育及文化委員會,00024,李慶安,7,1,N,
教育及文化委員會,00028,林正二,7,1,Y,
教育及文化委員會,00034,林淑芬,7,1,N,
教育及文化委員會,00044,洪秀柱,7,1,N,
教育及文化委員會,00062,郭素春,7,1,N,
教育及文化委員會,00065,陳亭妃,7,1,N,
教育及文化委員會,00074,黃志雄,7,1,N,
教育及文化委員會,00081,楊瓊瓔,7,1,N,
教育及文化委員會,00087,管碧玲,7,1,N,
教育及文化委員會,00088,趙麗雲,7,1,N,
教育及文化委員會,00099,鄭金玲,7,1,N,
交通委員會,00003,王幸男,7,1,N,
交通委員會,00009,江連福,7,1,N,
交通委員會,00016,吳敦義,7,1,N,
交通委員會,00026,李鴻鈞,7,1,N,
交通委員會,00029,林明溱,7,1,N,
交通委員會,00030,林建榮,7,1,N,
交通委員會,00049,徐耀昌,7,1,N,
交通委員會,00060,曹爾忠,7,1,N,
交通委員會,00061,郭玟成,7,1,N,
交通委員會,00066,陳根德,7,1,Y,
交通委員會,00075,黃昭順,7,1,Y,
交通委員會,00080,楊仁福,7,1,N,
交通委員會,00082,楊麗環,7,1,N,
交通委員會,00083,葉宜津,7,1,N,
交通委員會,00110,顏清標,7,1,N,
司法及法制委員會,00007,朱鳳芝,7,1,N,
司法及法制委員會,00015,吳清池,7,1,Y,
司法及法制委員會,00017,呂學樟,7,1,N,
司法及法制委員會,00019,李明星,7,1,N,
司法及法制委員會,00022,李復興,7,1,N,
司法及法制委員會,00033,林益世,7,1,N,
司法及法制委員會,00038,邱毅,7,1,N,
司法及法制委員會,00043,柯建銘,7,1,N,
司法及法制委員會,00050,翁金珠,7,1,N,
司法及法制委員會,00053,高金素梅,7,1,N,
司法及法制委員會,00073,費鴻泰,7,1,N,
司法及法制委員會,00107,謝國樑,7,1,Y,
司法及法制委員會,00113,蘇震清,7,1,N,
社會福利及衛生環境委員會,00006,田秋堇,7,1,N,
社會福利及衛生環境委員會,00018,李乙廷,7,1,N,
社會福利及衛生環境委員會,00037,林鴻池,7,1,N,
社會福利及衛生環境委員會,00041,侯彩鳳,7,1,N,
社會福利及衛生環境委員會,00048,徐少萍,7,1,Y,
社會福利及衛生環境委員會,00057,張碩文,7,1,N,
社會福利及衛生環境委員會,00070,陳瑩,7,1,N,
社會福利及衛生環境委員會,00078,黃淑英,7,1,N,
社會福利及衛生環境委員會,00079,黃義交,7,1,N,
社會福利及衛生環境委員會,00085,廖國棟,7,1,N,
社會福利及衛生環境委員會,00098,鄭汝芬,7,1,N,
社會福利及衛生環境委員會,00105,賴清德,7,1,N,
社會福利及衛生環境委員會,00108,鍾紹和,7,1,Y,
程序委員會,00008,江玲君,7,1,N,
程序委員會,00014,吳育昇,7,1,N,
程序委員會,00023,李嘉進,7,1,N,
程序委員會,00029,林明溱,7,1,N,
程序委員會,00033,林益世,7,1,N,
程序委員會,00053,高金素梅,7,1,N,
程序委員會,00054,涂醒哲,7,1,N,
程序委員會,00057,張碩文,7,1,N,
程序委員會,00059,張顯耀,7,1,N,
程序委員會,00068,陳節如,7,1,N,
程序委員會,00073,費鴻泰,7,1,Y,
程序委員會,00078,黃淑英,7,1,N,
程序委員會,00088,趙麗雲,7,1,N,
程序委員會,00096,蔡煌瑯,7,1,N,
程序委員會,00103,蕭景田,7,1,N,
程序委員會,00104,賴士葆,7,1,Y,
程序委員會,00107,謝國樑,7,1,N,
程序委員會,00109,簡東明,7,1,N,
程序委員會,00112,羅淑蕾,7,1,N,
紀律委員會,00010,江義雄,7,1,Y,
紀律委員會,00014,吳育昇,7,1,N,
紀律委員會,00015,吳清池,7,1,Y,
紀律委員會,00023,李嘉進,7,1,Y,
紀律委員會,00028,林正二,7,1,N,
紀律委員會,00032,林郁方,7,1,N,
紀律委員會,00039,邱鏡淳,7,1,Y,
紀律委員會,00048,徐少萍,7,1,N,
紀律委員會,00051,翁重鈞,7,1,N,
紀律委員會,00066,陳根德,7,1,N,
紀律委員會,00075,黃昭順,7,1,Y,
紀律委員會,00089,劉盛良,7,1,Y,
紀律委員會,00101,盧秀燕,7,1,N,
紀律委員會,00107,謝國樑,7,1,N,
紀律委員會,00108,鍾紹和,7,1,Y,
經費稽核委員會,00006,田秋堇,7,1,N,
經費稽核委員會,00039,邱鏡淳,7,1,N,
經費稽核委員會,00073,費鴻泰,7,1,N,
經費稽核委員會,00074,黃志雄,7,1,N,
經費稽核委員會,00076,黃偉哲,7,1,Y,
經費稽核委員會,00086,廖婉汝,7,1,N,
經費稽核委員會,00090,劉銓忠,7,1,N,
經費稽核委員會,00099,鄭金玲,7,1,Y,
經費稽核委員會,00110,顏清標,7,1,Y,
內政委員會,00004,王進士,7,2,N,
內政委員會,00011,余天,7,2,N,
內政委員會,00013,吳志揚,7,2,N,
內政委員會,00014,吳育昇,7,2,Y,
內政委員會,00023,李嘉進,7,2,Y,
內政委員會,00040,邱議瑩,7,2,N,
內政委員會,00045,紀國棟,7,2,N,
內政委員會,00058,張慶忠,7,2,N,
內政委員會,00063,陳秀卿,7,2,N,
內政委員會,00068,陳節如,7,2,N,
內政委員會,00097,蔡錦隆,7,2,N,
內政委員會,00102,盧嘉辰,7,2,N,
內政委員會,00106,薛凌,7,2,N,
內政委員會,00109,簡東明,7,2,N,
外交及國防委員會,00002,王金平,7,2,N,
外交及國防委員會,00027,周守訓,7,2,N,
外交及國防委員會,00032,林郁方,7,2,Y,
外交及國防委員會,00042,帥化民,7,2,N,
外交及國防委員會,00054,涂醒哲,7,2,N,
外交及國防委員會,00059,張顯耀,7,2,N,
外交及國防委員會,00069,陳福海,7,2,N,
外交及國防委員會,00071,傅萁,7,2,N,
外交及國防委員會,00072,曾永權,7,2,N,
外交及國防委員會,00086,廖婉汝,7,2,N,
外交及國防委員會,00089,劉盛良,7,2,Y,
外交及國防委員會,00093,蔣孝嚴,7,2,N,
外交及國防委員會,00095,蔡同榮,7,2,N,
外交及國防委員會,00096,蔡煌瑯,7,2,N,
外交及國防委員會,00100,鄭麗文,7,2,N,
經濟委員會,00001,丁守中,7,2,N,
經濟委員會,00005,孔文吉,7,2,N,
經濟委員會,00020,李俊毅,7,2,N,
經濟委員會,00025,李慶華,7,2,N,
經濟委員會,00035,林滄敏,7,2,N,
經濟委員會,00039,邱鏡淳,7,2,Y,
經濟委員會,00047,徐中雄,7,2,N,
經濟委員會,00051,翁重鈞,7,2,Y,
經濟委員會,00055,張花冠,7,2,N,
經濟委員會,00056,張嘉郡,7,2,N,
經濟委員會,00067,陳啟昱,7,2,N,
經濟委員會,00077,黃健庭,7,2,N,
經濟委員會,00090,劉銓忠,7,2,N,
經濟委員會,00091,潘孟安,7,2,N,
經濟委員會,00103,蕭景田,7,2,N,
財政委員會,00012,余政道,7,2,N,
財政委員會,00031,林炳坤,7,2,N,
財政委員會,00036,林德福,7,2,N,
財政委員會,00046,孫大千,7,2,N,
財政委員會,00052,高志鵬,7,2,N,
財政委員會,00064,陳杰,7,2,N,
財政委員會,00076,黃偉哲,7,2,N,
財政委員會,00084,廖正井,7,2,N,
財政委員會,00092,潘維剛,7,2,N,
財政委員會,00094,蔡正元,7,2,N,
財政委員會,00101,盧秀燕,7,2,Y,
財政委員會,00104,賴士葆,7,2,N,
財政委員會,00111,羅明才,7,2,N,
財政委員會,00112,羅淑蕾,7,2,N,
財政委員會,00114,陳淑慧,7,2,N,
教育及文化委員會,00008,江玲君,7,2,N,
教育及文化委員會,00010,江義雄,7,2,Y,
教育及文化委員會,00024,李慶安,7,2,N,
教育及文化委員會,00028,林正二,7,2,Y,
教育及文化委員會,00034,林淑芬,7,2,N,
教育及文化委員會,00044,洪秀柱,7,2,N,
教育及文化委員會,00062,郭素春,7,2,N,
教育及文化委員會,00065,陳亭妃,7,2,N,
教育及文化委員會,00074,黃志雄,7,2,N,
教育及文化委員會,00081,楊瓊瓔,7,2,N,
教育及文化委員會,00087,管碧玲,7,2,N,
教育及文化委員會,00088,趙麗雲,7,2,N,
教育及文化委員會,00099,鄭金玲,7,2,N,
交通委員會,00003,王幸男,7,2,N,
交通委員會,00009,江連福,7,2,N,
交通委員會,00016,吳敦義,7,2,N,
交通委員會,00026,李鴻鈞,7,2,N,
交通委員會,00029,林明溱,7,2,N,
交通委員會,00030,林建榮,7,2,N,
交通委員會,00049,徐耀昌,7,2,N,
交通委員會,00060,曹爾忠,7,2,N,
交通委員會,00061,郭玟成,7,2,N,
交通委員會,00066,陳根德,7,2,Y,
交通委員會,00075,黃昭順,7,2,Y,
交通委員會,00080,楊仁福,7,2,N,
交通委員會,00082,楊麗環,7,2,N,
交通委員會,00083,葉宜津,7,2,N,
交通委員會,00110,顏清標,7,2,N,
司法及法制委員會,00007,朱鳳芝,7,2,N,
司法及法制委員會,00015,吳清池,7,2,Y,
司法及法制委員會,00017,呂學樟,7,2,N,
司法及法制委員會,00019,李明星,7,2,N,
司法及法制委員會,00022,李復興,7,2,N,
司法及法制委員會,00033,林益世,7,2,N,
司法及法制委員會,00038,邱毅,7,2,N,
司法及法制委員會,00043,柯建銘,7,2,N,
司法及法制委員會,00050,翁金珠,7,2,N,
司法及法制委員會,00053,高金素梅,7,2,N,
司法及法制委員會,00073,費鴻泰,7,2,N,
司法及法制委員會,00107,謝國樑,7,2,Y,
司法及法制委員會,00113,蘇震清,7,2,N,
社會福利及衛生環境委員會,00006,田秋堇,7,2,N,
社會福利及衛生環境委員會,00018,李乙廷,7,2,N,
社會福利及衛生環境委員會,00037,林鴻池,7,2,N,
社會福利及衛生環境委員會,00041,侯彩鳳,7,2,N,
社會福利及衛生環境委員會,00048,徐少萍,7,2,Y,
社會福利及衛生環境委員會,00057,張碩文,7,2,N,
社會福利及衛生環境委員會,00070,陳瑩,7,2,N,
社會福利及衛生環境委員會,00078,黃淑英,7,2,N,
社會福利及衛生環境委員會,00079,黃義交,7,2,N,
社會福利及衛生環境委員會,00085,廖國棟,7,2,N,
社會福利及衛生環境委員會,00098,鄭汝芬,7,2,N,
社會福利及衛生環境委員會,00105,賴清德,7,2,N,
社會福利及衛生環境委員會,00108,鍾紹和,7,2,Y,
程序委員會,00008,江玲君,7,2,N,
程序委員會,00014,吳育昇,7,2,N,
程序委員會,00023,李嘉進,7,2,N,
程序委員會,00029,林明溱,7,2,N,
程序委員會,00033,林益世,7,2,N,
程序委員會,00053,高金素梅,7,2,N,
程序委員會,00054,涂醒哲,7,2,N,
程序委員會,00057,張碩文,7,2,N,
程序委員會,00059,張顯耀,7,2,N,
程序委員會,00068,陳節如,7,2,N,
程序委員會,00073,費鴻泰,7,2,Y,
程序委員會,00078,黃淑英,7,2,N,
程序委員會,00088,趙麗雲,7,2,N,
程序委員會,00096,蔡煌瑯,7,2,N,
程序委員會,00103,蕭景田,7,2,N,
程序委員會,00104,賴士葆,7,2,Y,
程序委員會,00107,謝國樑,7,2,N,
程序委員會,00109,簡東明,7,2,N,
程序委員會,00112,羅淑蕾,7,2,N,
紀律委員會,00010,江義雄,7,2,Y,
紀律委員會,00014,吳育昇,7,2,N,
紀律委員會,00015,吳清池,7,2,Y,
紀律委員會,00023,李嘉進,7,2,Y,
紀律委員會,00028,林正二,7,2,N,
紀律委員會,00032,林郁方,7,2,N,
