國際普通名稱,普通名稱,作物類別,容許量ppm,備註
"Carbosulfan","丁基加保扶","梨果類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","雜糧類","0.5","殺蟲劑"
"Carfentrazone-ethyl","乙基克繁草","玉米","0.1","除草劑"
"Carfentrazone-ethyl","乙基克繁草","柑桔類","0.1","除草劑"
"Chinomethionat","蟎離丹","其他(蔬果類)*","0.01*","殺蟎劑"
"Chinomethionat","蟎離丹","其他(穀類)*","0.02*","殺蟎劑"
"Chinomethionat","蟎離丹","其他(茶類)*","0.05*","殺蟎劑"
"Chlorantraniliprole","剋安勃","刀豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","十字花科小葉菜類","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他十字花科包葉菜類(青花菜除外)","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","大麥","5","殺蟲劑"
"Chlorantraniliprole","剋安勃","小麥","0.8","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他小葉菜類(十字花科小葉菜類、不結球萵苣、半結球萵苣、芹菜、菠菜、葉用豌豆除外)","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他小漿果類(草莓、黑莓、蔓越莓、藍莓、覆盆子除外)","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","不結球萵苣","10","殺蟲劑"
"Chlorantraniliprole","剋安勃","毛豆","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","半結球萵苣","10","殺蟲劑"
"Chlorantraniliprole","剋安勃","瓜果類","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","瓜菜類","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","甘蔗","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","甘藍","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","白鳳菜","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","石榴","0.4","殺蟲劑"
"Chlorantraniliprole","剋安勃","米","0.1","殺蟲劑"
"Chlorantraniliprole","剋安勃","李","0.2","殺蟲劑"
"Chlorantraniliprole","剋安勃","杏","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","杏仁","0.05","殺蟲劑"
"Chlorantraniliprole","剋安勃","豆薯","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","草莓","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","茶","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","茼蒿","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","豇豆(鮮)","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","豇豆(乾)","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","高粱","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","啤酒花","30","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他堅果類(杏仁、美洲胡桃除外)","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","梅","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","梨","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他梨果類(李、杏、油桃、桃、梅、梨、蘋果、櫻桃除外)","0.4","殺蟲劑"
"Chlorantraniliprole","剋安勃","甜椒","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他麥類(大麥、小麥除外)","0.02","殺蟲劑"
"Chlorantraniliprole","剋安勃","朝鮮薊","2","殺蟲劑"
"Chlorantraniliprole","剋安勃","棉籽","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","番茄","0.5","殺蟲劑"
"Chlorantraniliprole","剋安勃","結球萵苣","4","殺蟲劑"
"Chlorantraniliprole","剋安勃","菜豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","菠菜","10","殺蟲劑"
"Chlorantraniliprole","剋安勃","萊豆","1","殺蟲劑"
"Chlorantraniliprole","剋安勃","大豆","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","黑莓","1.8","殺蟲劑"
"Chlorantraniliprole","剋安勃","落花生","0.3","殺蟲劑"
"Chlorantraniliprole","剋安勃","葉用豌豆","3","殺蟲劑"
"Chlorantraniliprole","剋安勃","其他(茶類)*","0.05*","殺蟲劑"
"Chlorfenapyr","克凡派","刀豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","十字花科包葉菜類","1","殺蟲劑"
"Chlorfenapyr","克凡派","其他小葉菜類(韭菜除外)","1","殺蟲劑"
"Chlorfenapyr","克凡派","山藥","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","印度棗","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","李","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","杏","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","芒果","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","豆薯","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","枇杷","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","油桃","1","殺蟲劑"
"Chlorfenapyr","克凡派","狗尾草根","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","花豆(鮮)","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","扁豆","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","枸杞","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","柑桔類","1","殺蟲劑"
"Chlorfenapyr","克凡派","柿","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","洋香瓜","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","紅棗","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","胡蘿蔔","0.05","殺蟲劑"
"Chlorfenapyr","克凡派","茄子","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","茉莉花","2","殺蟲劑"
"Chlorfenapyr","克凡派","韭菜","2","殺蟲劑"
"Chlorfenapyr","克凡派","香瓜茄","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","桃","0.5","殺蟲劑"
"Chlorfenapyr","克凡派","茶類","2","殺蟲劑"
"Chlorfluazuron","克福隆","小葉菜類","2","殺蟲劑"
"Chlorfluazuron","克福隆","牛蒡","0.2","殺蟲劑"
"Chlorfluazuron","克福隆","包葉菜類","1","殺蟲劑"
"Chlorfluazuron","克福隆","果菜類","1","殺蟲劑"
"Chlorfluazuron","克福隆","草莓","0.5","殺蟲劑"
"Chlorfluazuron","克福隆","茶類","5","殺蟲劑"
"Chlorfluazuron","克福隆","乾豆類","0.2","殺蟲劑"
"Chlorfluazuron","克福隆","結球萵苣","1","殺蟲劑"
"Chlorfluazuron","克福隆","菠菜","2","殺蟲劑"
"Chlorfluazuron","克福隆","其他(蔬果類)*","0.01*","殺蟲劑"
"Chlorfluazuron","克福隆","其他(穀類)*","0.02*","殺蟲劑"
"Chlorfluazuron","克福隆","其他(茶類)*","0.05*","殺蟲劑"
"Chlormequat","克美素","大麥","2","生長調節劑"
"Chlormequat","克美素","小麥","3","生長調節劑"
"Chlormequat","克美素","小麥麵粉","2","生長調節劑"
"Chlormequat","克美素","油菜籽","5","生長調節劑"
"Chlormequat","克美素","棉籽","0.5","生長調節劑"
"Chlormequat","克美素","菊花","0.1","生長調節劑"
"Chlormequat","克美素","菜籽原油","0.1","生長調節劑"
"Chlormequat","克美素","黑麥","3","生長調節劑"
"Chlormequat","克美素","黑麥粉","3","生長調節劑"
"Chlorothalonil","四氯異苯腈","人參(鮮)","1.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","刀豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","十字花科小葉菜類","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","十字花科包葉菜類","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","大漿果類","0.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","豌豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","樹豆(鮮)","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","翼豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","藍莓","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","蘋果","1","殺菌劑"
"Chlorothalonil","四氯異苯腈","櫻桃","0.5","殺菌劑"
"Chlorothalonil","四氯異苯腈","蠶豆(鮮)","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","鷹嘴豆","5","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他(蔬果類)*","0.02*","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他(穀類)*","0.04*","殺菌劑"
"Chlorothalonil","四氯異苯腈","其他(茶類)*","0.1*","殺菌劑"
"Chlorpropham","","馬鈴薯","30","殺草劑"
"Chlorpyrifos","陶斯松","刀豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","大漿果類","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","大麥","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","小麥","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","小麥麵粉","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","其他小葉菜類(羅勒除外)","1","殺蟲劑"
"Chlorpyrifos","陶斯松","小漿果類","1","殺蟲劑"
"Chlorpyrifos","陶斯松","山藥","0.01","殺蟲劑"
"Chlorpyrifos","陶斯松","巴西利","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","包葉菜類","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","可可豆","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","甘藷","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","印度棗","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","百合花","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","香辛植物(根莖)","1","殺蟲劑"
"Chlorpyrifos","陶斯松","香辛植物(種子)","5","殺蟲劑"
"Chlorpyrifos","陶斯松","香蜂草","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","桂花","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","荔枝","1","殺蟲劑"
"Chlorpyrifos","陶斯松","茶籽","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","茶類","2","殺蟲劑"
"Chlorpyrifos","陶斯松","豇豆(鮮)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","豇豆(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","馬鞭草","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","番荔枝","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","紫蘇(乾)","0.8","殺蟲劑"
"Chlorpyrifos","陶斯松","菊花","0.8","殺蟲劑"
"Chlorpyrifos","陶斯松","菜豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","萊豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","大豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","奧勒岡草","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","楊梅","1","殺蟲劑"
"Chlorpyrifos","陶斯松","落花生","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","葡萄(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","鼠尾草","0.05","殺蟲劑"
"Chlorpyrifos","陶斯松","精製大豆油","0.03","殺蟲劑"
"Chlorpyrifos","陶斯松","綠豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","蓮子(乾)","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","蓮花","0.5","殺蟲劑"
"Chlorpyrifos","陶斯松","豌豆","0.1","殺蟲劑"
"Chlorpyrifos","陶斯松","樹豆(鮮)","0.1","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","其他(穀類)*","0.02*","殺蟲劑"
"Chlorpyrifos-methyl","甲基陶斯松","其他(茶類)*","0.05*","殺蟲劑"
"Chlorthal","大克草","小葉菜類","0.1","殺草劑"
"Chlorthal","大克草","根莖菜類","0.1","殺草劑"
"Chlorthal","大克草","乾豆類","0.1","殺草劑"
"Chromafenozide","可芬諾","青蔥","1","殺蟲劑"
"Chromafenozide","可芬諾","洋蔥","0.05","殺蟲劑"
"Chromafenozide","可芬諾","紅蔥頭","0.05","殺蟲劑"
"Chromafenozide","可芬諾","韭菜","1","殺蟲劑"
"Chromafenozide","可芬諾","韭菜花","1","殺蟲劑"
"Chromafenozide","可芬諾","韭黃","1","殺蟲劑"
"Chromafenozide","可芬諾","珠蔥","1","殺蟲劑"
"Chromafenozide","可芬諾","蒜","1","殺蟲劑"
"Chromafenozide","可芬諾","蒜頭","0.05","殺蟲劑"
"Chromafenozide","可芬諾","蕎頭","0.05","殺蟲劑"
"Chromafenozide","可芬諾","蕗蕎","1","殺蟲劑"
"Cinosulfuron","西速隆","米類","0.5","殺草劑"
"Cinosulfuron","西速隆","其他(蔬果類)*","0.01*","殺草劑"
"Cinosulfuron","西速隆","其他(穀類)*","0.02*","殺草劑"
"Cinosulfuron","西速隆","其他(茶類)*","0.05*","殺草劑"
"Clethodim","剋草同","大豆原油","1","除草劑"
"Clethodim","剋草同","毛豆","0.2","除草劑"
"Clethodim","剋草同","豆菜類","0.2","除草劑"
"Clethodim","剋草同","油菜籽","0.5","除草劑"
"Clethodim","剋草同","洋蔥","0.5","除草劑"
"Clethodim","剋草同","食用芥花油","0.5","除草劑"
"Clofentezine","克芬蟎","穗醋栗","0.2","殺蟎劑"
"Clofentezine","克芬蟎","櫻桃","0.5","殺蟎劑"
"Clofentezine","克芬蟎","其他(蔬果類)*","0.01*","殺蟎劑"
"Clofentezine","克芬蟎","其他(穀類)*","0.02*","殺蟎劑"
"Clofentezine","克芬蟎","其他(茶類)*","0.05*","殺蟎劑"
"Clomazone","可滅蹤","大豆","0.05","殺草劑"
"Clomazone","可滅蹤","其他(蔬果類)*","0.01*","殺草劑"
"Clomazone","可滅蹤","其他(穀類)*","0.02*","殺草劑"
"Clomazone","可滅蹤","其他(茶類)*","0.05*","殺草劑"
"Clomeprop","克普草","米類","0.1","殺草劑"
"Clothianidin","可尼丁","刀豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","十字花科蔬菜(小葉菜類)","0.5","殺蟲劑"
"Clothianidin","可尼丁","十字花科蔬菜(包葉菜類)","1","殺蟲劑"
"Clothianidin","可尼丁","大麥","0.04","殺蟲劑"
"Clothianidin","可尼丁","小麥","0.02","殺蟲劑"
"Clothianidin","可尼丁","小黃瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","其他小葉菜類(菠菜除外)","0.5","殺蟲劑"
"Clothianidin","可尼丁","其他小漿果類(番石榴、葡萄、蓮霧除外)","0.07","殺蟲劑"
"Clothianidin","可尼丁","山茼蒿","0.5","殺蟲劑"
"Clothianidin","可尼丁","不結球萵苣","0.5","殺蟲劑"
"Clothianidin","可尼丁","木瓜","0.01","殺蟲劑"
"Clothianidin","可尼丁","毛豆","0.1","殺蟲劑"
"Clothianidin","可尼丁","火龍果","0.2","殺蟲劑"
"Clothianidin","可尼丁","冬瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","半結球萵苣","0.5","殺蟲劑"
"Clothianidin","可尼丁","可可豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","柿","1","殺蟲劑"
"Clothianidin","可尼丁","洋香瓜","0.5","殺蟲劑"
"Clothianidin","可尼丁","紅棗","1","殺蟲劑"
"Clothianidin","可尼丁","紅鳳菜","0.5","殺蟲劑"
"Clothianidin","可尼丁","美洲胡桃","0.01","殺蟲劑"
"Clothianidin","可尼丁","胡瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","苦瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","風茹草","5","殺蟲劑"
"Clothianidin","可尼丁","香瓜","0.5","殺蟲劑"
"Clothianidin","可尼丁","香蕉","0.02","殺蟲劑"
"Clothianidin","可尼丁","夏南瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","桃","1","殺蟲劑"
"Clothianidin","可尼丁","茶","5","殺蟲劑"
"Clothianidin","可尼丁","茼蒿","0.5","殺蟲劑"
"Clothianidin","可尼丁","豇豆(鮮)","0.02","殺蟲劑"
"Clothianidin","可尼丁","隼人瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","高粱","0.02","殺蟲劑"
"Clothianidin","可尼丁","乾豆類","0.02","殺蟲劑"
"Clothianidin","可尼丁","梅","1","殺蟲劑"
"Clothianidin","可尼丁","梨","1","殺蟲劑"
"Clothianidin","可尼丁","其他梨果類(印度棗、李、杏、枇杷、油桃、柿、紅棗、桃、梅、梨、蘋果、櫻桃除外)","0.4","殺蟲劑"
"Clothianidin","可尼丁","朝鮮薊","0.05","殺蟲劑"
"Clothianidin","可尼丁","番石榴","0.2","殺蟲劑"
"Clothianidin","可尼丁","番茄","0.2","殺蟲劑"
"Clothianidin","可尼丁","番荔枝","0.5","殺蟲劑"
"Clothianidin","可尼丁","結球萵苣","0.5","殺蟲劑"
"Clothianidin","可尼丁","絲瓜","0.1","殺蟲劑"
"Clothianidin","可尼丁","鷹嘴豆","0.02","殺蟲劑"
"Clothianidin","可尼丁","其他(蔬果類)*","0.01*","殺蟲劑"
"Clothianidin","可尼丁","其他(穀類)*","0.02*","殺蟲劑"
"Clothianidin","可尼丁","其他(茶類)*","0.05*","殺蟲劑"
"CPMC","蝨必殺","米類","0.5","殺蟲劑"
"Cryolite","","柑桔類","7","殺蟲劑"
"Cryolite","","甜椒","7","殺蟲劑"
"Cryolite","","葡萄","7","殺蟲劑"
"Cryolite","","蔓越莓","4","殺蟲劑"
"Cyanophos","氰乃松","桃","0.1","殺蟲劑"
"Cyanophos","氰乃松","梨","0.06","殺蟲劑"
"Cyanophos","氰乃松","蘋果","0.15","殺蟲劑"
"Cyazofamid","賽座滅","十字花科小葉菜類","1","殺菌劑"
"Cyazofamid","賽座滅","十字花科包葉菜類","1","殺菌劑"
"Cyazofamid","賽座滅","小黃瓜","0.5","殺菌劑"
"Cyazofamid","賽座滅","木瓜","0.5","殺菌劑"
"Cyazofamid","賽座滅","瓜菜類","0.5","殺菌劑"
"Cyazofamid","賽座滅","西瓜","0.1","殺菌劑"
"Cyazofamid","賽座滅","枸杞","2","殺菌劑"
"Cyazofamid","賽座滅","枸杞葉","1","殺菌劑"
"Cyazofamid","賽座滅","柑桔","5","殺菌劑"
"Cyazofamid","賽座滅","洋香瓜","0.1","殺菌劑"
"Cyazofamid","賽座滅","胡瓜","0.5","殺菌劑"
"Cyazofamid","賽座滅","香瓜","0.1","殺菌劑"
"Cyazofamid","賽座滅","香瓜茄","2","殺菌劑"
"Cyazofamid","賽座滅","草莓","1","殺菌劑"
"Cyazofamid","賽座滅","甜椒","2","殺菌劑"
"Cyazofamid","賽座滅","無花果","1","殺菌劑"
"Cycloxydim","環殺草","甜菜根","0.2","殺草劑"
"Cycloxydim","環殺草","番茄","1.5","殺草劑"
"Cycloxydim","環殺草","結球萵苣","1.5","殺草劑"
"Cycloxydim","環殺草","葡萄","0.3","殺草劑"
"Cycloxydim","環殺草","辣椒","9","殺草劑"
"Cycloxydim","環殺草","青蔥","4","殺草劑"
"Cycloxydim","環殺草","蕪菁","0.2","殺草劑"
"Cyflufenamid","賽芬胺","小黃瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","木瓜","0.1","殺菌劑"
"Cyflufenamid","賽芬胺","冬瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","西瓜","0.07","殺菌劑"
"Cyflufenamid","賽芬胺","芒果","0.1","殺菌劑"
"Cyflufenamid","賽芬胺","奇異果","0.1","殺菌劑"
"Cyflufenamid","賽芬胺","南瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","扁蒲","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","洋香瓜","0.07","殺菌劑"
"Cyflufenamid","賽芬胺","胡瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","苦瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","香瓜","0.07","殺菌劑"
"Cyflufenamid","賽芬胺","夏南瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","草莓","0.5","殺菌劑"
"Cyflufenamid","賽芬胺","隼人瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","絲瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","越瓜","0.3","殺菌劑"
"Cyflufenamid","賽芬胺","黃金果","0.1","殺菌劑"
"Cyflufenamid","賽芬胺","葡萄","0.2","殺菌劑"
"Cyflufenamid","賽芬胺","蘋果","0.5","殺菌劑"
"Cyflumetofen","賽芬蟎","其他(茶類)*","0.05*","殺蟎劑"
"Cyfluthrin","賽扶寧","小麥","0.15","殺蟲劑"
"Cyfluthrin","賽扶寧","小葉菜類","1","殺蟲劑"
"Cyfluthrin","賽扶寧","木瓜","0.2","殺蟲劑"
"Cyfluthrin","賽扶寧","玉米","0.05","殺蟲劑"
"Cyfluthrin","賽扶寧","包葉菜類","1","殺蟲劑"
"Cyfluthrin","賽扶寧","瓜菜類","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","米類","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","西瓜","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","芒果","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","豆菜類","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","果菜類","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","油菜籽","0.07","殺蟲劑"
"Cyfluthrin","賽扶寧","柑桔類","0.3","殺蟲劑"
"Cyfluthrin","賽扶寧","茉莉花","5","殺蟲劑"
"Cyfluthrin","賽扶寧","風茹草","5","殺蟲劑"
"Cyfluthrin","賽扶寧","香辛植物(果實)","0.03","殺蟲劑"
"Cyfluthrin","賽扶寧","香辛植物(根莖)","0.05","殺蟲劑"
"Cyfluthrin","賽扶寧","根莖菜類","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","桑椹","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","茶類","5","殺蟲劑"
"Cyfluthrin","賽扶寧","馬鞭草","2","殺蟲劑"
"Cyfluthrin","賽扶寧","啤酒花","20","殺蟲劑"
"Cyfluthrin","賽扶寧","棉籽","0.7","殺蟲劑"
"Cyfluthrin","賽扶寧","棉籽原油","1","殺蟲劑"
"Cyfluthrin","賽扶寧","無花果","0.5","殺蟲劑"
"Cyfluthrin","賽扶寧","番石榴","0.5","殺蟲劑"
"Cyhalothrin","賽洛寧","豆薯","0.04","殺蟲劑"
"Cyhalothrin","賽洛寧","果菜類","0.5","殺蟲劑"
"Cyhalothrin","賽洛寧","柑桔類","1","殺蟲劑"
"Cyhalothrin","賽洛寧","洋蔥","0.04","殺蟲劑"
"Cyhalothrin","賽洛寧","柿","0.4","殺蟲劑"
"Cyhalothrin","賽洛寧","胡蘿蔔","0.04","殺蟲劑"
"Cyhalothrin","賽洛寧","茉莉花","0.5","殺蟲劑"
"Cyhalothrin","賽洛寧","百合鱗莖","0.04","殺蟲劑"
"Cyhalothrin","賽洛寧","風茹草","2","殺蟲劑"
"Cyhalothrin","賽洛寧","香辛植物(果實)","0.03","殺蟲劑"
"Cyhalothrin","賽洛寧","香辛植物(根莖)","0.05","殺蟲劑"
"Cyhalothrin","賽洛寧","香蕉","0.2","殺蟲劑"
"Cyhalothrin","賽洛寧","核果類","0.5","殺蟲劑"
"Cyhalothrin","賽洛寧","其他根莖菜類(山藥、牛蒡、甘藷、芋頭、豆薯、洋蔥、胡蘿蔔、百合鱗莖、紅蔥頭、馬鈴薯、黑皮波羅門參、蒜頭、樹薯、蕎頭及蘆筍除外)","0.01","殺蟲劑"
