燈號,標題名稱,內容,附檔,更新日期
"黃燈","有關GlaxoSmithKline, Inc.主動回收藥品ロタリックス内用液(oral live attenuated human rotavirus vaccine)(批號AROLB221AA)，國內並未輸入該等回收批號產品。","事件過程: ◎ 日本PMDA 於 105年03月18日發布藥品回收訊息，說明GlaxoSmithKline, Inc.主動回收藥品ロタリックス内用液(oral live attenuated human rotavirus vaccine)(批號 AROLB221AA )，回收原因為該批號產品之有效期限標示比實際效期短少10天。經查，案內回收批號產品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為「羅特律輪狀病毒疫苗口服懸液劑 Rotarix Oral Suspension (衛署菌疫輸字第000892號)」及「羅特律輪狀病毒疫苗 ROTARIX (衛署菌疫輸字第000826號)」，申請廠商為荷商葛蘭素史克藥廠股份有限公司台灣分公司，製造廠為GLAXOSMITHKLINE BIOLOGICALS S.A.，主成分為HUMAN ROTAVIRUS LIVE ATTENUATED RIX4414 STRAIN，核准適應症為「預防輪狀病毒所引起的腸胃炎(G1與非G1血清型如G2、G3、G4和G9)」。上述藥品為處方藥，須經醫師診斷並開立處方後，方能使用。另查，案內回收批號產品並未輸入國內，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：http://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲 : 我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-03-18"
"黃燈","有關Roche Singapore主動回收藥品「Roaccutane® Capsules 20mg」(批號B9239B05)，國內並未輸入該等回收批號產品。","事件過程: ◎ 新加坡HSA於105年04月18日發布藥品回收訊息，說明Roche Singapore主動回收藥品「Roaccutane® Capsules 20mg」(批號 B9239B05)，回收原因為案內批號藥品仿單誤放成Rocaltrol® (Calcitriol)仿單。經查，案內回收批號藥品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為「〝羅氏〞羅可坦軟膠囊20毫克ROACCUTANE “ROCHE”SOFT GELATIN CAPSULES 20MG(衛署藥輸字第014966號)」，申請廠商為羅氏大藥廠股份有限公司，製造廠為CATALENT GERMANY EBERBACH GMBH，主成分為ISOTRETINOIN，核准適應症為「傳統療法無效之嚴重痤瘡」。上述藥品為處方藥， 須經醫師診斷並開立處方後，方能使用。另查，案內回收批號產品並未輸入國內，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.doh.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲 : 我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-04-18"
"黃燈","有關義大利AIFA-Product Quality and Counterfeiting Office通報藥品「Dysport」(批號A00703及F05302)於境外發現偽品流通，國內並未輸入該警訊之批號。","事件過程: ◎ 本署於105年2月4日接獲義大利AIFA-Product Quality and Counterfeiting Office經PIC/S Rapid Alert System通報藥品「Dysport」(批號A00703及F05302)於境外發現偽品流通。 ◎ 經查，衛生福利部核准之藥品分別為(一)「麗舒妥注射劑500單位DYSPORT INJECTION 500UNITS (衛署菌疫輸字第000691號)」，申請廠商為海喬國際股份有限公司，製造廠為IPSEN BIOPHARM LTD，主成分為BOTULINUM TOXIN TYPE A，核准適應症為「眼瞼痙攣、半邊顏面痙攣、痙攣性斜頸、斜視、局部肌肉痙攣症、小兒腦性麻痺引起之肌肉痙攣、成人中風後之手臂痙攣」(該許可證已於102年12月31日註銷)； (二)「儷緻注射劑 Dysport, Powder for Injection (衛署菌疫輸字第000870號)」，申請廠商為法商益普生股份有限公司台灣分公司，製造廠為IPSEN BIOPHARM LIMITED，主成分為CLOSTRIDIUM BOTULINUM TYPE A TOXIN-HAEMAGGLUTININ COMPLEX，核准適應症為「眼瞼痙攣、半邊顏面痙攣、痙攣性斜頸、小兒腦性麻痺引起之肌肉痙攣、成人中風後之手臂痙攣、皺眉紋及腋窩多汗症」，該2項藥品皆限由醫師處方使用。另查，案內批號藥品並未輸入國內，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生福利部呼籲：我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-02-24"
"黃燈","有關愛爾蘭Health Products Regulatory Authority經PIC/S Rapid Alert System通報藥品「Combigan」(批號E74469及E73028)於境外發現偽品流通，國內並未輸入該警訊之批號。","事件過程: ◎ 本署於105年03月05日接獲愛爾蘭Health Products Regulatory Authority經PIC/S Rapid Alert System通報藥品「Combigan」(批號E74469及E73028)於境外發現偽品流通。經查，衛生福利部核准藥品為「康皕庚眼用液劑 COMBIGAN EYE DROPS (衛署藥輸字第024294號)」，申請廠商為台灣愛力根藥品股份有限公司，製造廠ALLERGAN PHARMACEUTICALS IRELAND，主成分為TIMOLOL MALEATE, BRIMONIDINE TARTRATE，核准適應症為「適用於慢性隅角開放性青光眼及慢性隅角閉鎖性青光眼合併已接受為暢通的周邊虹膜切除術或高眼壓病人，當以上病患使用單方降眼壓製劑控制效果不佳時，本品可作為降眼壓之用」。該藥品限由醫師處方使用。另查，案內批號產品並未輸入國內，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-03-05"
"紅燈","有關德國Regierungspräsidium Darmstadt主動回收藥品「Taxotere」(批號5F209A、5F219A及6F237A)。","事件過程: ◎ 本署於105年4月18日接獲德國Regierungspräsidium Darmstadt經PIC/S Rapid Alert System發布藥品回收訊息，說明Sanofi-Aventis主動回收藥品「Taxotere」(批號5F209A、5F219A及6F237A)，回收原因為案內藥品因主成分濃度有異常之不良情形。 ◎ 經查，衛生福利部核准之藥品為「剋癌易20毫克/毫升單支注射液Taxotere 20mg/ml Concentrate for solution for infusion (衛署藥輸字第025289號)」。上述藥品主成分為「DOCETAXEL」，核准適應症為「乳癌、非小細胞肺癌、前列腺癌、胃腺癌、頭頸癌」，許可證持有商為「賽諾菲股份有限公司」，製造廠為「SANOFI-AVENTIS DEUTSCHLAND GMBH」，該藥品限由醫師使用。 ◎ 食品藥物管理署已於105年4月18日即請廠商啟動回收作業，並透過緊急聯絡網通知相關醫療機構，請醫療機構立即配合下架及回收。另查，我國藥品不良品通報系統，並未接獲該批號藥品之不良品通報案件。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:衛生福利部已請許可證持有廠商啟動回收作業，並請醫療機構、藥局及藥商立即下架並配合回收。","","2016-04-18"
"黃燈","有關保加利亞Bulgarian Drug Agency經PIC/S Rapid Alert System通報藥品「Humira」(批號54092XH05及52077XH05)於境外發現偽品流通，國內並未輸入該警訊之批號。","事件過程: ◎ 本署於105年2月4日接獲保加利亞Bulgarian Drug Agency經PIC/S Rapid Alert System通報藥品「Humira」(批號54092XH05及52077XH05)於境外發現偽品流通。 ◎ 經查，衛生福利部核准之藥品為「＂艾伯維＂ 復邁注射劑 HUMIRA 40MG SOLUTION FOR INJECTION, VIAL (衛署菌疫輸字第000775號)」及「＂艾伯維＂復邁針筒裝注射劑 HUMIRA 40MG SOLUTION FOR INJECTION, PRE-FILLED SYRINGE (衛署菌疫輸字第000776號)」。上述藥品主成分皆為「ADALIMUMAB」，核准適應症皆為「1.類風濕性關節炎：Humira適用於患有中度至重度類風濕性關節炎，並且曾經對一種或超過一種的DMARDs藥物有不適當反應的成人患者，可減輕症狀與徵兆(包括主要臨床反應和臨床緩解)、抑制結構上損害的惡化。Humira可單獨使用也可以和MTX或其他DMARDs藥物併用。2.乾癬性關節炎：適用於對疾病緩解型抗風濕藥物無療效之成人活動性與進行性乾癬性關節炎。Humira可單獨使用也可以和MTX或其他DMARDs藥物併用。3.僵直性脊椎炎：適用於減輕患有活動性僵直性脊椎炎的患者之症狀與徵兆。4.克隆氏症：適用於對傳統治療無效之成人中度至重度克隆氏症(CD)，可減輕症狀與徵兆及誘導與維持臨床緩解。Humira亦適用於對infliximab已經失去療效或無耐受性之成人中度至重度克隆氏症，可減輕症狀與徵兆及誘導與維持臨床緩解。5.乾癬：對其他全身性治療，包括cyclosporine、MTX或其他光化學療法無效、有禁忌或無法耐受之中度至重度乾癬成人患者。6.潰瘍性結腸炎：Humira適用於對於皮質類固醇和/或6- mercaptopurine(6-MP)或azathioprine(AZA)等傳統治療無效、或對這種療法不耐受或有醫療禁忌之中度至嚴重活動性潰瘍性結腸炎成人患者。7.腸道貝西氏症：Humira適用於治療對傳統治療無效之腸道貝西氏症(Intestinal Behcet’s Disease)患者。8.化膿性汗腺炎：Humira適用於對傳統全身性療法反應不佳的進行性中到重度化膿性汗腺炎(又可稱作acne inversa)之成人患者。9.小兒適應症(1)幼年型自發性多關節炎Humira與Methotrexate併用適用於2歲及以上患有活動性幼年型自發性多關節炎，並且曾經對一種或超過一種DMARDs藥物反應不佳之患者。Humira可單獨用於對Methotrexate無法耐受或不適合持續使用之患者。(2)小兒克隆氏症Humira適用於對皮質類固醇及免疫調節劑(Immunomodulators)反應不佳之6歲或大於6歲中度至重度克隆氏症患者，可減輕症狀與徵兆及誘導與維持臨床緩解。」，許可證持有商皆為「瑞士商艾伯維藥品有限公司台灣分公司」，製造廠皆為「VETTER PHARMA-FERTIGUNG GMBH & CO. KG」，2項藥品皆限由醫師使用。另查，案內批號藥品並未輸入國內，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲：我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-05-20"
"紅燈","有關Labatec Pharma SA主動回收藥品「Ologyn® tablet」(批號：1510850-B、1510850-D、1541050-A等43批次)。","事件過程:◎ 瑞士Swissmedic於105年7月12日發布藥品回收訊息，說明Labatec Pharma SA主動回收藥品「Ologyn® tablet」(批號1181490 (A, B, C, D)、1225060 (A, B)、1270520 (A, B, C, D)、1300830 (A, B)、1416650 (A, B, C, D, E, F, G, H, I, L)、1510850 (A, C, E, F, H, L, M)、1541050 (B, C, D)、1635040 (A, B, C, D, E, F, H)、1635041 (C, D, E, F)，共43批)。回收原因為藥品於安定性試驗結果發現Ethinylestradiol含量不符規格，其中受影響批號1510850-B、1510850-D及1541050-A等3批號有輸入國內。 ◎ 經查，衛生福利部核准之藥品為「碧韻錠 Ologyn ＂micro＂ tablets (衛部藥輸字第026320號)」。上述藥品主成分為「ESTRADIOL ETHINYL(EQ TO ETHINYLOESTRADIOL) (EQ TO ETHINYLESTRADIOL),LEVONORGESTREL」，核准適應症為「防止受孕」，許可證持有商為「台灣美強股份有限公司」，製造廠為「PHARBIL WALTROP GMBH」，上述藥品為處方藥，須經醫師診斷並開立處方後，方能使用。 ◎ 食品藥物管理署已於105年7月14日即請廠商啟動回收作業，並透過緊急聯絡網通知相關醫療機構，請醫療機構立即配合下架及回收。另查，我國藥品不良品通報系統，並未接獲該批號藥品之不良品通報案件。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:衛生福利部已請許可證持有廠商啟動回收作業，並請醫療機構、藥局及藥商立即下架並配合回收。","","2016-07-12"
"黃燈","有關Baxter Healthcare Corporation主動回收藥品「0.9% Sodium Chloride Injection USP 100 mL」(批號P328997)，國內並未輸入該警訊之批號藥品。","事件過程: ◎ 美國FDA 於 105年6月1日發布藥品回收訊息，說明 Baxter Healthcare Corporation主動回收藥品「0.9% Sodium Chloride Injection USP 100 mL」(批號P328997)，回收原因為包裝軟袋外漏/外溢。經查，案內回收批號藥品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為 「0.9％氯化鈉注射液〝百特〞0.9% SODIUM CHLORIDE INJECTION USP ＂BAXTER＂ (衛署藥輸字第022567號)」，核准適應症為「手術或其他疾患之水分及電解質的補給」，該藥品限由醫師使用。廠商說明，該藥品許可證已過期(103/08/03)，且最後一批輸入台灣之藥品效期僅至102年9月30日，警訊所涉及之批號藥品並未輸入我國，故該則警訊不影響台灣，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲：我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-06-01"
"綠燈","有關Baxter Healthcare Corp.主動回收藥品「Metronidazole Injection USP, 500mg per 100mL (5mg/mL)」(批號P339135)，國內並未輸入該警訊之批號藥品。","事件過程: ◎ 美國FDA於105年6月1日發布回收訊息，說明Baxter Healthcare Corp.主動回收藥品「Metronidazole Injection USP, 500mg per 100 mL (5 mg/mL)」(批號P339135)，回收原因為產品有異物(衣服纖維)。 ◎ 經查，衛生福利部核准之藥品許可證為「＂百特＂美銼銤達羅注射液BAXTER＂ METRONIDAZOLE INJECTION (衛署藥輸字第023499號)」，核准適應症為「對METRONIDAZOLE具有感受性之厭氣菌所引起之嚴重感染及對CLINDAMYCIN、CHLORAMPHENICOL、PENICILLIN具抗藥性之易脆桿菌(Bacteroides fragilis)所引起之感染有效」，該藥品限由醫師使用。廠商說明，該藥品許可證已過期(101/07/24)，警訊所涉及之批號藥品並未輸入我國，故該則警訊不影響台灣，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。;;處置建議:為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-06-01"
"紅燈","有關Bayer Inc主動回收藥品「Kogenate FS (with Vial Adapter) 2000 units/vial」(批號：270RH0P及270TN19)。","事件過程: ◎ 有關加拿大Health Canada於105年7月28日發布藥品回收訊息，說明Bayer Inc主動回收藥品「Kogenate FS (with Vial Adapter) 2000 units/vial」(批號：270RH0P及270TN19)，回收原因為藥品於安定性試驗發現主成份效價(potency of API)檢驗結果不符合規格。經查，我國涉及藥品有3項藥品及26批次，惟該等批號產品主成份效價(potency of API)仍符合核准規格，但趨近核准規格之下限，故已請廠商啟動預防性回收作業，並透過緊急聯絡網通知相關醫療機構。 ◎ 經查，衛生福利部核准之3項藥品分別為： (1)「＂科基＂血凝素第八因子注射劑(重組體) (衛署菌疫輸字第000641號)」；(2)「＂科基＂ 血凝素第八因子注射劑(重組體)250IU/瓶 (衛署菌疫輸字第000740號)」；(3)「＂科基＂ 血凝素第八因子注射劑(重組體)500 IU/vial (衛署菌疫輸字第000642號)」藥品，上述藥品核准適應症皆為「 1.治療Ａ型血友病。2.無關節損傷之A型血友病患童的常規預防。3.常規預防性治療，用以防止或減少在A 型血友病成人中的出血事件發生頻率」，許可證持有廠商為「臺灣拜耳股份有限公司」，製造廠皆為「BAYER HEALTHCARE LLC」，主成分皆為 「ANTIHEMOPHILIC FACTOR」，3項藥品皆限由醫師使用。 ◎ 我國受影響批號藥品共計26批次，如下: 「＂科基＂血凝素第八因子注射劑(重組體) (衛署菌疫輸字第000641號)」 (1000IU包裝批號:270NV9C、270TW0J、270T0RG、270R1CG、270P9CT；2000IU包裝批號:270RR19、270R0NR、270NW85)。 「“科基”血凝素第八因子注射劑(重組體) 250 IU/vial (衛署菌疫輸字第000740號)」 (批號270PCN7、270T393、270TN12、270RV8W、270RPTH、270R7NJ、270R9X4、270PWLW)。 「“科基”血凝素第八因子注射劑(重組體) 500 IU/vial (衛署菌疫輸字第000642號)」(批號270PCP1、270R83T、270R551、270RJ5N、270T2TC、270RTPL、270PP43、270P8V4、270P410、270NTPL)有受相同事件影響。 ◎ 食品藥物管理署已請廠商啟動回收作業，並透過緊急聯絡網通知相關醫療機構，請醫療機構立即配合下架及回收。另查，我國藥品不良品通報系統，並未接獲該批號藥品之不良品通報案件。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。 ;;處置建議:衛生福利部已請許可證持有廠商啟動回收作業，並請醫療機構、藥局及藥商立即下架並配合回收。","","2016-07-28"
"黃燈","有關B.Braun Medical Ltd主動回收藥品「NuTRIflex Lipid special 1875ml PL 03551/0031」(批號160338052)，國內並未輸入該警訊之批號藥品。","事件過程: ◎ 英國MHRA於105年8月5日發布藥品回收訊息，說明B.Braun Medical Ltd主動回收藥品「NuTRIflex Lipid special 1875ml PL 03551/0031」(批號160338052)，回收原因為患者施打案內批號藥品後，出現發燒、顫抖現象。經查，案內回收批號藥品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為「欣保富瀀靜脈營養輸注液 NuTRIflex Lipid special (衛署藥輸字第024901號)」，核准適應症為「2歲以上患者在無法使用、不適宜使用或不充足使用口服、腸道營養劑時，作為靜脈營養治療之熱量、必需脂肪酸、胺基酸、電解質及液體的補充。」，該藥品限由醫師使用。廠商說明，警訊所載劑量（1875ml）並未在台販售；另，輸台其餘劑量(625毫升及1250毫升)批號藥品，並未受到該則警訊影響，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生福利部呼籲 : 我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-08-06"
"黃燈","有關NOVARTIS PHARMACEUTICALS (HK) LIMITED主動回收藥品「Lescol 20mg」(批號B2014 )，國內並未輸入該等回收批號產品。","事件過程: ◎ 香港於105年8月29日發布藥品回收訊息，說明NOVARTIS PHARMACEUTICALS (HK) LIMITED主動回收藥品「Lescol 20mg」(批號B2014)，回收原因為藥品於長期安定性試驗結果不符規格。經查，案內回收批號產品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為「益脂可膠囊20毫克 LESCOL CAPSULES 20MG (衛署藥輸字第021198號)」，申請廠商為臺灣諾華股份有限公司，製造廠為NOVARTIS FARMACEUTICA S.A.，主成分為FLUVASTATIN SODIUM，核准適應症為「原發性高膽固醇血症、原發性混合型血脂異常。預防冠心病病人，在接受穿皮血管整形術(PTCA)後的重大心臟血管不良事件。(心因性死亡，非致命性的心肌梗塞及冠動脈再開通術)。兒童：在異型接合子家族性高膽固醇血症兒童(≧9歲)作為飲食治療之輔助治療」。該藥品為處方藥，須經醫師診斷並開立處方後，方能使用。廠商說明案內藥品並未於我國販售，故警訊所載之批號藥品並未輸入，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生福利部呼籲：我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-08-29"
"黃燈","有關Pfizer主動回收藥品「Solu-CORTEF® 100mg single-dose ACT-O-VIAL」(批號L42719、L58373、L58374、M41003、M63458、N15764、N54056及N62805)，國內並未輸入該等回收批號產品。","事件過程: ◎ 美國FDA於105年8月2日發布藥品回收訊息，說明Pfizer公司主動回收藥品「Solu-CORTEF® 100mg single-dose ACT-O-VIAL」(批號L42719、L58373、L58374、M41003、M63458、N15764、N54056及N62805)，回收原因為包裝紙盒之側邊標籤，其主成分hydrocortisone加水稀釋後之劑量標示有誤。經查，案內回收批號藥品並未輸入國內，請民眾放心。 ◎ 經查，衛生福利部核准之藥品許可證為「舒汝固體膚滅菌注射粉劑100毫克 SOLU-CORTEF STERILE POWDER 100MG (衛署藥輸字第018167號)」，申請商為輝瑞大藥廠股份有限公司，製造廠為PFIZER MANUFACTURING BELGIUM NV，主成分為HYDROCORTISONE (SODIUM SUCCINATE)，核准適應症為「腎上腺皮質機能不全、劇列休克、膠原疾病(全身性紅斑性狼瘡)過敏反應(支氣管氣喘)、過敏性皮膚疾患(天皰瘡、剝脫性皮膚炎)」。上述藥品為處方藥，限由醫師使用。廠商說明我國核准之包裝為25支裸瓶裝封膜，與警訊批號藥品包裝不同(單瓶包裝有外盒)，故警訊所載之批號藥品並未輸入我國，請民眾放心。 ◎ 為確保藥物安全與醫療效能，衛生福利部已建置藥物安全監測，即時監視國內、外藥物安全訊息，除設有藥物不良反應通報系統及藥物不良品通報中心之外，並對於藥物之安全性與療效亦隨時進行再評估，如醫療人員或病患疑似因使用(服用)藥品導致不良反應之發生，請立即通報衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166 分機6401，網站：https://qms.fda.gov.tw。 ;;處置建議:為維護消費者健康與權益，衛生福利部呼籲：我國並未輸入案內疑慮批號，消費者勿自行由國外、網路或其他通路商購買該藥品使用。","","2016-08-02"
