製造廠名稱,製造廠地址,登錄號碼,登錄品項,是否在3年有效期間內,有效期限
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","脊椎固定器","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","金屬脊椎間體融合器","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","複合材料脊椎間體融合器","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","脊椎手術器械","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","頭顱造形板固定器","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","外科用網片","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","椎弓螺釘系統","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","椎體置換裝置","Y","2018-11-10"
"冠亞生技股份有限公司","台北市內湖區洲子街50號","GMP0131","脊突間穩定器","Y","2018-11-10"
"永利實業有限公司","台中市大里區國光路一段159巷6弄12號2、3樓","GMP0140","動力式熱敷墊","Y","2018-12-30"
"永利實業有限公司","台中市大里區國光路一段159巷6弄12號2、3樓","GMP0140","超音波噴霧器","Y","2018-12-30"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","非動力式, 單一病人使用, 可攜帶式之抽吸器具(滅菌)","Y","2020-10-29"
"康揚股份有限公司","嘉義縣民雄鄉豐收村大學路二段2363號","GMP0144","機械式輪椅","Y","2019-02-27"
"康揚股份有限公司","嘉義縣民雄鄉豐收村大學路二段2363號","GMP0144","動力式輪椅","Y","2019-02-27"
"康揚股份有限公司","嘉義縣民雄鄉豐收村大學路二段2363號","GMP0144","醫療用電動代步車","Y","2019-02-27"
"康揚股份有限公司","嘉義縣民雄鄉豐收村大學路二段2363號","GMP0144","特製輪椅","Y","2019-02-27"
"康揚股份有限公司","嘉義縣民雄鄉豐收村大學路二段2363號","GMP0144","站立式輪椅","Y","2019-02-27"
"安九針業有限公司","新北市汐止區大安街52巷6之1號1樓","GMP0146","針灸針","Y","2019-03-01"
"可康寧科技股份有限公司","新北市汐止區大同路三段188號6樓之1","GMP0155","非侵入性血壓測量系統","Y","2019-04-12"
"可康寧科技股份有限公司","新北市汐止區大同路三段188號6樓之1","GMP0155","血壓壓脈帶","Y","2019-04-12"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","臍帶閉合器(滅菌)","Y","2020-10-29"
"雅科企業股份有限公司","新北市林口區工九路6號","GMP0156","電動式外科手術台及其附件","Y","2019-04-13"
"雅科企業股份有限公司","新北市林口區工九路6號","GMP0156","外科手術燈","Y","2019-04-13"
"雅科企業股份有限公司","新北市林口區工九路6號","GMP0156","產科台及其附件","Y","2019-04-13"
"協榮工業有限公司第二廠","新竹市埔頂里埔頂路146號","GMP0157","針灸針","Y","2019-04-20"
"鷹視有限公司士林廠","台北市士林區承德路四段150號7樓","GMP0159","硬式隱形眼鏡","Y","2019-04-21"
"慶名醫療器材有限公司五股廠","新北市五股區中興路一段8號5樓之6","GMP0161","針灸針","Y","2019-04-28"
"慶名醫療器材有限公司五股廠","新北市五股區中興路一段8號5樓之6","GMP0161","疼痛舒緩用經皮神經電刺激器","Y","2019-04-28"
"慶名醫療器材有限公司五股廠","新北市五股區中興路一段8號5樓之6","GMP0161","病患照護抽吸器","Y","2019-04-28"
"慶名醫療器材有限公司五股廠","新北市五股區中興路一段8號5樓之6","GMP0161","非動力式，單一病人使用，可攜帶式之抽吸器具","Y","2019-04-28"
"金車股份有限公司員山廠","宜蘭縣員山鄉員山路二段326號","GMP0164","人類乳突瘤病毒基因定型點墨","Y","2019-05-07"
"金車股份有限公司生物晶片員山廠","宜蘭縣員山鄉員山路二段326號","GMP0164","人類乳突瘤病毒基因定型點墨","Y","2019-05-07"
"成果科技股份有限公司","嘉義縣太保市南新里南埤路48號","GMP0951","一般外科、整形外科及皮膚科用雷射儀","Y","2020-01-03"
"成果科技股份有限公司","嘉義縣太保市南新里南埤路48號","GMP0951","眼科用準分子雷射系統","Y","2020-01-03"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","經鼻氧氣套管","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","家用治療潮濕器","Y","2019-05-21"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","血液通路裝置及其附件(滅菌)","Y","2020-10-29"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","非重吸入式呼吸面罩","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","氧氣面罩","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","呼吸咬嘴","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","噴霧器","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","呼吸器管路","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","T形引流器(集水器)","Y","2019-05-21"
"達馨股份有限公司","桃園市蘆竹區錦秀街12號","GMP0166","儲氣囊","Y","2019-05-21"
"中鎮科技股份有限公司","台中市沙鹿區忠貞路325號2、3、4樓","GMP0173","醫療用黏性膠帶及黏性繃帶(滅菌)","Y","2019-05-27"
"中鎮科技股份有限公司","台中市沙鹿區忠貞路325號","GMP0173","醫療用黏性膠帶及黏性繃帶(滅菌)","Y","2020-05-03"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","血管內輸液套","Y","2020-10-29"
"中鎮科技股份有限公司","台中市沙鹿區忠貞路325號2、3、4樓","GMP0173","親水性創傷覆蓋材(滅菌)","Y","2019-05-27"
"中鎮科技股份有限公司","台中市沙鹿區忠貞路325號","GMP0173","親水性創傷覆蓋材(滅菌)","Y","2020-05-03"
"全合生醫科技股份有限公司","新北市五股區中興路一段8之3號","GMP0176","脊椎內固定器","Y","2019-06-18"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","血液透析系統及其附件(滅菌)","Y","2020-10-29"
"全合生醫科技股份有限公司","新北市五股區中興路一段8之3號","GMP0176","骨板","Y","2019-06-18"
"全合生醫科技股份有限公司","新北市五股區中興路一段8之3號","GMP0176","骨螺絲","Y","2019-06-18"
"全合生醫科技股份有限公司","新北市五股區中興路一段8之3號","GMP0176","骨針","Y","2019-06-18"
"全合生醫科技股份有限公司","新北市五股區中興路一段8之3號","GMP0176","椎間盤護架","Y","2019-06-18"
"善德生化科技股份有限公司褒忠廠","雲林縣褒忠鄉中民村中正路16號","GMP0016","經鼻氧氣套管","Y","2020-10-29"
"安勤企業有限公司","基隆市七堵區工建路5之3號","GMP0180","前額液晶體溫片","Y","2019-07-07"
"京華超音波股份有限公司","新北市新莊區五工五路8號及8號2樓","GMP0181","噴霧器","Y","2019-07-12"
"京華超音波股份有限公司","新北市新莊區五工五路8號及8號2樓","GMP0181","超音波及肌肉刺激器","Y","2019-07-12"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","氣墊床組","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","氣墊床組","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","氣墊床組","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","噴霧器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","噴霧器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","噴霧器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸治療器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸治療器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸治療器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸器面罩","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸器面罩","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","陽壓呼吸器面罩","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","加熱潮濕器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","加熱潮濕器","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","加熱潮濕器","Y","2019-07-14"
"泰博科技股份有限公司五股廠","新北市五股區五工二路127號B1-7樓","GMP1099","多功能生理監視器","Y","2020-06-30"
"泰博科技股份有限公司五股廠","新北市五股區五工二路127號B1-7樓","GMP1099","無線電波式生理信號傳輸接收器","Y","2020-06-30"
"泰博科技股份有限公司五股廠","新北市五股區五工二路127號B1-7樓","GMP1099","阻抗式體積描記器","Y","2020-06-30"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-驅動器與連接管","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-驅動器與連接管","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-驅動器與連接管","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-集液包","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-集液包","Y","2019-07-14"
"雃博股份有限公司","新北市土城區民生街9號","GMP0182","負壓傷口照護裝置配件-集液包","Y","2019-07-14"
"熱映光電股份有限公司","新竹科學工業園區新竹縣工業東九路三號一樓","GMP0183","紅外線耳溫槍","Y","2019-07-19"
"熱映光電股份有限公司","新竹科學工業園區新竹縣工業東九路三號一樓","GMP0183","紅外線額溫槍","Y","2019-07-19"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","拋棄式牙科器械(滅菌),","Y","2020-10-30"
"熱映光電股份有限公司","新竹科學工業園區新竹縣工業東九路三號一樓","GMP0183","紅外線耳額溫槍","Y","2019-07-19"
"熱映光電股份有限公司","新竹科學工業園區新竹縣工業東九路三號一樓","GMP0183","耳套","Y","2019-07-19"
"伍和儀器廠股份有限公司","新北市土城區自由街5號","GMP0186","機械式輪椅及其附件","Y","2019-08-10"
"伍和儀器廠股份有限公司","新北市土城區自由街5號","GMP0186","機械式助行器","Y","2019-08-10"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","頭皮針","Y","2020-10-30"
"森田工業股份有限公司水上工廠","嘉義縣水上鄉下寮村中山路三段576巷55號","GMP0191","電位治療器","Y","2019-09-09"
"森田工業股份有限公司水上工廠","嘉義縣水上鄉下寮村中山路三段576巷55號","GMP0191","賈伐尼皮膚反應測量裝置","Y","2019-09-09"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","塑膠注射筒 (附針/不附針)","Y","2020-10-30"
"伍氏科技股份有限公司","新竹市香山區香村里元培街225號","GMP0197","醫療用電動代步車","Y","2019-09-29"
"伍氏科技股份有限公司","新竹市香山區香村里元培街225號","GMP0197","動力式輪椅","Y","2019-09-29"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","輸液套","Y","2020-10-30"
"勤晉工業股份有限公司","台南市永康區王行里環工路39號","GMP0203","遠紅外線照射器","Y","2019-11-15"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","靜注延長管","Y","2020-10-30"
"商之器科技股份有限公司","台北市內湖區內湖路一段516號5樓","GMP0206","醫學圖像紀錄傳輸系統","Y","2019-12-09"
"宏達實業股份有限公司彰濱廠","彰化縣線西鄉彰濱東二路9號","GMP0209","病患檢查用手套(滅菌)","Y","2019-12-22"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","採血器附針","Y","2020-10-30"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","輸血套","Y","2020-10-30"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","內瘻管翼狀針 (滅菌)","Y","2020-10-30"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","注射帽","Y","2020-10-30"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","血液通路裝置及其附件 (滅菌)","Y","2020-10-30"
"普惠醫工股份有限公司","彰化縣北斗鎮大新里新工一路100號","GMP0017","灌食器 (滅菌)","Y","2020-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","愷他命試驗系統(條)","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","普帕西芬試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","羥可酮試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","三環抗抑鬱藥試驗系統","Y","2018-10-30"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","丁基原啡因試驗系統","Y","2018-10-30"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","氣體壓力計","Y","2019-04-07"
"聯華生技股份有限公司","台南市新市區環東路一段31巷2號3樓及6號3樓","GMP0700","美沙酮試驗系統","Y","2018-10-30"
"信都電子科技股份有限公司","台中市潭子區栗林里中山路3段493巷4弄8號1、2樓","GMP0701","血壓壓脈帶","Y","2018-11-02"
"信都電子科技股份有限公司","台中市潭子區栗林里中山路3段493巷4弄8號1、2樓","GMP0701","心臟監視器(包含心動數計和心率警示器)","Y","2018-11-02"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","氣管管路固定裝置(滅菌)","Y","2019-04-07"
"達豫實業有限公司","彰化縣田中鎮新工3路123號","GMP0709","醫用輔助襪","Y","2019-01-08"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","呼吸管路細菌過濾器","Y","2019-04-07"
"邦特生物科技股份有限公司宜蘭二廠","宜蘭縣蘇澳鎮自強路5號","GMP0714","導尿包（紙包布、洞巾、導尿盒、換藥盒、沖洗棉支、紗布、手套、潤滑劑）(滅菌)","Y","2020-01-08"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","臨床用量角器","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","成型牙冠","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","成型咬頭","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","骨內植體","Y","2019-02-23"
"全球安聯科技股份有限公司","南科高雄園區高雄市路竹區路科五路92號2樓、96號2樓","GMP0715","骨切割器及其附件(牙科鑽針器械組)","Y","2019-02-23"
"双美生物科技股份有限公司","南部科學工業園區台南市新市區環東路一段31巷10號2樓","GMP0667","牙科骨填料","Y","2018-06-17"
"工業技術研究院生醫材料產品製造工廠","新竹縣竹東鎮中興路4段195號53館地下1樓B113室","GMP0669","骨修復所用的人工骨材","Y","2018-06-19"
"工業技術研究院生醫材料產品製造工廠","新竹縣竹東鎮中興路4段195號53館地下1樓B113室","GMP0669","骨修復所用的人工骨材","Y","2018-06-19"
"中國衛生材料生產中心股份有限公司","彰化縣彰化市福田里彰南路六段424巷21號","GMP0007","滅菌牙科植牙包(紗布墊、不織布帽、洞巾、紙膠帶、治療巾) (滅菌)","Y","2020-08-07"
"工業技術研究院生醫材料產品製造工廠","新竹縣竹東鎮中興路4段195號53館地下1樓B113室","GMP0669","人工陶瓷修復用骨材","Y","2018-06-19"
"工業技術研究院生醫材料產品製造工廠","新竹縣竹東鎮中興路4段195號53館地下1樓B113室","GMP0669","人工陶瓷修復用骨材","Y","2018-06-19"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","輸尿管擴張器","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","高滲透性之血液透析系統","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","腹膜透析系統及其附件","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","經皮穿刺冠狀動脈導管","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","動脈血管繞道術用接頭活塞,多管道接頭或附件","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","血管內導管固定裝置(滅菌)","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","膀胱鏡針","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","腹膜透析雙聯袋","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","血液通路裝置及其附件(滅菌)","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","血管攝影注射器和注射筒及其附件","Y","2019-08-11"
"邦特生物科技股份有限公司宜蘭二廠。","宜蘭縣蘇澳鎮自強路5號","GMP0670","經皮導管","Y","2019-08-11"
"嘉南科技股份有限公司","高雄市大寮區江山里光明路3段1516號","GMP0672","無補償式管流量計","Y","2018-07-01"
"嘉南科技股份有限公司","高雄市大寮區江山里光明路3段1516號","GMP0672","壓力調節器","Y","2018-07-01"
"成光科技股份有限公司","嘉義市東區後湖里忠孝路676號","GMP0673","醫療用電動代步車","Y","2018-07-08"
"成光科技股份有限公司","嘉義市東區後湖里忠孝路676號","GMP0673","動力式輪椅","Y","2018-07-08"
"加美光學股份有限公司","花蓮縣吉安鄉北昌村建國路一段3號","GMP0052","硬式透氣隱形眼鏡","Y","2019-11-19"
"精能光學股份有限公司","新北市新莊區五權三路14號3樓","GMP0674","軟式隱形眼鏡","Y","2018-07-10"
"加美光學股份有限公司","花蓮縣吉安鄉北昌村建國路一段3號","GMP0052","軟式隱形眼鏡","Y","2019-11-19"
"旭邦醫療器材有限公司","台中市后里區后里里泉州路4-30巷12號","GMP0679","口咽氣道管(滅菌)","Y","2018-08-04"
"旭邦醫療器材有限公司","台中市后里區后里里泉州路4-30巷12號","GMP0679","氣管支氣管抽吸導管(滅菌)","Y","2018-08-04"
"旭邦醫療器材有限公司","台中市后里區后里里泉州路4-30巷12號","GMP0679","氣切管及其氣囊","Y","2018-08-04"
"旭邦醫療器材有限公司","台中市后里區后里里泉州路4-30巷12號","GMP0679","麻醉氣體面罩(滅菌)","Y","2018-08-04"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","天門冬胺酸轉胺酶試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","鈣試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","鈣試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌酸激酶試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌酸激酶試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌酸激酶同功異構酶MB型試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌酸激酶同功異構酶MB型試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌氨酸酐試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","肌氨酸酐試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","葡萄糖試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","葡萄糖試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","尿素氮試驗系統","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","尿素氮試驗系統","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","抗體篩檢細胞組","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","抗體篩檢細胞組","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","EB病毒血清試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","EB病毒血清試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","核酸萃取儀","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","核酸萃取儀","Y","2020-02-20"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","非重吸入式氣閥","Y","2019-04-07"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","人工代用骨","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","人工代用骨","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","嗎啡/甲基安非他命快檢試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","嗎啡/甲基安非他命快檢試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","甲基安非他命/大麻快檢試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","甲基安非他命/大麻快檢試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","古柯鹼快檢試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","古柯鹼快檢試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","驗孕快檢試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","驗孕快檢試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","嗎啡快速檢驗試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","嗎啡快速檢驗試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","愷他命/甲基安非他命(搖頭丸)快檢試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","愷他命/甲基安非他命(搖頭丸)快檢試劑","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱胺酸蛋白酶抑制劑C試劑(CYS-C)","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱胺酸蛋白酶抑制劑C試劑(CYS-C)","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","同半胱胺酸生化試劑校正品","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","同半胱胺酸生化試劑校正品","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱蛋白C校正品","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱蛋白C校正品","Y","2020-02-20"
"崇仁科技事業股份有限公司","宜蘭縣五結鄉成興村利工二路87號","GMP0053","噴霧器","Y","2019-04-07"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","同半胱胺酸品管液組","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","同半胱胺酸品管液組","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱蛋白C品管液組","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","胱蛋白C品管液組","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","EGFR 基因突變檢測套組","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","EGFR 基因突變檢測套組","Y","2020-02-20"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","D型肝炎病毒抗體酶免疫檢測試劑","Y","2019-08-29"
"台塑生醫科技股份有限公司宜蘭廠","宜蘭縣礁溪鄉龍潭村龍泉路3號","GMP0692","D型肝炎病毒抗體酶免疫檢測試劑","Y","2020-02-20"
