認證編號,實驗室名稱,實驗室地址,實驗室電話,實驗室網站,通過日期,認證項目,公告資訊名稱,公告資訊連結,認證證書連結
"083","振泰檢驗科技股份有限公司(振泰檢驗科技股份有限公司實驗室)","221新北市汐止區新台五路1段79號13樓之7","(02)2698-1299轉206","http://www.stst.com.tw/","106.04.14","殘留農藥(二)、(五)、食米重金屬(鉛、鎘、汞、砷)、水產動物類重金屬(鉛、鎘)、甲基汞(二)、過氧化氫、黃麴毒素、咖啡因","衛生福利部106年04月14日衛授食字第1061102203號","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=64343&chk=390b6877-3e90-4d99-ac41-131e7fe08bf2","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=48690"
"084","中山醫學大學(健康科技中心)","402台中市南區建國北路一段110號","(04)2473-0022 #11308","http://rc.csmu.edu.tw/files/11-1032-24-1.php?Lang=zh-tw","104.12.11","包(盛)裝飲用水中重金屬(砷、鉛、鎘、銅、鋅、汞)","衛生福利部104年12月11日部授食字第1041107827號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=48752&chk=fe77a7ad-8c2a-4f03-9ed9-204e4e41b4c9","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=48787&chk=4621bfb2-7074-415f-9595-7bc6bfcec0e0"
"085","亞洲大學(食品安全檢測中心)","41354台中市霧峰區柳豐路500號","(04)2332-3456 分機 5176","http://foodsafety.asia.edu.tw/","106.11.13","動物性成分-定性篩選及魚、牛、豬、雞、羊、生菌數、大腸桿菌群、大腸桿菌","衛生福利部106年11月13日衛授食字第1061106948號","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=69191&chk=7befa4a2-2a5a-4557-8441-e8cde5e3b4a4","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=49748&chk=d0f8237e-b633-4774-bbed-ea4794b71732"
"086","長榮空廚股份有限公司(微生物檢驗室)","338桃園市蘆竹區長興路4段63號","(03)351-3223","http://www.egsc.com.tw/company/company.htm","105.01.12","黴菌及酵母菌","衛生福利部105年01月12日部授食字第1051100029號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=49734&chk=33ac3f2a-8652-4fc0-8858-b2d6f29ad58b","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=49739&chk=20ffe23c-708d-4169-b9f1-ed381e12d276"
"087","連江縣衛生局(連江縣衛生局檢驗室)","209連江縣南竿鄉復興村216號","(0836)22095","http://www.matsuhb.gov.tw/index.php","105.01.12","生菌數、大腸桿菌、大腸桿菌群","衛生福利部105年01月12日部授食字第1051100055號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=49747&chk=3574c158-71fc-4328-be8a-78823afd7d24","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=49750&chk=3b21e975-4322-4a1e-8dca-d1010be1e80b"
"088","大成長城企業股份有限公司(大成品檢中心)","710台南市永康區蔦松二街3號","(06)253-1111轉6245","http://www.greatwall.com.tw/index.action","106.05.12","動物用藥-離子型抗球蟲藥、乙型受體素類、氯黴素類","衛生福利部106年05月12日衛授食字第1061102897號","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=64878&chk=e04636a0-6d39-4ce5-9073-b9a1dff00639","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=50610"
"089","朝陽科技大學(亞洲穀物檢驗中心)","413台中市霧峰區吉峰東路168號","(04)2332-3000 #7292","http://www.amac.url.tw","106.04.12","橘黴素、黃麴毒素","衛生福利部106年04月12日衛授食字第1061102116號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=64171","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=50549"
"091","國立暨南國際大學(生醫科技與分析技術實驗室)","545南投縣埔里鎮大學路1號","(049)2910960#4091","http://www.doc.ncnu.edu.tw/ahtrc/","105.04.20","過氧化氫","衛生福利部105年04月20日部授食字第1051102208號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=51919&chk=fa37f8b2-67da-44f2-aab9-5425ce9326d9","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=51920&chk=8be1ab12-2dea-43d3-8e30-fa3d1c9aa60b"
"092","光宇學校財團法人元培醫事科技大學(光宇檢驗中心)","300新竹市香山區元培街306號","","http://b057.epage.ypu.edu.tw/bin/home.php","105.05.03","二氧化硫、咖啡因","衛生福利部105年05月03日部授食字第1051102464號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=54120&chk=0992da12-2a16-40f9-9c28-9f44cb4265d8","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=54121&chk=086e6fef-1e69-466b-92c6-5d16af15f4a1"
"093","臺北醫學大學(食品安全檢驗研發中心)","110臺北市信義區吳興街250號實驗大樓A棟2樓","(02)2736-1661 # 3312","http://mts.tmu.edu.tw/main.php","106.08.01","水產動物類中重金屬(鉛、鎘)、包(盛)裝飲用水中重金屬(汞、砷、鉛、鎘、銅、鋅)、生菌數、大腸桿菌、大腸桿菌群、殘留農藥-殺菌劑二硫代胺基甲酸鹽類(二)、殘留農藥-多重殘留分析(五)","衛生福利部106年08月01日衛授食字第1061104508號","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=66392&chk=98416a0b-2515-49d1-ad04-f2be99b1d1d4","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=55932&chk=b11f74ea-1a8c-4e81-b075-df7d02e18a49"
"094","臺北醫學大學(臺北醫學大學公共衛生學系)","110臺北市信義區吳興街250號教學研究大樓","(02)2736-1661 # 6509","http://ph.tmu.edu.tw/news/news.php?class=101","105.08.04","水產動物類中重金屬(鉛、鎘)","衛生福利部105年08月04日部授食字第1051104274號","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56754&chk=ec5c7433-486d-4019-a384-7a78dcd08ec3","http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56755&chk=d68d7d19-4c8e-4289-b467-1c6a73a37096"
"095","台灣檢驗科技股份有限公司(化學實驗室-高雄)","811高雄市楠梓加工出口區開發路61號4樓","(07)301-2121 #4020","http://www.sgs.com.tw/zh-TW/Our-Company/About-SGS/SGS-in-Brief/SGS-in-Taiwan.aspx","106.02.22","材質試驗(鉛、鎘)、溶出試驗(鉛、鎘)、雙酚A、溶出試驗(高錳酸鉀消耗量)、溶出試驗(甲基丙烯酸甲酯單體)、溶出試驗(甲醛)、溶出試驗(蒸發殘渣)、溶出試驗(氯乙烯單體)、溶出試驗(氯仿可溶物)、溶出試驗(酚)、溶出試驗(以Pb計)、溶出試驗(砷)、溶出試驗(鋅)、砷之檢驗(以As計)、溶出試驗(銻、鍺)、材質試驗(鋇)、材質鑑別、材質試驗(螢光增白劑-遷移性螢光物質試驗)、耐熱性試驗、溶出試驗(三聚氰胺)、溶出試驗(總乳酸)、溶出試驗(著色劑)、材質試驗(氯乙烯單體)、材質試驗(二丁錫化物)、材質試驗(甲酚磷酸酯)、材質試驗(苯乙烯、甲苯、乙苯、正丙苯、異丙苯)、材質試驗(偏二氯乙烯單體)、溶出試驗(氯甲代環氧丙烷單體)、溶出試驗(氯乙烯單","衛生福利部106年03月06日部授食字第1061101129號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63303","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=57576"
"096","中州科技大學(保健食品研發暨檢驗中心)","510彰化縣員林鎮山腳路三段2巷6號K101室","(04)8359000#4431","http://www.ccut.edu.tw/adminSection/front/showContent.asp?site_id=researchcenter&m_id=143","106.01.18","體)、溶出試驗(BBP、DEHA、DINP、DIDP)、免洗筷聯苯、溶出試驗(酚)-哺乳器具除外橡膠類、哺乳器具橡膠類、溶出試驗(鋅)-哺乳器具橡膠類、材質試驗(2-巯基咪唑啉)-哺乳器具除外橡膠類、材質試驗(鉛、鎘)-哺乳器具除外橡膠類、聚甲基丙烯酸甲酯、聚醯胺(尼龍)、聚乙烯、聚丙烯、聚甲基戊烯、溶出試驗(甲基丙烯酸甲酯單體)-聚甲基丙烯酸甲酯、溶出試驗(己內醯胺單體)-聚醯胺(尼龍)、塑膠類食品容器-可塑劑、材質試驗(鉛、鎘)-聚對苯二甲酸乙二酯、材質試驗(鉛、鎘)-聚乳酸、材質試驗(鉛、鎘)-聚苯砜樹酯塑膠類嬰兒奶瓶、材質試驗(鉛、鎘)-聚碳酸酯、材質試驗(鉛、鎘)-聚醚砜樹酯塑膠類嬰兒奶瓶、溶出試驗(甲醛)-未以塑膠淋膜紙類製品、溶出試驗(銻、鍺)-聚對苯二甲酸乙二酯)、溶出試驗(鉛、鎘)-玻璃、陶瓷器、施琺瑯、塑膠類嬰兒奶瓶雙酚A","衛生福利部106年01月18日衛授食字第1061100140號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=62104","http://www.fda.gov.tw:8080/TC/siteContent.aspx?sid=2656"
"097","台灣食農安全檢驗股份有限公司(台灣食農安全檢驗股份有限公司實驗室)","432台中市大肚區南榮路101號","(04)2693-6520","https://alltwcompany.com/d-C-54137910.html","106.03.06","殘留農藥-殺菌劑二硫代胺基甲酸鹽類(二)、殘留農藥-多重殘留分析(五)","衛生福利部106年03月06日衛授食字第1061101304號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63296","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63391"
"098","國立虎尾科技大學(農業與生物科技產品檢驗服務中心)","63201雲林縣虎尾鎮文化路64號","(05)-6312381","http://biotech.nfu.edu.tw/main.php?site_id=18","106.03.06","殘留農藥-殺菌劑二硫代胺基甲酸鹽類(二)、殘留農藥-多重殘留分析(五)","衛生福利部106年03月06日衛授食字第1061101251號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63250","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63272"
"099","昕穎生醫技術股份有限公司(昕穎生醫技術股份有限公司分子生物實驗室)","235新北市中和區立德街121號8樓","(02)82286906轉210","http://www.seeingbioscience.com/","106.03.06","基因改造食品40-3-2(RRS)、基因改造食品A2704-12、基因改造食品MON89788 (均含定性及定量)","衛生福利部106年03月06日衛授食字第1061101319號","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63295","http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=63392"
"100","華測貝爾國際驗證股份有限公司(檢測中心)","330桃園市桃園區三民路三段182號B1","(03)-3476680","","106.05.12","食米重金屬(鉛、鎘、汞、砷)","衛生福利部106年05月12日衛授食字第1061102876號","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=64871&chk=8b981575-3ea6-49cc-bc0a-b38fd5d06d2c","http://www.fda.gov.tw:8080/TC/includes/GetFile.ashx?mID=133&id=64979&chk=057d5e84-a213-4538-8459-45c5326076bc"
"101","安諾生物科技股份有限公司(檢驗實驗室)","221新北市汐止區新台五路1段114號19樓","(02)2696-1371","http://www.biotechts.com/","106.07.05","孔雀綠及其代謝物","衛生福利部106年07月05日衛授食字第1061104091號","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=65944","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66015"
"102","全國公證檢驗股份有限公司(高雄實驗室)","80061高雄市前鎮區復興四路12號10樓之20","(07)536-9895","http://www.ksp.org.tw/search/firm_detail/133","106.07.24","生菌數、大腸桿菌、大腸桿菌群","衛生福利部106年07月24日衛授食字第1061104498號","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66277","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=66387"
"103","台灣電力股份有限公司(放射試驗室)","253新北市石門區郵政7號信箱","(02)26381068轉211","http://www.taipower.com.tw/","106.09.26","放射性核種(碘-131、銫-134、銫-137)","衛生福利部106年09月26日衛授食字第1061105982號","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67798","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mID=133&id=67863"
