試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
"Lenalidomide cap 10mg","臺灣東洋","衛部藥製 059668","","","Y","1051228","Lenalidomide cap 15mg","臺灣東洋中壢廠","Taiwan"
"Lenalidomide cap 15mg","臺灣東洋","衛部藥製 059663","","Y","","1051111","Revlimid cap 15mg","Celegene International Sarl","Switzerland"
"Lenalidomide cap 20mg","臺灣東洋","衛部藥製 059664","","Y","","1041001","Revlimid cap 25mg","Celegene International Sarl","Switzerland"
"Lercanidipine tab 10mg","中國化學","衛署藥製 056780","","Y","","1010105","Zanidip tab 10mg","RECORDATI S.P.A","Italy"
"Lercanidipine tab 10mg","滎洋","衛署藥製 049307","","Y","","970130","Zanidip tab 10mg","Recordati","Italy"
"Lercanidipine tab 10mg","健喬信元","衛部藥製 058310","","Y","","1030522","Zanidip tab 10mg","Recordati","Italy"
"Lercanidipine tab 10mg","中國化學","衛署藥製 056780","","","Y","1020130","Micapine tab 10mg","中國化學","Taiwan"
"Letrozole tab 2.5mg","培力","衛署藥製 057732","","Y","","1010920","Femara tab 2.5mg","Novartis Pharma Stein AG","Switzerland"
"Levetiracetam oral soln 100mg/ml","晟德","衛署藥製 057972","","Y","","1020220","Keppra oral soln 100mg/ml","Nextpharma SAS","France"
"Levetiracetam tab 250mg","瑞士","衛署藥製 057363","","","Y","1010601","Letampin tab 500mg","瑞士","Taiwan"
"Levetiracetam tab 500mg","吉富","衛署藥輸 025712","","Y","","990811","Keppra tab 500mg","UCB","Belgium"
"Levetiracetam tab 500mg","南光","衛署藥製 049899","","Y","","960109","Keppra tab 500mg","UCB","Belgium"
"Levetiracetam tab 500mg","瑞士","衛署藥製 055283","","Y","","990324","Keppra tab 500mg","UCB","Belgium"
"Levetiracetam tab 500mg","萬菱","衛署藥製 055928","","Y","","981109","Keppra tab 500mg","UCB","Belgium"
"Levetiracetam tab 500mg","懷特","衛署藥製 051731","","Y","","980824","Keppra tab 500mg","UCB","Belgium"
"Levetiracetam XR tab 500 mg","南光","衛署藥製 057298","","","Y","1010201","Nobelin XR tab 750 mg","南光","Taiwan"
"Levetiracetam XR tab 750mg","南光","衛署藥製 056736","","Y","","1001013","Keppra XR tab 750mg","UCB","US"
"Levocetirizine tab 5mg","中生生技","衛署藥製 055945","","Y","","1000208","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","永勝","衛署藥製 055426","","Y","","990422","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine dihydrochloride tab 5 mg","台裕","衛署藥製 057817","","Y","","1010921","Xyzal tab 5 mg","UCB Farchim S.A.","Switzerland"
"Levocetirizine tab 5mg","十全","衛署藥製 050123","","Y","","970124","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","中國化學","衛署藥製 050145","","Y","","980427","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","生達","衛署藥製 049833","","Y","","971114","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","南光","衛署藥製 052354","","Y","","980223","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","景德","衛署藥製 056794","","Y","","1010118","Xyzal tab 5mg","UCB Farchim SA","Switzerland"
"Levocetirizine tab 5mg","華興","衛署藥製 052588","","Y","","981026","Xyzal tab 5mg","UCB","Switzerland"
"Levocetirizine tab 5mg","瑪科隆","衛署藥製 051203","","Y","","980922","Xyzal tab 5mg","UCB","Switzerland"
"Levofloxacin (hemihydrate) tab 100mg","瑞士","衛部藥製 058044","","","Y","1020717","Lflocin tab 500mg","瑞士","Taiwan"
"Levofloxacin infusion 5mg/ml","平廷","衛署藥製 055545","","Y","","1030729","Cravit IV infusion 5mg/ml","健亞","Taiwan"
"Levofloxacin IV soln for Infusion 5mg/ml","永信","衛署藥製 056750","","Y","","1010813","CRAVIT IV soln for Infusion 5mg/ml","Sanofi-Aventis","Germany"
"Levofloxacin tab 100mg","中國化學","衛署藥製 048694","","Y","","960327","Cravit tab 100mg","台灣第一","Taiwan"
"Levofloxacin tab 100mg","萬菱","衛署藥製 046634","","Y","","931015","Cravit tab 100mg","台灣第一","Taiwan"
"Levofloxacin tab 100mg","台灣第一","衛署藥製 044373","","","Y","900227","Cravit tab 100mg","Daiichi","Japan"
"Levofloxacin tab 100mg","培力","衛署藥製 052615","","","Y","990331","Bacflocin tab 500mg","培力","Taiwan"
"Levofloxacin tab 500mg","中國化學","衛署藥製 049696","","Y","","970916","Cravit tab 500mg","台灣第一","Taiwan"
"Levofloxacin tab 500mg","培力","衛署藥製 050104","","Y","","980309","Cravit tab 100mg","台灣第一","Taiwan"
"Levofloxacin tab 500mg","瑞士","衛署藥製 056626","","Y","","991208","Cravit tab 500mg","第一三共","Taiwan"
"Levofloxacin tab 500mg","瑩碩","衛署藥製 049452","","Y","","960831","Cravit tab 500mg","台灣第一","Taiwan"
"Levofloxacin tab 500mg","聯邦","衛署藥製 051715","","Y","","980623","Cravit tab 500mg","台灣第一","Taiwan"
"Levofloxacin tab 500mg","台灣第一","衛署藥製 047516","","","Y","940810","Cravit tab 500mg","Usiphar","France"
"Levonorgestrel tab 1.5mg","世達","衛署藥製 057825","","","Y","1020109","Norlevo tab 1.5mg","Osny Pharma SAS","France"
"Lisinopril tab 10mg","中國化學","衛署藥製 042824","","Y","","880201","Zestril tab 10mg","諾華","Taiwan"
"Lisinopril tab 10mg","五洲","衛署藥製 044161","","Y","","891117","Prinivil tab.10mg","MSD","US"
"Lisinopril tab 10mg","世達","衛署藥製 055957","Y","","","990803","Zestril tab 10mg","AstraZenca","UK"
"Lisinopril tab 10mg","生達","衛署藥製 044477","","Y","","900507","Zestril tab 10mg","Zeneca","UK"
"Lisinopril tab 10mg","道格拉斯","衛署藥製 045172","","Y","","910918","Prinivil tab 10mg","MSD","US"
"Lisinopril tab 10mg","健亞","衛署藥製 043330","","","Y","881011","Genopril tab 20mg","健亞","Taiwan"
"Lisinopril tab 20mg","健亞","衛署藥製 043210","","Y","","880517","Prinivil tab 20mg","MSD","US"
"Loratadine oral disint tab 10mg","永信","衛署藥製 048662","","Y","","960327","Claritine Reditab 10mg","Schering-Plough","UK"
"Loratadine syrup 1mg/ml","永信","衛署藥製 044396","","Y","","920818","Clarityne syrup 1mg/ml","Schering-Plough","Belgium"
"Loratadine syrup 1mg/ml","生達","衛署藥製 046100","","Y","","930115","Clarityne syrup 1mg/ml","Schering-Plough","Belgium"
"Loratadine syrup 1mg/ml","信東","衛署藥製 048770","","Y","","951012","Clarityne syrup 1mg/ml","Schering-Plough","Belgium"
"Loratadine tab 10mg","中國化學","衛署藥製 042626","","Y","","871021","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine tab 10mg","五洲","衛署藥製 044803","","Y","","901026","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine tab 10mg","永信","衛署藥製 044595","","Y","","900802","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine tab 10mg","生達","衛署藥製 044414","","Y","","891201","Clarityne tab 10mg","Schering-Plough","US"
"Loratadine tab 10mg","健亞","衛署藥製 042860","","Y","","880202","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine tab 10mg","華興","衛署藥製 039932","","Y","","850316","Clarityne tab 10mg","Schering-Plough","US"
"Loratadine tab 10mg","壽元","衛署藥製 042104","","Y","","870331","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine tab 10mg","衛達","衛署藥製 045557","","Y","","920401","Clarityne tab 10mg","Schering-Plough","Belgium"
"Loratadine/ pseudoephedrine SR tab 5mg/120mg","中國化學","衛署藥製 044277","","Y","","891222","Claritin-D SR tab.","Schering","US"
"Loratadine/ pseudoephedrine SR tab 5mg/120mg","永信","衛署藥製 049362","","Y","","970306","Clarinase Repetabs","Schering","Belgium"
"Lornoxicam Rapid tab 4mg","瑩碩","衛署藥製 055579","","","Y","991230","Lornoxicam Rapid tab 8mg","聯亞","Taiwan"
"Lornoxicam Rapid tab 8mg","瑩碩","衛署藥製 055578","","Y","","990914","Xefo Rapid tab 8mg","Nycomed","Danemark"
"Losartan / Hydrochlorothiazide tab 50mg/12.5mg","景德","衛署藥製 056719","","Y","","1000905","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan tab 50mg","中國化學","衛署藥製 047911","","Y","","950308","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","正和","衛署藥製 049835","","Y","","971001","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","永信","衛署藥製 045847","","Y","","920924","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","生達","衛署藥製 046315","","Y","","930528","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","吉富","衛署藥輸 024634","","Y","","960312","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","信東","衛署藥製 055931","","Y","","991125","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","南光","衛署藥製 045203","","Y","","900802","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","倍斯特","衛署藥製 049610","","Y","","970520","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","健喬信元","衛署藥製 055296","","Y","","990824","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","景德","衛署藥製 055915","","Y","","990302","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","華興","衛署藥製 049887","","Y","","970814","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","瑞士","衛署藥製 050240","","Y","","980701","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","鼎豐宇","衛署藥製 049739","","Y","","970912","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","壽元","衛署藥製 055950","Y","","","1000223","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","衛達","衛署藥製 052614","","Y","","990211","Cozaar tab 50mg","MSD","UK"
"Losartan tab 50mg","井田","衛署藥製 055558","","","Y","991012","Losater tab 100mg ＂Chinteng＂","井田","Taiwan"
"Losartan tab 50mg","台灣諾華","衛署藥輸 026048","","Y","","981216","Cozaar tab 50mg","MSD","UK"
"Losartan tab 100mg","井田","衛署藥製 052436","","Y","","981203","Cozaar tab 100mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","中國化學","衛署藥製 048990","","Y","","951205","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","生達","衛署藥製 050431","","Y","","980810","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","吉富","衛署藥輸 025501","","Y","","1000321","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","鼎豐宇","衛署藥製 052568","","Y","","981005","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","榮民","衛署藥製 057116","","Y","","1000406","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Losartan/ Hydrochlorothiazide tab 50mg/12.5mg","瑩碩","衛署藥製 048757","","Y","","960302","Hyzaar tab 50mg/12.5mg","MSD","UK"
"Lovastatin tab 20mg","永信","衛署藥製 039403","","Y","","900115","Mevacor tab 20mg","MSD","US"
"Lovastatin tab 20mg","生達","衛署藥製 039307","","Y","","870923","Mevacor tab 20mg","MSD","US"
"Lovastatin tab 20mg","合誠","衛署藥製 042539","","Y","","941220","Mevacor tab 20mg","MSD","Canada"
"Lovastatin tab 20mg","杏林新生","衛署藥製 043573","","Y","","911015","Mevacor tab 20mg","Merck Frosst","Canada"
"Lovastatin tab 20mg","順生","衛署藥製 039601","","Y","","941202","Mevacor tab 20mg","MSD","Canada"
"Lovastatin tab 20mg","溫士頓","衛署藥製 042627","","Y","","941109","Mevacor tab 20mg","MSD","Canada"
"Meloxicam inj 15mg/1.5ml","瑞士","衛署藥製 048004","","Y","","950522","Meloxicam tab 15mg/1.5ml","Boehringer Ingelheim","Spain"
"Meloxicam tab 15mg","世達","衛署藥製 048028","","Y","","950403","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 15mg","永信","衛署藥製 049184","","Y","","961121","Mobic tab 15mg","百靈佳委託健喬信元","Taiwan"
"Meloxicam tab 15mg","華興","衛署藥製 049092","","Y","","960827","Mobic tab 15mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 15mg","寶齡富錦","衛署藥製 046312","","Y","","930419","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 15mg","南光","衛署藥製 049146","","","Y","960531","Mopik tab 7.5mg","南光","Taiwan"
"Meloxicam tab 15mg","培力","衛署藥製 046604","","","Y","930302","Meloxicam tab 7.5mg","培力","Taiwan"
"Meloxicam tab 15mg","景德","衛署藥製 047461","","","Y","940624","Melicam tab 7.5mg","景德","Taiwan"
"Meloxicam tab 7.5mg","中國化學","衛署藥製 045737","","Y","","920109","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","永信","衛署藥製 045275","","Y","","911122","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","南光","衛署藥製 045385","","Y","","911114","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","倍斯特","衛署藥製 047078","","Y","","940307","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","健喬信元","衛署藥製 046050","","Y","","921230","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","培力","衛署藥製 045375","","Y","","911114","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","景德","衛署藥製 045441","","Y","","920206","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","華興","衛署藥製 047268","","Y","","940301","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","瑪科隆","衛署藥製 045994","","Y","","920714","Mobic tab 7.5mg","百靈佳殷格翰","Taiwan"
"Meloxicam tab 7.5mg","世達","衛署藥製 049648","","","Y","970305","Monic tab 15mg","世達","Taiwan"
"Meloxicam tab 7.5mg","永信","衛署藥製 045407","","","Y","961121","Meloxin tab 7.5mg","永信","Taiwan"
"Meloxicam tab 7.5mg","寶齡富錦","衛署藥製 047945","","","Y","950125","PBF Mobicam tab 15mg","寶齡富錦","Taiwan"
"Memantine oral soln ＂Center＂ 2mg/ml","晟德","衛署藥製 056707","","Y","","1000413","NAMENDA Oral Solution 2mg/ml","Forest","US"
"Memantine tab 10mg","中國化學","衛署藥製 055939","","Y","","990806","Ebixa tab 10mg","H. Lundbeck A/S","Denmark"
"Memantine tab 10mg","鼎泰","衛署藥製 051729","","Y","","980521","Ebixa tab 10mg","H. Lundbeck A/S","Denmark"
"Memantine tab 10mg","健喬信元","衛部藥製 059394","","Y","","1050330","Ebixa tab 10mg","Rottendorf Pharma GmbH","Germany"
"Meropenem IV injection 0.5mg","永信","衛署藥製 050063","","Y","","1050107","Mepem IV injection 0.25g/vial","Sumitomo Dianippon Pharma co. Ltd. Oita Plant","Japan"
"Meropenem IV injection 0.5mg","瑩碩","衛署藥製 047979","","Y","","1040414","Mepem IV injection 0.5g","Dianippon Sumitomo Pharma Co. Ltd Oita Plant","Japan"
"Midazolam inj 5mg/ml","歐舒邁克","衛署藥製 049275","","Y","","990312","Dormicum inj 5mg/ml","Cenexi SAS","Frances"
"Mifepristone tab 200mg","百醫","衛部藥製 059623","","Y","","1051201","Apano tab 200mg","美時","Taiwan"
"Miglitol tab 50mg","永信","衛部藥製 058388","","Y","","1030702","Glyset tab 50mg","Bayer","Germany"
"Miglitol tab 50mg","正和","衛署藥製 050084","","","Y","980319","Diaban tab 100mg","正和","Taiwan"
"Miglitol tab 50mg","瑩碩","衛部藥製 058976","","","Y","1041002","Miglitol tab 100mg","歐帕","Taiwan"
"Miglitol tab 100mg","生達","衛部藥製 058975","","","Y","1051027","Migbose tab 50mg","生達","Taiwan"
"Milnacipran cap 25mg","萬菱","衛署藥製 049605","","","Y","970808","Milpran cap 50mg","衛達","Taiwan"
"Milnacipran cap 50mg","景德","衛署藥製 056678","","Y","","991104","Ixel cap 50mg","Pierre Fabre","France"
"Milnacipran cap 50mg","萬菱","衛署藥製 048601","","Y","","950830","Ixel cap 50mg","Pierre Fabre Medicment","France"
"Mirtazapine disint tab 15mg","永信","衛署藥製 048691","","Y","","960418","Remeron sol tab 15mg","N.V. Organon/Cima","Netherland"
"Mirtazapine O.D. tab 30 mg","鴻汶","衛署藥製 056800","","Y","","1000915","Remeron Soltab 30 mg","CIMA Labs Inc.","US"
"Mirtazapine OD tab 30mg","中國化學","衛署藥製 057284","","Y","","1010103","Remeron O.D. tab 30mg","CIMA Labs Inc.","US"
"Mirtazapine oral dis tab 15mg","信東","衛署藥製 056775","","","Y","1000617","Mirtazapine oral dis tab 30mg","信東","Taiwan"
"Mirtazapine oral dis tab 30mg","六雅","衛署藥製 049656","","Y","","970229","Remeron Soltab 30mg","Cima","US"
"Mirtazapine oral dis tab 30mg","信東","衛署藥製 055012","","Y","","980910","Remeron Soltab 30mg","N.V. Organon","Netherland"
"Mirtazapine oral dis tab 30mg","永信","衛署藥製 049634","","","Y","970819","Meronin disint tab 15mg","永信","Taiwan"
"Mirtazapine tab 15mg","南光","衛署藥製 049240","","","Y","961217","Smilon tab 30mg","南光","Taiwan"
"Mirtazapine tab 15mg","新瑞","衛署藥製 050016","","","Y","970925","Minivane tab 30mg","瑞士","Taiwan"
"Mirtazapine tab 30mg","十全","衛署藥製 049461","","Y","","970328","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","中國化學","衛署藥製 048612","","Y","","960307","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","南光","衛署藥製 048334","","Y","","951018","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","景德","衛署藥製 049078","","Y","","960919","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","華美歐","衛署藥輸 024530","","Y","","950509","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","瑞士","衛署藥製 049020","","Y","","960831","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","鼑豐宇","衛署藥製 048633","","Y","","960104","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 30mg","聯邦","衛署藥製 048747","","Y","","950623","Remeron tab 30mg","N.V. Organon","Netherland"
"Mirtazapine tab 45mg","新瑞","衛署藥製 049922","","","Y","970923","Minivane tab 30mg","瑞士","Taiwan"
"Misoprostol tab 200mcg","優良","衛署藥製 043707","","Y","","881231","Cytotec tab 200mg","Searle Pharmaceuticals","UK"
"Moclobemide tab 150mg","中國化學","衛署藥製 042347","","Y","","870525","Aurorix tab 150mg","F. Hoffmann-La Roche","Switzerland"
"Moclobemide tab 150mg","中國生化","衛署藥製 043892","","Y","","890719","Aurorix tab 150mg","F. Hoffmann-La Roche","Switzerland"
"Moclobemide tab 150mg","信東","衛署藥製 042957","","Y","","880503","Aurorix tab 150mg","F. Hoffmann-La Roche","Switzerland"
"Momentasone nasal spray 50mcg/dose","健喬信元","衛部藥製 058777","","","Y","1040113","Nasonex aqueous nasal spray 0.05%","Schering-Plough Labo N.V.","Belgium"
"Montelukast chewable tab 5mg","中國化學","衛署藥製 056785","","Y","","1000913","Singulair chewable tab 5mg","MSD","UK"
"Montelukast chewable tab 5mg","健喬信元","衛署藥製 057905","","Y","","1020403","Singulair chewable tab 5mg","Merck Sharp & Dohme Ltd","UK"
"Montelukast oral granules 4mg","健喬信元","衛部藥製 058245","","Y","","1030310","Singuliar oral granules 4mg","Merck Sharp & Dohme Ltd","US"
"Montelukast tab 10mg","中國化學","衛署藥製 049242","","Y","","961112","Singulair tab 10mg","MSD","UK"
"Montelukast tab 10mg","信東","衛署藥製 049889","","Y","","970807","Singulair tab 10mg","MSD","UK"
"Montelukast tab 10mg","健亞","衛署藥製 050120","","Y","","980414","Singulair tab 10mg","MSD","UK"
"Montelukast tab 10mg","景德","衛署藥製 057426","","Y","","990419","Singulair tab 10mg","MSD","UK"
"Montelukast tab 10mg","瑩碩","衛署藥製 047813","","Y","","941214","Singulair tab 10mg","MSD","UK"
"Montelukast tab 10mg","健喬信元","衛部藥製 058340","","Y","","1030403","Singulair tab 10mg","MSD","UK"
"Montelukast tab 4mg","信東","衛署藥製 049621","","","Y","970610","Montexin tab 5mg","信東","Taiwan"
"Montelukast tab 4mg","瑩碩","衛署藥製 047960","","","Y","950421","Anxokast tab 5mg","瑩碩","Taiwan"
"Montelukast tab 5mg","信東","衛署藥製 049278","","Y","","960904","Singulair tab 5mg","MSD","UK"
"Montelukast tab 5mg","景德","衛署藥製 055536","","Y","","990506","Singulair tab 10mg","MSD","UK"
"Montelukast tab 5mg","榮民","衛署藥製 054972","","Y","","990414","Singulair tab 5mg","MSD","UK"
"Montelukast tab 5mg","瑩碩","衛署藥製 047702","","Y","","941130","Singulair tab 5mg","MSD","UK"
"Mosapride tab 5mg","十全","衛署藥製 055572","","Y","","990519","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","中國化學","衛署藥製 055584","","Y","","990916","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","中生","衛署藥製 055571","","Y","","990908","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","永信","衛署藥製 055566","","Y","","981103","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","生達","衛署藥製 057254","","Y","","1000317","Gasmotin tab 5mg","大日本住友","Japan"
"Mosapride tab 5mg","信東","衛署藥製 055990","Y","","","1000308","Gasmotin tab 5mg","大日本住友","Japan"
"Mosapride tab 5mg","晟德","衛署藥製 055570","","Y","","991124","Mopridetab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","華興","衛署藥製 055565","","Y","","980617","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","瑞士","衛署藥製 055568","","Y","","990607","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","瑞安","衛署藥製 055567","","Y","","990125","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","瑪科隆","衛署藥製 057104","","Y","","1000406","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","翰諾士","衛署藥製 055569","","Y","","991006","Mopride tab 5mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","優生","衛署藥製 057865","","Y","","1011217","Mopride tab 5 mg","臺灣東洋","Taiwan"
"Mosapride tab 5mg","健喬信元","衛部藥製 059379","","Y","","1050706","Gasmotin tab 5mg","Dianippon Sumitomo Pharma Corp.","Japan"
"Moxifloxacin tab 400mg","信東","衛署藥製 057910","","Y","","1011211","Avelox tab 400 mg","Bayer HealthCare AG","Germany"
"Moxifloxacin tab 400mg","勝群","衛署藥製 057421","","Y","","1010627","Avelox tab 400 mg","Bayer HealthCare AG","Germany"
"Moxifloxacin tab 400mg","瑩碩","衛署藥製 057137","","Y","","1000127","Avelox tab 400mg","Bayer","Germany"
"Mycophenolate cap 250mg","友華","衛署藥製 050154","","Y","","980416","CellCept cap 250mg","Hoffmann-La Roche","Switzerland"
"Mycophenolate cap 250mg","健亞","衛署藥製 050866","","Y","","980806","Cellcept cap 250mg","Roches","Italy"
"Nabumetone tab 500mg","中國化學","衛署藥製 044777","","Y","","901205","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","永信","衛署藥製 044542","","Y","","900620","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","生達","衛署藥製 043305","","Y","","880929","Relifex tab 500mg","SmithKline Beecham","UK"
"Nabumetone tab 500mg","信東","衛署藥製 044832","","Y","","910121","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","南光","衛署藥製 045709","","Y","","920122","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","瑞士","衛署藥製 045274","","Y","","911024","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","衛達","衛署藥製 044916","","Y","","910327","Relifex tab 500mg","Smithkline Beecham","UK"
"Nabumetone tab 500mg","寶齡富錦","衛署藥製 049237","","","Y","960919","Tonlex tab 750mg","寶齡富錦","Taiwan"
"Nateglinide tab 120mg","正和","衛署藥製 047266","","Y","","940203","Starlix tab 120mg","Novartis Pharma. AG","Switzerland"
"Nateglinide tab 120mg","永信","衛署藥製 050173","","Y","","980514","Starlix tab 120mg","Novartis","Italy"
"Nateglinide tab 120mg","五洲","衛署藥製 049308","","","Y","961008","Glunat tab 60mg","五洲","Taiwan"
"Nateglinide tab 120mg","生達","衛署藥製 047750","","","Y","941205","Natenide tab 60mg","生達","Taiwan"
"Nateglinide tab 120mg","瑩碩","衛署藥製 049626","","","Y","970806","Roxiton tab 60mg","華盛頓","Taiwan"
"Nateglinide tab 60mg","五洲","衛署藥製 047631","Y","","","931125","Starlix tab 60mg","Novartis","Italy"
"Nateglinide tab 60mg","生達","衛署藥製 047129","","Y","","931008","Starlix tab 60mg","Novartis","Italy"
"Nateglinide tab 60mg","健亞","衛署藥製 048502","","Y","","941220","Starlix tab 60mg","Novartis","Italy"
"Nateglinide tab 60mg","瑩碩","衛署藥製 047051","","Y","","931021","Starlix tab 60mg","Novartis","Italy"
"Nevirapine tab 200mg","聯亞","衛部藥製 058127","","Y","","1020904","Viramune tab 200mg","Boehringer Ingelheim","Germany"
"Nicardipine tab 20mg","中國化學","衛署藥製 042969","","Y","","880429","Perdipine tab 20mg","Yamanouchi","Taiwan"
"Nicardipine tab 20mg","培力","衛署藥製 034553","","Y","","831208","Perdipine tab 20mg","Yamanouchi","Japan"
"Nicorandil tab 5mg","一成","衛署藥輸 023661","","Y","","920211","Sigmart tab 5mg","中外製藥株式會社","Japan"
"Nicorandil tab 5mg","一成","衛署藥製 049306","","Y","","970212","Sigmart tab 5mg","Tohoku Nipro","Japan"
"Nicorandil tab 5mg","十全","衛署藥製 049110","","Y","","960717","Sigmart tab 5mg","Chugai","Japan"
"Nicorandil tab 5mg","世達","衛署藥製 056311","","Y","","1000505","Sigmart tab 5mg","Tohoku Nipro","Japan"
"Nicorandil tab 5mg","生達","衛署藥製 048991","","Y","","960815","Sigmart tab 5mg","Chugai","Japan"
"Nicotine Patch 17.5mg/10cm^2","信東","衛部藥製 058386","","","Y","1030613","Nicotine Patch 35mg/20cm^2","信東","Taiwan"
"Nicotine Patch 2.08mg/cm^2","信東","衛署藥製 038646","","Y","","840406","TBS-Nicotine Patch 2.08mg","TBS Lab","US"
"Nicotine Patch 35mg/20cm^2","信東","衛部藥製 058301","","Y","","1020910","Nicotinell TTS 20 Patch 35mg/20cm^2","LTS Lohmann Therapie-System AG","Germany"
"Nimesulide tab 100mg","十全","衛署藥製 048159","","Y","","950601","Mesulid tab 100mg","Helsinn Birex","Ireland"
"Nimesulide tab 100mg","景德","衛署藥製 048252","","Y","","950908","Nimed tab 100mg","美時","Taiwan"
"Nimodipine tab 30mg","南光","衛署藥製 049057","","Y","","960302","Nimotop tab 30mg","Bayer","Germany"
"Nitrendipine tab 10mg","永昌","衛署藥製 043140","","Y","","930311","Baypress tab 10mg","Bayer","France"
"Nitrendipine tab 10mg","壽元","衛署藥製 043970","","Y","","940519","Bayotensin tab 10mg","Bayer","Germany"
