標題,發布日期,連結
"07048 亞鐵氰化鈉","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3822&t=s"
"07078 偶氮二甲醯胺","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3823&t=s"
"07080 交聯羧甲基纖維素鈉","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3824&t=s"
"07082 聚乙烯吡咯烷酮","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3825&t=s"
"07083 硬脂酸鈣","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3826&t=s"
"07084 亞鐵氰化鉀","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3827&t=s"
"07085 亞鐵氰化鈣","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3828&t=s"
"08078 葡萄糖酸亞鐵","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3829&t=s"
"08080 氧化鎂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3830&t=s"
"08087 硫酸錳","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3831&t=s"
"08105 葡萄糖酸鎂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3832&t=s"
"08106 氫氧化鎂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3833&t=s"
"08132 合成玉米黃素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3834&t=s"
"08133 葉黃素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3835&t=s"
"08137 檸檬酸鈣","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3836&t=s"
"08139 合成番茄紅素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3837&t=s"
"09024 三氧化二鐵","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3838&t=s"
"09033 葉黃素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3839&t=s"
"09034 合成番茄紅素","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3840&t=s"
"11025 葡萄糖酸鈉","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3841&t=s"
"11-1-022 索馬甜","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3842&t=s"
"11-1-023 赤藻糖醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3843&t=s"
"11-1-024 蔗糖素","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3844&t=s"
"11-1-025 紐甜","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3845&t=s"
"15007 三乙酸甘油脂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3847&t=s"
"16020 脂肪酸聚合甘油酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3848&t=s"
"16021 交酯化蓖麻酸聚合甘油酯","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3849&t=s"
"17009 蟲膠","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3850&t=s"
"17014 單寧酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3851&t=s"
"17015 皂樹皮萃取物","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3852&t=s"
"17016 聚乙烯醇","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3853&t=s"
"17017 合成矽酸鎂","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=3854&t=s"
"11059 茶胺酸","2013-09-04","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=4042&t=s"
"01024 二甲基二碳酸酯","2013-09-02","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=5555&t=s"
"07087 D-山梨醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8275&t=s"
"07089 D-木糖醇","2013-10-25","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=8276&t=s"
