回收分級,文號,日期,產品,許可證字號,批號,許可證持有者,原因,
"第二級","部授食字第1021151144號、102中字第11110155號","2013-10-31","＂中生＂喜驅敏膜衣錠5毫克","衛署藥製字第055945號","C1116、C1117、C1119","中生生技製藥股份有限公司淡水廠","含量測定結果與規格不符",
"第二級","部授食字第1021151244號","2013-11-04","鬱舒安錠","衛署藥製字第020202號","206-008、206-009","華國製藥股份有限公司","實驗數據造假",
"1","FDA藥字第1021450978號函","2013-11-12","雙胜胺靜脈輸注液 DIPEPTIVEN CONCENTRATED SLUTION FOR INFUSION","衛署藥輸字第023824號","16FH0083","臺灣費森尤斯卡比股份有限公司","瓶內發現白色沉澱物 (主動回收)",
"2","FDA藥字第1024016258號書函","2013-11-12","渡邊恩捷止痛熱飲顆粒 Anjoy Painless Granules Watanabe","衛署藥製字第057109號","33001","人生製藥股份有限公司","因鋁箔袋包裝膨脹過大，恐造成包裝破損 (主動回收)",
"2","FDA藥字第1024022496號書函","2013-12-16","麗膚容LIFUZON CREAM","衛署藥製字第027699號","078-1202 (包裝規格25 g/Tube)、078-1104 (包裝規格25 g/Tube) 及078-1203 (包裝規格1 Kg/Jar)","寶齡富錦生技股份有限公司","主成分Hydrocortisone含量與規格不符(主動回收)",
"2","FDA藥字第1024023585號書函","2013-12-23","愛樂淨外用液４％（克羅希西汀) AIPISCRUB EXTERNAL SOLUTION 4% (CHLORHEXIDINE)","衛署藥製字第036764號","0673","臺灣派頓化學製藥股份有限公司","濃稠且有凝結現象，刷手時不易產品泡沫，導致不易清洗",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂安腸散","衛署藥製字第036024號","5200201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 制尿舒錠５公絲（奧斯必得寧）","衛署藥製字第036370號","3204201、4204201-4204202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂胃康錠400毫克","衛署藥製字第036817號","4273203-4273204、5273201-5273205、6273203、6273206","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","FDA藥字第1024017304號書函","2013-11-14","眼科用臨得隆複合液 EYE RINDERON-A SOLUTION","衛署藥製字第004975號","3702","台灣塩野義製藥股份有限公司","主成分Fradiomycin sulfate之含量於有效期限內，有低於原核准規格之疑慮 (主動回收)。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂舒筋鎮凝膠10毫克/公克","衛署藥製字第043924號","有效期限2021年04月13日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","部授食字第1021455906號函","2013-12-30","＂五洲＂痛立安長效膠囊90公絲＂U-CHU＂ ACEO CAPSULES RETARD 90MG","衛署藥製字第045267號","H609, H610, J097, J098, J099, J201, J202, J203, J275, J276, J277, J365, J366, J367, J479, J480, J481, J550, J551, J552, J583, J584, J585, K151, K152, K153, K294, K295, K296, K371, K372, K373, K502, K503, K504, K578, K579, K681, K682, K683, A007, A008, A009, A102, A103, A104, A317, A318, A319, A390, A391, A392, A458, A459, A460, A537, A538, A539, A623, A624, A625, A677, A678, A679, B042, B043, B044, B113, B114, B115, B199, B258, B259, B260, B287, B291, B292, B293, B400, B401, B402, B468, B469, B470, B570, B571, B572, B639, B640, B641, B725, B726, B727, C023, C024, C025, C103, C104, C105, C139, C140, C141, C257, C258, C259, C331, C332, C333, C393, C394, C444, C460, C479, C497, C498, C499, C518, C519, C520","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"2","FDA藥字第1030036215號書函","2014-08-26","＂美時＂舒膚樂乳膏 ECOSONE CREAM ＂LOTUS＂","衛署藥製字第024247號","350401、350402、350403、350404、350405、350406、350407、350408、350409","美時化學製藥股份有限公司","長期安定性試驗不符合規範",
"2","FDA藥字第1040003668號","2015-01-30","必得康膠囊１０公絲（匹若卡）","衛署藥製字第025828號","6051220、6020516、8020518、6201217、8201219、6140522、8140524、8051222、6020732、8020734、5210544、6210545","信隆藥品工業股份有限公司","水分及溶離度試驗結果未符合原核准規格",
"2","FDA藥字第1041402679號(食藥署藥品組)","2015-03-20","＂濟生＂回利他命注射液 FELINAMIN INJECTION ＂CHI SHENG＂","衛署藥製字第013651號","H8092、I1041、I3174、H3200、H6082、H7080、H8034、H8099、H9157、HA162、HC047、I1057、I1148、I2085、I2188、I3069、I3078、I5075及I6075","濟生化學製藥廠股份有限公司","於持續性安定性試驗時發現產品主成分(THIAMINE DISULFIDE)含量低於原核准規格。",
"2","FDA藥字第1040011848號(食藥署藥品組)","2015-03-25","＂寶齡富錦＂ 樂淨凝膠１０公絲/公克（克林達黴素） DERMALEAN GEL 10MG/GM (CLINDAMYCIN) ＂B&F＂","衛署藥製字第037622號","236-1103、236-1104","寶齡富錦生技股份有限公司","",
"2","FDA藥字第1041403255號(食藥署藥品組)","2015-04-01","正長生健胃散","衛署成製字第003257號","全批號","正長生化學製藥股份有限公司","疑似使用工業級原料",
"2","FDA藥字第1041403258號(食藥署藥品組)","2015-04-01","胃散 STOMACH POWDER ＂M.T.＂","衛署藥製字第024680號","全批號","木村貿易有限公司","疑似使用工業級原料",
"2","部授食字第1041102081A號","2015-04-09","鄭杏泰胃達樂散","衛署藥製字第038749號","BT06087、BT06088、BT06089、BT06090","鄭杏泰生物科技股份有限公司台中廠","因藥品使用不符規定之原料藥",
"2","部授食字第1041102081B號","2015-04-09","胃散","衛署藥製字第009216號","15148、15149、15150、15151、15152、15153、15154、15155、15156、15157、15158","人生製藥股份有限公司","因藥品使用不符規定之原料藥",
"2","105年8月10日 FDA藥字第1056047226號(食藥署藥品組)","2016-08-18","康利舒冒感冒日夜膠囊 Cold-Free Day & Night Capsules","衛署藥製字第057301號","4321、4324、4327","瑞安大藥廠股份有限公司","廠商主動通報，說明藥品於長期安定性試驗結果發現主成分(PHENYLEPHRINE HCL)含量低於原核准規格",
"2","105年8月15日FDA藥字第1051408787號(食藥署藥品組)","2016-09-01","＂人生＂維生素K1錠 PHYTOMENADIONE TABLETS ＂JEN SHENG＂","衛署藥製字第005724號","72070","人生製藥股份有限公司","接獲藥品不良品通報，藥品外觀顏色異常，廠商自行評估後主動啟動回收",
"第二級","105年8月26日部授食字第1051104797號 （食藥署風管組）","2016-09-01","“皇佳”熱痛寧錠 ROPAL TABLETS ＂ROYAL＂","衛署藥製字第023534號","C4R36","皇佳化學製藥股份有限公司","溶離度試驗結果不合格。",
"第二級","FDA風字第1021151328號","2013-11-15","＂內外＂普樂痛顆粒200毫克/公克","衛署藥製字第039882號","111028、111029、112014、112015、112016、202091、202092、204013","內外化學工業股份有限公司","原料Microencapsulated Acetaminophen(批號A38-04)逾有效期限仍用於旨揭藥品之製造",
"第二級","FDA風字第1021151397號","2013-11-21","敏鎮錠","衛署藥製字第003903號","3050-1306、3050-1307","居禮化學藥品股份有限公司淡水廠","兩批產品混合成一批，隨意變更製造方法，未經確效",
"2","部授食字第1021452827A號","2013-12-01","賜鈣盈鼻噴霧劑５０國際單位(鮭魚抑鈣激素) CADOTIN NASAL SPRAY 50IU (SALMON CALCITONIN)","衛署藥製字第042900號","全部批號產品","生達化學製藥股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1021452827A號","2013-12-01","＂瑞安＂ 增骨密鼻噴霧劑 200 國際單位CALCININ NASAL SPRAY 200I.U. ＂PURZER＂","衛署藥製字第045445號","全部批號產品","瑞安大藥廠股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1021452827A號","2013-12-01","鈣而妥鼻噴霧劑200國際單位CASPRAY NASAL SPRAY 200 I.U.","衛署藥製字第046648號","全部批號產品","中國化學製藥股份有限公司新豐工廠","藥品安全及療效再評估未獲通過",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂治尿酸痛錠100毫克(異嘌呤醇)","衛署藥製字第038023號","3231202-3231204、5231201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","部授食字第1021452827A號","2013-12-01","賜鈣盈 鼻噴霧劑200國際單位(鮭魚抑鈣激素) CADOTIN NASAL SPRAY 200I.U ＂STANDARD＂ (CALCITONIN-SALMON)","衛署藥製字第047376號","全部批號產品","生達化學製藥股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1021452827A號","2013-12-01","密鈣息鼻噴霧劑１００國際單位 MIACALCIC NASAL SPRAY 100I.U.","衛署藥輸字第018161號","全部批號產品","臺灣諾華股份有限公司","藥品安全及療效再評估未獲通過",
"2","部授食字第1021452827A號","2013-12-01","密鈣息鼻噴霧劑２００國際單位 MIACALCIC NASAL SPRAY 200 I.U.","衛署藥輸字第022448號","全部批號產品","臺灣諾華股份有限公司","藥品安全及療效再評估未獲通過",
"第二級","部授食字第1021151495號","2013-12-02","鎮痛散","衛署藥製字第031727號","1021022","木村藥化企業股份有限公司","未完成檢驗即予以放行出貨",
"2","FDA藥字第1024021616號書函","2013-12-10","宜喘寧錠3毫克(喘每特諾) INOLIM TABLETS 3MG (TRIMETOQUINOL)","衛署藥製字第041380號","UE-047、UE-048、UE-049、UL-047、UL-048及UL-049","國嘉製藥工業股份有限公司","錠劑外觀變成黃白色 (主動回收)",
"2","FDA藥字第1021454774號","2013-12-03","宜喘寧錠3毫克(喘每特諾) INOLIM TABLETS 3MG (TRIMETOQUINOL)","衛署藥製字第041380號","WB-009、WB-010、WB-011","國嘉製藥工業股份有限公司","顏色異常 (不良品通報回收)",
"2","FDA藥字第1021454961號書函","2013-12-09","德補心注射液 12.5毫克/毫升DOBUHA INJECTION 12.5MG/ML","衛署藥製字第046298號","23P102","健喬信元醫藥生技股份有限公司","外觀異常 (不良品通報)",
"第二級","FDA風字第1021151742號","2013-12-11","米諾信乾粉注射劑100毫克、舒復靜脈注射用組成溶液、舒復靜脈注射劑1g、莎星注射液10毫克/毫升、汎克痛注射液、＂台灣汎生＂樂寧靜注射液2公絲/公撮","衛署藥製字第034352號、衛署藥製字第038615號、衛署藥製字第038615號、衛署藥製字第047753號、衛署藥製字第003159號、衛署藥製字第025430號","1110026、1110036、1110037、1203081、1206018、1209044、1210081、1303010、1303011、1304078、1304079；1311023-1；1311025、1311026；1311008；1311005、1311006；1311003","臺灣汎生製藥廠股份有限公司","無菌產品有品質疑慮",
"2","FDA藥字第1024022501號書函","2013-12-16","鋅復原膜衣錠CELREPAIR F.C. TABLETS","衛署藥製字第039238號","334-1103及334-1101","寶齡富錦生技股份有限公司","主成分 Calcium pantothenate含量已低於原核准規格(主動回收)",
"2","FDA藥字第1024022497號書函","2013-12-16","達膚康乳膏DAFUCORT CREAM","衛署藥製字第027923號","042-1101、042-1002及042-0901","寶齡富錦生技股份有限公司","主成分Hydrocortisone含量與規格不符(主動回收)",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂護胃治定膜衣錠20毫克","衛署藥製字第043935號","有效期限2020年11月22日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂可達黴素凝膠10毫克/公克","衛署藥製字第044268號","有效期限2018年11月15日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞舒喉寧 口腔消炎噴液 1.5 毫克/毫升","衛署藥製字第048998號","有效期限2019年06月10日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","部授食字第1021455945號函","2013-12-30","去敏定膜衣錠１０公絲〝南光〞CETIN F.C. TABLETS 10MG ＂N.K＂","衛署藥製字第043502號","1A3325, 1C3311, 1E3331, 1G3337, 1J3305, 1K3320, 1L3320, 1B3303, 1E3324, 1G3326","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂癒尿寧膜衣錠100毫克","衛署藥製字第026175號","1087203、2087202、2087205、2087208、4087202-4087203、4087207-4087212、5087201-5087206、5087208-5087210、5087212-5087214","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂必治痛錠３００毫克（乙醯胺酚）","衛署藥製字第026849號","2091202、3091204、4091203、4091204、4091206、4091210、5091203-5091206","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂止血抗炎膠囊２５０公絲（妥內散敏）","衛署藥製字第027044號","1095201-1095202、2095201-2095202、3095201-3095202、4095201-4095202、4095204-4095206、5095202、5095203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂痔免腫軟膚","衛署藥製字第027231號","1093202、209202-2093203、2093207、3093201-3093204、4093201-4093208、5093201-5093205、6093201-6093202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂克咳必達膜衣錠３０毫克","衛署藥製字第028284號","2081201-2081202、3081201-3081202、4081201、5081201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","“大豐”安利脂膜衣錠 20 毫克","衛署藥製字第055956號","有效期限2018年12月22日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","維他命乙１注射液","內衛藥製字第010004號","有效期限2021年01月04日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","〝大豐〞亞米諾非林注射液","內衛藥製字第010887號","有效期限2021年04月20日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"2","FDA藥字第1031402824號書函","2014-03-17","Soliris（Eculizumab）concentrated solution for intravenuos infusion 300 mg/ 30mL/ vial","專案進口","00016A","吉泰藥品股份有限公司","發現可見異物",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂司痛能錠","衛署藥製字第028618號","1021207、1021209、2021201-2021203、3021201、3021204-3021206、4021201、4021205-4021207、5021201-5021205、5021208、5021210、6021201-6021203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 感咳效液","衛署藥製字第028980號","3014201、4014201、5014201-5014202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","FDA風字第1050038253號","2016-09-22","癲茲愛軟膠囊300毫克","衛署藥製字第047646號","A223","瑪科隆股份有限公司","溶離度試驗結果不合格。",
"第二級","FDA風字第1051105288號","2016-09-22","癲茲愛軟膠囊300毫克","衛署藥製字第047646號","D013、H163、H173","瑪科隆股份有限公司","溶離度試驗結果不合格。",
"2","105年9月14日 FDA藥字第1050039063號(食藥署藥品組)","2016-09-30","＂衛達＂ 樂不痛膜衣錠500公絲 LABUTON F.C. TABLETS 500MG ＂WEIDAR＂","衛署藥製字第044916號","527012","衛達化學製藥股份有限公司","接獲藥品不良品通報，案內批號藥品外觀顏色異常，廠商自行評估後主動啟動回收",
"2","部授食字第1031101552C號","2014-04-08","＂黃氏＂克平錠100公絲","衛署藥製字第031069號","0MY51、1JA35、1JU26、2FY03、3MH12","黃氏製藥股份有限公司","溶離度試驗結果與原規格不符",
"2","FDA風字第1031101611號","2014-04-17","＂內外＂克爛胃健錠、＂內外＂可治胃錠","衛署藥製字第024600號、衛署藥製字第001881號","910012、003001、003002、003003、009028、009029、009030、012065、012066、012067、103028、103029、103030、103031、103033、201078、201079、201080、201081、202036、202037；107004、109016、112019","內外化學工業股份有限公司","有效成分與原核准處方不符、無批次製造紀錄",
"2","FDA藥字第1031404372號書函","2014-04-24","＂信東＂ 信華注射劑Cefa Injection","衛署藥製字第029447號","JSP1650","信東生技股份有限公司","異物混入藥品內",
"2","FDA藥字第1030017104號書函","2014-04-24","倍鬆錠５公絲（貝可芬) BEFON TABLETS 5MG (BACLOFEN) ＂M.S.＂","衛署藥製字第037141號","330403","美時化學製藥股份有限公司","異物混入藥品內",
"2","FDA藥字第1030016328號書函","2014-04-28","潰可舒膠囊30毫克Quitulcer Capsules 30 mg","衛署藥製字第049547號","103098、103099、105075、105076、105077、105078、109027、109028、109029、109030、111004、111005、111006、111007、201066、201067、201068、201069、201167、201168、201169、201170","內外化學工業股份有限公司","例行安定性試驗時，發現溶離度試驗結果未符規格。",
"2","部授食字第1031101979號函","2014-05-14","永信醫用液態氧氣","衛署藥製字第051720號","PEO14041401、PEO14041402、PEO14041403","永信工業股份有限公司氧氣廠","未有相關批次製造紀錄及檢驗紀錄",
"2","部授食字第1031101980號函","2014-04-25","鎮痛散","衛署藥製字第031727號","1030318","木村藥化企業股份有限公司","同一批號生產超過一批次，未有相關生產紀錄可追朔，且生產環境未符合GMP要求，未能確保產品品質",
"2","部授食字第1031101980號函","2014-04-25","＂木村＂感冒液","衛署藥製字第018526號","1030407","木村藥化企業股份有限公司","批次製造紀錄批次製造紀錄於查核當日仍多處空白，生產過程未能確認符合GMP，未能確保產品品質",
"","部授食字第1021455925號函","2013-12-30","＂南光＂能得爽錠30公絲（鹽酸迪太贊）NAKASSER TABLET 30MG ＂N.K.＂(DILTIAZEM HCL)","衛署藥製字第030629號","1B3308, 1C3323, 1D3316, 1E3332, 1G3309, 1G3329, 1L3317","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455916號函","2013-12-30","＂瑞安＂ 定樂平膜衣錠１００公（阿廷諾）TENOLOL F.C TABLET 100MG (ATENOLOL) ＂PURZER＂","衛署藥製字第032322號","9756, 9757, 9758, 0171, 0172, 0350, 0351, 0521, 0522, 0658, 0659, 0660, 1054, 1055, 1150, 1151, 1152, 1517, 1518, 2359, 2360, 2447, 2793","瑞安大藥廠股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455911號函","2013-12-30","痛立安膠囊６０公絲〝五洲〞ACEO CAPSULES 60MG","衛署藥製字第043545號","H577, J034, J215, J408, J606, K191, K192, K391, K392, A001, A199, A200, A481, A520, A680, B066, B210, B211, B511, B512, C015, C016, C280, C356, C391","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455889號函","2013-12-30","＂南光＂歐克胃延遲釋放微粒膠囊40毫克Okwe Delayed Release Microencapsulated Capsule 40 mg ＂N.K.＂","衛署藥製字第043842號","1A3314, 1D3312, 1F3318A, 1H3318A, 1J3321A, 1L3307A","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455894號函","2013-12-30","＂南光＂ 胃全膠囊３０毫克 RICH CAPSULES 30MG ＂N.K＂","衛署藥製字第044261號","1A3307B, 1C3312, 1E3304, 1G3310B, 1K3312, 1L3331","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455896號函","2013-12-30","＂南光＂ 歐克胃膠囊２０毫克 OKWE CAPSULES 20MG ＂N.K＂","衛署藥製字第044270號","1F3325A, 1K3307B, 1D3304","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455899號函","2013-12-30","＂瑞士＂痛速平膜衣錠500毫克 TONTEC F.C. TABLETS 500MG ＂SWISS＂","衛署藥製字第045274號","TNFA01, TNFA02","瑞士藥廠股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455897號函","2013-12-30","＂南光＂ 非洛緩釋錠１０公絲 POLO SR TABLETS 10MG ＂N.K.＂","衛署藥製字第045510號","1C3336, 1E3318, 1H3330, 1L3306","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455907號函","2013-12-30","＂南光＂ 壓利得持續性藥效錠１．５公絲 NAKAMIDE SR TABLETS 1.5MG ＂N.K.＂","衛署藥製字第045955號","1B3314, 1D3303, 1E3307, 1G3312, 1H3319, 1J3304, 1K3313, 1L3305","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455903號函","2013-12-30","艾斯美特 延釋膠囊90毫克 ACEMET RETARD CAPSULES 90MG","衛署藥製字第046072號","Q1C76, Q1C77, Q1C78, Q1F49, Q1F50, Q1F51, Q1F52, Q1F53, Q1F54, Q1F56","健喬信元醫藥生技股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"2","部授食字第1031101980號函","2014-04-25","痢博新膠囊","衛署藥製字第022893號","市售所有效期產品","木村藥化企業股份有限公司","未能提供產品相關文件紀錄，且產品於非潔淨區生產，標籤所載製造日期為未來日期，產品品質有重大疑慮",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂亞曼丁膠囊100公絲(阿曼他定)","衛署藥製字第041373號","4233201-4233202、5233202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂滅菌佳得注射液５公絲/公撮（硝基甲嘧坐乙醇）","衛署藥製字第041836號","2208201-2208203、3208201-3208203","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 免憂膠囊２０公絲（富魯歐西汀）","衛署藥製字第043937號","3217201、4217201、5217201、6217201","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","披歷托鈣注射液","內衛藥製字第010908號","有效期限2021年01月19日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","105年8月2日 FDA藥字第1050031842號(食藥署藥品組)","2016-08-11","倍利敏痛注射液 PYRICOBAMIN INJECTION ＂TAI YU＂","衛署藥製字第014357號","QH0603、QH0704、QH1005","台裕化學製藥廠股份有限公司","廠商主動通報，說明藥品於長期安定性試驗結果發現主成分(Thiamine Disulfide)含量趨近於原核准規格下限",
"","部授食字第1021455908號函","2013-12-30","＂南光＂ 能得爽緩釋膠囊90公絲(鹽酸迪太贊) NAKASSER SR CAPSULES 90MG ＂N.K.＂(DILTIAZEM HCL)","衛署藥製字第046439號","1B3307, 1B3310, 1D3320, 1E3323, 1H3332, 1J3308, 1K3319, 1K3319A","南光化學製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"2","部授食字第1031102189號函","2014-05-09","優樂泌寧糖衣錠","內衛藥製字第011084號","6054、6055、6056、6057、6058","人生製藥股份有限公司","溶離度試驗結果與原規格不符",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂ 消炎栓劑２５毫克（待克菲那）","衛署藥製字第029559號","有效期限2021年01月27日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂安利脂膜衣錠10毫克","衛署藥製字第056319號","有效期限2016年11月02日以前之所有批號","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
"","部授食字第1021455898號函","2013-12-30","降壓卡諾錠25毫克 CARVO TABLETS 25MG","衛署藥製字第047295號","K447, K448, K449, K543, K544, K545, A002, A003, A004, A124, A125, A126, A368, A369, A370, A451, A452, A453, A649, A650, A651, B067, B068, B069, B212, B213, B214, B420, B421, B422, B441","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455877號函","2013-12-30","敏喘克咀嚼錠5毫克 Anxokast Chewable Tablet 5mg","衛署藥製字第047702號","130844","瑩碩生技醫藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455959號函","2013-12-30","＂五洲＂ 癲癇樂美錠１００公絲＂U-CHU＂ LAMOGIN TABLETS 100MG","衛署藥製字第045592號","K035, K036, K183, K184, K389, K390, K564, K565, K709, K710, A135, A136, A326, A327, A493, A494, A663, A664, B001, B002, B206, B207, B389, B390, B438, B439, C070, C071, C072, C073, C410, C411, C437, C438","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1021455873號函","2013-12-30","美妥平口溶錠 30 毫克 Mirtapine Orally Disintegrating tablets 30mg","衛署藥製字第049656號","MIR013008A, MIR013009A, MIR013010A, MIR013011A, MIR013012A, MIR013013A","加拿安股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"2","FDA藥字第1021455730號書函","2014-01-03","痛喜錠（貝皮質醇) BETAMETHASONE TABLETS","衛署藥製字第012371號","EH071","明大化學製藥股份有限公司","溶離度試驗未符規格",
"","部授食字第1031400036號","2014-01-08","＂五洲＂ 替你舒壓多莎錠2公絲 ＂U-CHU＂ DOXAZOSIN TABLETS 2MG","衛署藥製字第044681號","K238、K239、A041、A366、A367、B065、B328、B458、B614、B615、C336","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"","部授食字第1031400048號","2014-01-08","艾雷克持續性藥效錠６００公絲 ERIC SR TABLETS 600MG (ETODOLAC)","衛署藥製字第046011號","K001~K004、K242~K245、K386~K388、K540~K542、K590~K593、A046~A049、A220~A223、A441~A443、A476、B003~B005、B216~B218、B308~B310","五洲製藥股份有限公司","處方情形有影響病人對該藥品吸收之疑慮",
"2","部授食字第1031102768F號","2014-06-20","詩披雅眼藥水","衛署藥輸字第025666號","IE03","嫦娥藥品有限公司","無菌產品有品質疑慮",
"2","FDA風字第1031103297號書函","2014-07-08","鎮痛散","衛署藥製字第031727號","1021224","木村藥化企業股份有限公司","產品庫存與賬卡不符",
"2","FDA風字第1031103297號書函","2014-07-08","胃散","衛署藥製字第024680號","1030325","木村藥化企業股份有限公司","產品庫存與賬卡不符",
"2","FDA風字第1031103297號書函","2014-07-08","青蘭油","衛署成製字第003664號","1021008","木村藥化企業股份有限公司","產品庫存與賬卡不符",
"第二級","105年5月26日FDA風字第1051102888號(食藥署風管組)","2016-05-26","＂大豐＂解熱嗽液","衛署藥製字第028326號","3008201-3008203、4008201-4008202、5008201-5008202、6008201-6008202","大豐製藥股份有限公司","未依GMP規定改包裝及儲存藥品、生產及銷毀紀錄填寫不實。",
