燈號,標題名稱,內容,附檔,更新日期
"綠燈","紐澳食品標準局 (FSANZ) 發布 Aldi Stores 有限公司預防性回收疑遭黴菌污染之即時微波糙米產品(Imperial Grain Brown Rice Microwave Cups)，問題產品無有申請食品輸入查驗紀錄。","紐澳食品標準局 (FSANZ) 於105年03月24日發布 Aldi Stores 有限公司預防性回收疑遭黴菌污染之即時微波糙米產品(Imperial Grain Brown Rice Microwave Cups)。 問題產品之詳細資訊如下： 產品名稱 產品規格 食用期限 分布位置 Imperial Grain Brown Rice Microwave Cups 2塑料杯/紙箱套 (2×125克) 5 April 2017、6 April 2017、9 April 2017、10 April 2017 Aldi stores位於澳洲新南威爾斯州(NSW)、 澳洲首都領地(ACT)、昆士蘭州 (QLD)、 維多利亞州 ( VIC)、南澳洲 (SA) 經查問題產品未向本署申請食品輸入查驗紀錄，本案經評估列屬綠燈。 該國發布原警訊連結如下:http://www.foodstandards.gov.au/industry/foodrecalls/recalls/Pages/Imperial-Grain-Brown-Rice-Microwave-Cups.aspx;; 食品藥物管理署呼籲民眾如自澳洲攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴澳洲旅遊，應注意相關回收警訊，避免購買及食用問題食品。 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/site.aspx?sid=1816 ;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3.若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9228&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9229&type=0","2016-03-25"
"綠燈","香港食物安全中心發布警訊即時禁止法國生產商 Madec Yvon 生產的生蠔進口及在港出售，經查問題產品未有申請食品輸入查驗紀錄。","香港食物安全中心於105年4月6日公布即時禁止法國生產商 Madec Yvon生產的生蠔進口及在港出售。 該中心接獲歐洲聯盟委員會食品和飼料快速預警系統（預警系統）的通報，指上述生產商生產的生蠔被驗出含諾羅病毒。根據預警系統提供的資料，小部分受影響產品曾進口香港，涉事法國生產商正回收有關產品。為審慎起見，該中心即時禁止該生產商生產的生蠔進口及在港出售。該生產商的廠房位於法國Lannilis」。 該中心已與涉事香港進口商聯繫，有關進口商表示，受影響批次的生蠔已全部出售，並無存貨。 問題產品無向本署申請輸入查驗紀錄，本案經評估列屬綠燈。 該國原警訊連結如下: http://www.cfs.gov.hk/tc_chi/press/20160406_0497.html ;;食品藥物管理署呼籲民眾如自香港或法國攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴香港或法國旅遊，應注意相關回收警訊，避免購買及食用問題食品。;; 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9260&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9261&type=0","2016-04-13"
"綠燈","美國食品藥物管理局 (FDA) 發布Snyder’s-Lance公司自主回收疑含有玻璃碎片 (glass Fragments) 之腰果產品 (Emerald 100 Calorie Packs Roasted & Salted Cashew Halves & Pieces)，問題產品未有申請食品輸入查驗紀錄。","美國食品藥物管理局 (FDA) 於105年04月01日發布Snyder’s-Lance公司自主回收疑含有玻璃碎片 (glass Fragments) 之腰果產品 (Emerald 100 Calorie Packs Roasted & Salted Cashew Halves & Pieces)。 問題產品之詳細資訊如下： 產品名稱 零售紙箱UPC碼 有效期限 內包裝 UPC碼 內包裝生產碼 Emerald 100 Calorie Packs Roasted & Salted Cashew Halves & Pieces 0 10300 33324 1 12 DEC 16 13 DEC 16 18 DEC 16 21 DEC 16 0 10300 33399 9 15346D346S 15347D346S 15352D346S 15355D346S 經查問題產品未向本署申請食品輸入查驗紀錄，本案經評估列屬綠燈。 該國發布原警訊連結如下: http://www.fda.gov/Safety/Recalls/ucm493872.htm ;; 食品藥物管理署呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/site.aspx?sid=1816 ;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9262&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9263&type=0","2016-04-13"
"綠燈","美國食品藥物管理局 (FDA) 發布 Alimentos Congelados 公司自主回收疑遭李斯特氏菌 (Listeria monocytogenes) 污染之冷凍花椰菜 (Frozen Broccoli)，經查問題產品未有申請食品輸入查驗紀錄。","美國食品藥物管理局 (FDA) 於105年04月01日發布Alimentos Congelados 公司自主回收疑遭李斯特氏菌(Listeria monocytogenes) 污染之冷凍花椰菜 (Frozen Broccoli) 產品。 問題產品販售至美國印第安納州、肯塔基州、俄亥俄州、田納西州、弗吉尼亞州、西弗吉尼亞州、佛羅里達州、喬治亞州、阿拉巴馬州、南卡羅來納州和北卡羅來納州。 問題產品詳細資訊如下: 產品名稱 品牌 產品規格 UPC碼 塑膠裝袋代碼(bag code) Frozen Broccoli Cuts Wylwood 16盎(498克)/塑膠袋 5193300110 A25335P 及 A15335P 目前尚無相關病例回報，經查問題產品未有申請食品輸入查驗紀錄，本案經評估列屬綠燈。 該國原警訊連結如下: http://www.fda.gov/Safety/Recalls/ucm493849.htm ;; 食品藥物管理署呼籲民眾如自美國網路購得上揭產品，應先暫停食用；並提醒民眾如赴該地旅遊，應注意相關回收警訊，避免購買及食用問題食品。 一旦感染李斯特菌症，每個人出現的症狀可能會因年齡、性別和抵抗力強弱等而有所不同，一般會在攝食汙染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9264&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9265&type=0","2016-04-13"
"綠燈","美國食品藥物管理局 (FDA) 發布Roland Food公司自主回收疑含有玻璃碎片 (glass Fragments) 之切絲紅椒產品 (Fire Roasted Red Pepper Strips)，問題產品未有申請食品輸入查驗紀錄。","美國食品藥物管理局 (FDA) 於105年04月01日發布Roland Food公司自主回收疑含有玻璃碎片 (glass Fragments) 之切絲紅椒產品 (Fire Roasted Red Pepper Strips)。 該問題產品販售至美國全國及加拿大之食品經銷商、食品客戶服務及超級市場鏈。 問題產品之詳細資訊如下： 產品名稱 產品規格 品項 批碼 UPC碼 產品碼 Fire Roasted Red Pepper Strips 5磅8盎司(2.5 公斤)/罐頭 6×5磅8盎司(2.5 公斤) /紙箱 45628 427、 428、432、 437 10041224456287 (紙箱) 及 041224456280 (罐頭) G1 MSS 1 P0929 及 G1 MSS 2 P0929 目前尚無相關病歷回報，經查問題產品未向本署申請食品輸入查驗紀錄，本案經評估列屬綠燈。 該國發布原警訊連結如下: ttp://www.fda.gov/Safety/Recalls/ucm493852.htm ;; 食品藥物管理署呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/site.aspx?sid=1816 ;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9266&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9267&type=0","2016-04-13"
"黃燈","歐洲聯盟食品與飼料快速預警系統(RASFF)通報，我國業者曾進口由丹麥生產商Jacobsens Bakery有限公司製造之迪士尼巧克力奶酥(Disney chocolate chip cookies)產品，未標明含牛奶過敏原成份(undeclared milk ingredient)之醒語資訊，已輸入之產品，目前正標籤改正作業。","依據RASFF 105年4月7日提供之資料，我國業者曾進口由丹麥生產商Jacobsens Bakery有限公司製造之迪士尼巧克力奶酥(Disney chocolate chip cookies)產品，未標明含牛奶過敏原成份(undeclared milk ingredient)之醒語資訊。 本次涉案產品之批次條碼(Barcode no.) 分別為57 76879 01205 9、57 76879 01096 3、57 76879 01372 8及57 76879 01373 5等4項所有批次。我國進口商進口其中2項涉案產品詳細資訊如下: 產品名稱 原產地 生產商 產品規格 產品編碼 庫存量 Disney Round Tin FROZEN 丹麥 Jacobsens Bakery 有限公司 150克/罐 57 76879 010963 28,396罐 Disney Round Tin Favorites 57 76879 013735 24,221罐 本署已即時聯繫該業者須依食品安全衛生管理法第7條採取自主管理，並已責成所轄衛生機關監督業者完成標籤改正作業。;;食品藥物管理署呼籲民眾如自丹麥攜帶或網路購得上揭產品，應注意是否已標明含牛奶過敏源成份之醒語資訊。並提醒民眾如赴丹麥等外國旅遊，應注意相關回收警訊，對奶類敏感的人士不要食用有關產品，如食用上述產品後感到不適，應盡快就醫。;; 1.案內產品現查有向本署申請輸入查驗紀錄，業者應確認是否輸入原廠回收產品。 2.若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。3.若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9302&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9301&type=0","2016-04-25"
"綠燈","美國食品藥物管理局(FDA)發布義大利Deoleo公司回收因被檢出殘留農藥三氟敏(Trifloxystrobin) 及得克利(Tebuconazole)之Bertolli Extra Virgin Olive Oil及Carapelli Extra Virgin Olive Oil等兩款產品，問題產品無向本署申請輸入查驗紀錄。","1. 美國食品藥物管理局(FDA)於105年2月16日發布義大利Deoleo公司回收因被檢出殘留農藥三氟敏(Trifloxystrobin) 及得克利(Tebuconazole)之Bertolli Extra Virgin Olive Oil及CarapelliExtra Virgin Olive Oil等兩款產品。 2. 問題產品詳細資訊如下: 牌名 品名 重量/規格 批次 Bertolli Extra Virgin Olive Oil 8.5oz/玻璃罐裝 5251R 5351R 5551R Carapelli Extra Virgin Olive Oil 25.5oz/玻璃罐裝 3. 問題產品銷售於美國麻塞諸塞、俄亥俄、威斯康星、印第安納洲、密西西比、阿肯色、俄克拉何馬、密蘇裏、亞利桑那、亞拉巴馬、新墨西哥、德克薩斯、佛羅里達、艾奧瓦、緬因、伊利諾伊、維吉尼亞、紐約、賓夕法尼亞、佐治亞等各州。 4. 經查問題產品未向本署申請食品輸入查驗紀錄，本案經評估列屬綠燈。 5. 原警訊連結如下: http://www.oliveoiltimes.com/olive-oil-business/north-america/deoleo-recalls-bertolli-and-carapelli-products/50909;;食品藥物管理署提醒民眾，如赴該地旅遊，應注意相關警訊，避免購買及食用問題食品。;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2.若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3.若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9306&type=0","2016-04-29"
"綠燈","紐西蘭Zespri公司發布新聞將對疑似受到包裝材料污染之輸出奇異果採取預防性扣留措施，經查問題產品未有申請食品輸入查驗紀錄。","紐西蘭Zespri公司於105年4月8日發布新聞將對疑似受到包裝污染之輸出奇異果採取預防性扣留措施，此批奇異果部分包裝材料發現疑似潤滑油之油漬汙染。 本署即時聯繫紐西蘭商奇異國際有限公司台灣分公司，該公司於105年4月13日回復，擬將疑似受影響產品全數退運，共計12櫃，總計53,130箱，全數皆不辦理進口通關手續。本案已通報本署邊境港埠辦事處，以確保涉案產品不會輸入我國。 涉案產品詳細資訊如下： 產品名稱 櫃號 奇異果 CGMU4988592 CRSU6109356 TGHU9922210 CGMU9280380 SZLU9625460 TRIU8360921 TRLU1742953 GESU9143141 TRIU8763296 PCIU6045168 DFOU6111865 PCIU6078789 經查問題產品無向本署申請輸入查驗紀錄，本案經評估列屬綠燈。 該公司新聞稿連結如下: http://www.nzherald.co.nz/news/print.cfm?objectid=11618923 http://www.freshplaza.com/print.asp?id=156171;; 1.經查問題產品無向本署申請輸入查驗紀錄。 2. 食品藥物管理署呼籲民眾如自紐西蘭攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴紐西蘭旅遊，應注意相關回收警訊，避免購買及食用問題食品。;; 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9326&type=0","2016-05-03"
"黃燈","美國食品藥物管理局 (FDA) 發布CRF Frozen Foods 公司自主回收疑遭李斯特氏菌 (Listeria monocytogenes) 污染之冷凍蔬菜及水果產品 (Frozen Vegetable and Fruit Products)，經查問題產品有申請食品輸入查驗紀錄，業者已於105年5月4日自主性下架疑似涉案產品。","美國食品藥物管理局 (FDA) 於105年5月2日發布CRF Frozen Foods 公司自主回收疑遭李斯特氏菌 (Listeria monocytogenes) 污染之冷凍蔬菜及水果產品(Frozen Vegetable and Fruit Products)。 問題產品回收包括所有自2014年5月1日由旨揭公司之Pasco設施所生產之冷凍蔬菜及水果產品。最佳販售日期於2014年4月26日至2018年4月26日之間，範圍遍及42品牌358種產品，詳如附件。 問題產品可能已販售至美國五十大州及加拿大省份包括:不列顛哥倫比亞省、阿爾伯塔省、馬尼托巴省、薩斯喀徹溫省。目前美國有7個病例，其中2人死亡。 經查問題產品有申請食品輸入查驗紀錄，本署已即時聯繫有進口旨揭產品之1家業者提出說明，該公司已於105年5月4日將疑似涉案產品全數下架，並自主通報所轄地方衛生局。本案經評估列屬黃燈。 該國原警訊連結如下: http://www.fda.gov/Safety/Recalls/ucm498841.htm ;; 食品藥物管理署呼籲民眾如自美國及加拿大網路購得上揭產品，應先暫停食用；並提醒民眾如赴該地旅遊，應注意相關回收警訊，避免購買及食用問題食品。 一旦感染李斯特菌症，每個人出現的症狀可能會因年齡、性別和抵抗力強弱等而有所不同，一般會在攝食汙染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理署建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953;; 1. 案內產品現查有向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9345&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9346&type=0","2016-05-12"
"綠燈","美國農業部食品安全檢查署(FSIS)發布Ajinomoto Windsor公司回收疑遭李斯特氏菌(Listeria monocytogenes)污染之非即食肉(not-ready-to-eat meat)及雞禽(poultry)冷凍食品，問題產品未有向本署申請食品輸入查驗紀錄。","1. 美國農業部食品安全檢查署(FSIS)於105年5月11日發布Ajinomoto Windsor公司回收疑遭李斯特氏菌(Listeria monocytogenes)污染之非即食肉(not-ready-to-eat meat)及雞禽(poultry)冷凍食品，共約47,112,256磅。 2. 回收問題產品生產於Ajinomoto Windsor公司之製造廠，位居於以下城市/州別: Fort Worth/德州、Los Angeles/加州、Carthage/密蘇里州及Portland/俄勒岡州。產品製造時間為2014年5月1日至2016年5月1日，詳細回收產品資料可至原警訊連結中查詢。 3. 經查問題產品未有向本署申請食品輸入查驗，本案經評估列屬綠燈。 4. 原警訊連結如下: http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2016/recall-040-2016-release ;; 1. 食品藥物管理署呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴該地旅遊，應注意相關回收警訊，避免購買及食用問題食品。 2. 一旦感染李斯特菌症，每個人出現的症狀可能會因年齡、性別和抵抗力強弱等而有所不同，一般會在攝食汙染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理局建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3.若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9381&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9382&type=0","2016-05-27"
"綠燈","香港食物安全中心發布自日本進口2品牌乾冬菇疑含微量輻射，經查問題產品未有申請食品輸入查驗紀錄。","1. 香港食物安全中心於105年4月29日發布自日本進口2品牌乾冬菇疑含微量輻射，有關產品沒有流入市面。 2. 問題產品資訊如下: 產品名稱 品牌 來源地 產品規格 乾冬菇 丸晶牌 日本岩手縣 每包3公斤 玉花牌 3. 問題產品無向本署申請輸入查驗紀錄，本案經評估列屬綠燈。 4. 該國原警訊連結如下:http://www.cfs.gov.hk/tc_chi/press/20160429_0515.html;;食品藥物管理署呼籲民眾如自香港、日本攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴香港、日本旅遊，應注意相關回收警訊，避免購買及食用問題食品。;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9383&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9384&type=0","2016-05-27"
"綠燈","美國食品藥物管理局 (FDA) 近期發布多家公司回收疑遭李斯特氏菌 (Listeria monocytogenes) 污染之葵花籽相關產品 (Sunflower kernels Products)，經查問題產品未有申請食品輸入查驗紀錄。","1. 美國食品藥物管理局 (FDA) 近期發布多家公司回收疑遭李斯特氏菌 (Listeria monocytogenes) 污染葵花籽相關產品 (Sunflower kernels Products)，經查問題產品未有申請食品輸入查驗紀錄。 2. 105年5月3日至105年5月25日間發布之問題產品詳細資訊如附件表格。(有關葵花籽相關產品近期有持續更新，故最新回收警訊會發布於美國食品藥物管理局(FDA)，供查閱http://www.fda.gov/Safety/Recalls/default.htm)3. 經查105年5月3日至105年5月25日間，附件內公司回收之問題產品無向本署申請輸入查驗紀錄，本案經評估列屬綠燈。;; 1. 經查問題產品無向本署申請輸入查驗紀錄。 2. 食品藥物管理署呼籲民眾如自美國攜帶或網路購得上揭產品，應先暫停食用。並提醒民眾如赴美國旅遊，應注意相關回收警訊，避免購買及食用問題食品。;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9385&type=0;;https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9386&type=0","2016-05-27"
"綠燈","加拿大聯邦政府食品檢驗局(CFIA)發布Quaker Canada公司回收疑遭李斯特氏菌(Listeria monocytogenes)污染Quaker Harvest品牌之Quinoa Granola Bars(穀類產品)，經查問題產品未有申請食品輸入查驗紀錄。","1. 加拿大聯邦政府食品檢驗局(CFIA)於105年5月16日發布Quaker Canada公司回收疑遭李斯特氏菌(Listeria monocytogenes) 污染Quaker Harvest品牌之Quinoa Granola Bars(穀類產品)。 2. 問題產品販售於渥太華之零售店，回收產品詳細資訊如下: 產品品牌 產品名稱 尺寸 食用期限 UPC碼(商品條碼) Quaker Harvest Quinoa Granola Bars-Chocolate Nut Medley 175克 (5入) 10/16/2016 0 55577 11021 8 Quinoa Granola Bars-Yogurt, Fruit&Nut 10/12/2016 0 55577 11020 1 3. 經查案內問題產品未向本署申請食品輸入查驗，本案經評估列屬綠燈。 4. 該國原警訊連結如下: http://inspection.gc.ca/about-the-cfia/newsroom/food-recall-warnings/complete-listing/2016-05-16b/eng/1463447177623/1463447180575 ;; 1. 食品藥物管理署呼籲民眾如自加拿大攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴該地旅遊，應注意相關回收警訊，避免購買及食用問題食品。 2. 一旦感染李斯特菌症，每個人出現的症狀可能會因年齡、性別和抵抗力強弱等而有所不同，一般會在攝食污染此菌之食物後約12小時內，出現類似感冒或腸胃不適等症狀。食品藥物管理署建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，生的肉類應該與蔬菜、熟食和即食食物分開存放。避免進食存放在冰箱超過1天的即食食物。在處理完未經煮熟的食物後，要將手、刀和砧板洗乾淨。孕婦與免疫能力低的人應避免飲用未經消毒的牛奶、進食軟乾酪或未經煮熟的蔬菜，並應徹底煮熟食物才進食。 3. 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.fda.gov.tw/TC/siteContent.aspx?sid=1953;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9391&type=0","2016-05-31"
"綠燈","加拿大聯邦政府食品檢驗局(CFIA)發布Sea Delight Canada SLU公司自主回收疑含過量組織胺(histamine)之Sea Delight品牌鮪魚排罐頭(Tuna Steaks)，經查問題產品未有申請食品輸入查驗紀錄。","1. 加拿大聯邦政府食品檢驗局(CFIA)於105年5月16日發布Sea Delight Canada SLU公司自主回收疑含過量組織胺(histamine)之Sea Delight品牌鮪魚排罐頭(Tuna Steaks)。 2. 問題產品販售於渥太華、魁北克及部分地區之消費者，回收產品詳細資訊如下: 品牌 產品名稱 尺寸 產品碼 UPC碼(商品條碼) Sea Delight Tuna Steaks 340公克 Lot 500541 8 436544 901664 3. 此次回收為消費者食用後不適所發啟的，CFIA持續確認公司回收相關產品，目前有一例相關病例發生。 4. 經查案內問題產品未向本署申請食品輸入查驗，本案經評估列屬綠燈。 該國原警訊連結如下: http://inspection.gc.ca/about-the-cfia/newsroom/food-recall-warnings/complete-listing/2016-05-16/eng/1463460480474/1463460483529;; 1. 食品藥物管理署呼籲民眾如自加拿大攜帶或網路購得上揭產品，應先暫停食用；並提醒民眾如赴該地旅遊，應注意相關回收警訊，避免購買及食用問題食品。 2. 組織胺(Histamine)是在腐敗水產魚肉中常見的一種化合物，較常發生於已腐敗之鮪魚、鯖魚、鰹魚等含血肉較多之鯖魚科。不當保存(溫度高於15-20oC)易導致細菌滋生，而將魚肉中的組胺酸轉變成組織胺。高濃度組織胺恐引起食用者過敏反應、喉嚨痛、消化不良、頭暈、臉部腫脹和頭痛等症狀。預防方式如下: 1. 確認魚種貯存於低溫或冷凍狀態。2.烹調前應去除內臟等易含高量組織胺部位。3. 烹調溫度高且長，防止細菌滋長。4. 避免生熟食交叉污染。 3. 詳細資料可參考食品藥物管理署食品中毒專區，連結http://www.google.com.tw/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0ahUKEwjis7OHtfLMAhXkN6YKHec4DScQFgghMAE&url=http%3A%2F%2Fwww.fda.gov.tw%2FTC%2Fincludes%2FGetFile.ashx%3FmID%3D133%26id%3D10862%26chk%3D1b68e59e-6191-4158-8773-ca7eca42ffd1&usg=AFQjCNFVqscut4gbQnULMQM0E1MgSOFErQ&sig2=11R_qLO0jfyDO7bq7AfiZw;; 1. 案內產品現查無向本署申請輸入查驗紀錄，業者應避免輸入原廠回收產品。 2. 若有輸入類似或疑似回收警訊產品或相關產品，應立即向外國原廠或出口廠商查證，並依自主管理原則，主動暫停已進口之疑似回收產品販售。 3. 若獲原廠通知已進口之產品為需回收產品，應立即主動下架回收，通知消費者退換貨，並通知公司所在地衛生局與本署。","https://consumer.fda.gov.tw/DownLoadMethod/ashx/downloadFile.ashx?id=9392&type=0","2016-05-31"
