製造廠名稱,製造廠地址,登錄號碼,登錄品項,國別,藥商名稱,是否在3年有效期間內,有效期限
"Philips Ultrasound, Inc.","22100 Bothell Everett Highway, Bothell, WA 98021-8431, USA","QSD4058","Ultrasonic pulsed echo imaging system","US","台灣飛利浦股份有限公司","Y","2020-02-29"
"Philips Ultrasound, Inc.","22100 Bothell Everett Highway, Bothell, WA 98021-8431, USA","QSD4058","Diagnostic ultrasonic transducer","US","台灣飛利浦股份有限公司","Y","2020-02-29"
"Philips Ultrasound, Inc.","22100 Bothell Everett Highway, Bothell, WA 98021-8431, USA","QSD4058","Picture archiving and communication system","US","台灣飛利浦股份有限公司","Y","2020-02-29"
"Alcon Research, Ltd.","6065 Kyle Lane, Huntington, WV25702-9795, U.S.A.","QSD4059","Intraocular lens","US","瑞士商愛爾康大藥廠股份有限公司台灣分公司","Y","2020-02-27"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Hematology quality control mixture","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Automated differential cell counter","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Calibrator for platelet counting","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Dye and chemical solution stains","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Red cell lysing reagent","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Analyte specific reagents","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Blood cell diluent","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Beckman Coulter Inc.","740 W 83rd Street, Hialeah, FL 33014, U.S.A.","QSD4068","Quality control kit for blood banking reagents","US","美商貝克曼庫爾特有限公司台灣分公司","Y","2020-03-13"
"Axelgaard Manufacturing Co., Ltd.","520 Industrial Way, Fallbrook, California 92028, U.S.A.","QSD4072","Electrocardiograph electrode","US","佳鴻醫療儀器廠有限公司","Y","2020-03-10"
"Axelgaard Manufacturing Co., Ltd.","520 Industrial Way, Fallbrook, California 92028, U.S.A.","QSD4072","Cutaneous electrode","US","佳鴻醫療儀器廠有限公司","Y","2020-03-10"
"Eagle Vision Inc.","8500 Wolf Lake Dr., Suite 110, Memphis, TN38133, U.S.A.","QSD4089","Punctum Plug(Sterile)","US","樺瑩企業股份有限公司","Y","2020-03-25"
"Medtronic Navigation, Inc.(Littleton)","300 Foster Street, Littleton, MA 01460, U.S.A.","QSD4090","Image-intensified fluoroscopic x-ray system","US","美敦力醫療產品股份有限公司","Y","2020-04-01"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Alanine amino transferase (ALT/SGPT) test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Albumin test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Alkaline phosphatase or isoenzymes test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Amylase test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Asparate amino transferase (AST/SGOT) test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Bilirubin (total or direct) test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Calcium test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Calibrator","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Cholesterol (total) test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Cholylglycine test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Creatine phosphokinase/creatine kinase or isoenzymes test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Creatinine test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Glucose test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Gamma-glutamyl transpeptidase and isoenzymes test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Iron (non-heme) test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Iron-binding capacity test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Lactate dehydrogenase test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Lipoprotein test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Magnesium test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Total protein test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Quality control material (assayed and unassayed)","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Triglyceride test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Urea nitrogen test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Uric acid test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Cholinesterase test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Dye and chemical solution stains","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Analyte Specific Reagents—HIV reagent","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Herpes simplex virus serological reagents","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Albumin immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Prealbumin immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Complement components immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","C-reactive protein immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Immunoglobulins A, G, M, D, and E immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Alpha-1-lipoprotein immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Low-density lipoprotein immunological test system","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Sysmex International Reagents Co., Ltd. Seishin Factory","4-3-2 Takatsukadai, Nishi-ku, Kobe, Hyogo 651-2271, Japan","QSD4096","Gene Amplification Reagent-Lynoamp BC","JP","台灣希森美康股份有限公司","Y","2020-03-25"
"Nihon Seimitsu Sokki Co., Ltd., Komochi Factory","2508-13 Nakago, Shibukawa, Gunma, Japan","QSD4109","Noninvasive blood pressure measurement system","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-04-03"
"Laboratorios Grifols, S.A.","Polígono Industrial Los Llanos, C/Marte , 4-30565-Las Torres de Cotillas, Murcia, Spain","QSD4110","Intravascular administration set","ES","台灣綠十字股份有限公司","Y","2020-04-07"
"Laboratorios Grifols, S.A.","Polígono Industrial Los Llanos, C/Marte , 4-30565-Las Torres de Cotillas, Murcia, Spain","QSD4110","I.V. container","ES","台灣綠十字股份有限公司","Y","2020-04-07"
"Proxy Biomedical Limited","Coilleach, Spiddal, Co. Galway, Ireland","QSD4112","Surgical mesh","IE","荷商波士頓科技有限公司台灣分公司","Y","2020-04-16"
"SOMNOmedics GmbH","Am Sonnenstuhl 63, D-97236 Randersacker, Germany","QSD4119","Breathing frequency monitor","DE","嘉杏股份有限公司","Y","2020-04-21"
"Baxter Productos Medicos, LTDA.","Parque Industrial De Cartago, Apartado No. 1-7052, Cartago, Costa Rica","QSD4121","Intravascular administration set","CR","百特醫療產品股份有限公司","Y","2020-04-22"
"AYUMI Pharmaceutical Corporation TAMAGAWA PLANT","3-13-1, Shimonoge, Takatsu-ku, Kawasaki-shi, Kanagawa-ken, Japan","QSD4122","Root canal filling resin","JP","台灣日化股份有限公司","Y","2020-04-22"
"Apollo Medical Instruments Co., Ltd.","4-1-23 Nishiwaki, Hirano-ku, Osaka-shi, Osaka, 547-0035, Japan","QSD4123","Static electric therapy apparatus","JP","台灣產經股份有限公司","Y","2020-04-22"
"Apollo Medical Instruments Co., Ltd.","4-1-23 Nishiwaki, Hirano-ku, Osaka-shi, Osaka, 547-0035, Japan","QSD4123","Powered heating pad","JP","台灣產經股份有限公司","Y","2020-04-22"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Cardiovascular intravascular filter","US","巴德股份有限公司","Y","2020-04-28"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Cardiovascular permanent or temporary pacemaker electrode","US","巴德股份有限公司","Y","2020-04-28"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Ureteral stone dislodger (Sterile)","US","巴德股份有限公司","Y","2020-04-28"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Ureteral dilator","US","巴德股份有限公司","Y","2020-04-28"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Introduction/drainage catheter and accessories (Sterile)","US","巴德股份有限公司","Y","2020-04-28"
"C. R. Bard Inc.","289 Bay Road Queensbury, NY 12804, U.S.A.","QSD4127","Percutaneous catheter","US","巴德股份有限公司","Y","2020-04-28"
"Greatbatch Medical","2300 Berkshire Lane North, Minneapolis, MN55441, U.S.A.","QSD4132","Cardiovascular permanent or temporary pacemaker electrode","US","台灣聖猷達醫療用品有限公司","Y","2020-04-30"
"Synergetics, Inc.","3845 Corporate Centre Drive, O’Fallon, MO 63368, U.S.A.","QSD4133","Manual ophthalmic surgical instrument(Sterile)","US","科林儀器股份有限公司","Y","2020-05-06"
"Synergetics, Inc.","3845 Corporate Centre Drive, O’Fallon, MO 63368, U.S.A.","QSD4133","Laser Probe","US","科林儀器股份有限公司","Y","2020-05-06"
"Synergetics, Inc.","3845 Corporate Centre Drive, O’Fallon, MO 63368, U.S.A.","QSD4133","Endoscope and accessories(Sterile)","US","科林儀器股份有限公司","Y","2020-05-06"
"Cardiac Pacemakers Incorporated, a wholly owned subsidiary of Guidant Corporation, a wholly owned subsidiary of Boston Scientific Corporation","4100 Hamline Avenue North, Saint Paul, Minnesota 55112, U.S.A.","QSD4136","Catheter guide wire","US","荷商波士頓科技有限公司台灣分公司","Y","2020-05-06"
"Cardiac Pacemakers Incorporated, a wholly owned subsidiary of Guidant Corporation, a wholly owned subsidiary of Boston Scientific Corporation","4100 Hamline Avenue North, Saint Paul, Minnesota 55112, U.S.A.","QSD4136","Pacemaker lead adaptor","US","荷商波士頓科技有限公司台灣分公司","Y","2020-05-06"
"Cardiac Pacemakers Incorporated, a wholly owned subsidiary of Guidant Corporation, a wholly owned subsidiary of Boston Scientific Corporation","4100 Hamline Avenue North, Saint Paul, Minnesota 55112, U.S.A.","QSD4136","Programmable diagnostic computer","US","荷商波士頓科技有限公司台灣分公司","Y","2020-05-06"
"Covidien","Michael Collins Road, Mervue, Galway, Ireland","QSD4139","Continuous ventilator","IE","美敦力醫療產品股份有限公司","Y","2020-06-12"
"Covidien","Michael Collins Road, Mervue, Galway, Ireland","QSD4139","Oximeter","IE","美敦力醫療產品股份有限公司","Y","2020-06-12"
"Spiegelberg GmbH & Co. KG","Tempowerkring 4, 21079 Hamburg, Germany","QSD4142","Intracranial pressure monitoring device","DE","台灣柏朗股份有限公司","Y","2020-04-30"
"Spiegelberg GmbH & Co. KG","Tempowerkring 4, 21079 Hamburg, Germany","QSD4142","Ventricular catheter","DE","台灣柏朗股份有限公司","Y","2020-04-30"
"Safeskin Medical & Scientific (Thailand), Ltd.","No. 200, Moo 8, Kanchanavanich Rd., Tambol Prik, Sadao, Songkhla 90120, Thailand","QSD4143","Patient examination glove","TH","好市多股份有限公司","Y","2020-04-30"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Transfer set","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiovascular stent","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Percutaneous transluminal coronary angioplasty catheter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Noninvasive blood pressure measurement system","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Diagnostic intravascular catheter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Continuous flush catheter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Percutaneous catheter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Catheter guide wire","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Catheter introducer","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiovascular blood flowmeter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass bubble detector","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass vascular catheter,cannula,or tubing","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass heart-lung machine console","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass defoamer","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass heat exchanger","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass temperature controller","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass arterial line blood filter","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass level sensing monitor and/or control","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass oxygenator","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Nonroller-type cardiopulmonary bypass blood pump","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass pump speed control","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Cardiopulmonary bypass blood reservoir","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Vascular clamp","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Peritoneal dialysis system and accessories","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","High permeability hemodialysis system","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Clinical electronic thermometer","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Intravascular administration set","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"Ashitaka Factory of Terumo Corporation","150, Maimaigi-Cho, Fujinomiya City, Shizuoka Prefecture 418-0015, Japan","QSD4152","Infusion pump","JP","台灣泰爾茂醫療產品股份有限公司","Y","2020-05-14"
"ERBE Elektromedizin GmbH","Waldhörnlestrasse 17．72072 Tübingen, Germany","QSD4156","Cryosurgical unit and accessories","DE","艾柏生技有限公司","Y","2020-05-15"
"ERBE Elektromedizin GmbH","Waldhörnlestrasse 17．72072 Tübingen, Germany","QSD4156","Electrosurgical cutting and coagulation device and accessories","DE","艾柏生技有限公司","Y","2020-05-15"
"ERBE Elektromedizin GmbH","Waldhörnlestrasse 17．72072 Tübingen, Germany","QSD4156","Water Jet Surgery and Accessories(Sterile)","DE","艾柏生技有限公司","Y","2020-05-15"
"Ambu Sdn. Bhd.","Lot 69B, Lintang Bayan Lepas 6, 11900 Penang, Malaysia","QSD4159","Electrocardiograph electrode","MY","鼎宙實業有限公司","Y","2020-05-19"
"CIBA Vision Johor Sdn. Bhd.","No.1, Jalan DPB/5, Pelabuhan Tanjung Pelepas, Gelang Patah, Johor Darul Takzim, Johor, 81560, Malaysia","QSD4162","Soft (hydrophilic) contact lens","MY","瑞士商愛爾康大藥廠股份有限公司台灣分公司","Y","2020-05-20"
"Acist Medical Systems, Inc.","7905 Fuller Road, Eden Prairie, MN 55344, U.S.A.","QSD4188","Angiographic Injection System","US","六霖企業有限公司","Y","2020-06-12"
"Acist Medical Systems, Inc.","7905 Fuller Road, Eden Prairie, MN 55344, U.S.A.","QSD4188","Reusable Syringe Kit","US","六霖企業有限公司","Y","2020-06-12"
"Acist Medical Systems, Inc.","7905 Fuller Road, Eden Prairie, MN 55344, U.S.A.","QSD4188","Automated Manifold Kit","US","六霖企業有限公司","Y","2020-06-12"
"Cynosure, Inc.","5 Carlisle Road, Westford, MA 01886, U.S.A.","QSD4206","Laser surgical instrument for use in general and plastic surgery and in dermatology","US","理工科技工程顧問有限公司","Y","2020-06-20"
"Owen Mumford Limited","Primsdown Industrial Estate, Worcester Road, Chipping Norton, Oxfordshire OX7 5XP, U.K.","QSD4210","Syringe needle introducer","GB","台灣拜耳股份有限公司","Y","2020-06-20"
"B. Braun Medical AG","Hauptstraβe 39, 6182 Escholzmatt, Switzerland","QSD4213","Intravascular administration set","CH","台灣柏朗股份有限公司","Y","2020-06-24"
"GI Supply","200 Grandview Avenue, Camp Hill, PA 17011, U.S.A.","QSD4216","Endoscope and accessories(Sterile)","US","利惠實業有限公司","Y","2020-06-23"
"Galil Medical Ltd.","Tavor Building 1, Industrial Park, PO Box 224, Yokneam 2069203, Israel","QSD4217","Cryosurgical unit and accessories","IL","揚智生技股份有限公司","Y","2020-06-23"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Gastroenterology-urology biopsy instrument(sterile)","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Electrosurgical cutting and coagulation device and accessories","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Endoscope and accessories(sterile)","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Trocar","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Electrical peripheral nerve stimulator","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Anesthesia conduction catheter","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Anesthesia conduction needle","DE","惠眾股份有限公司","Y","2018-01-09"
"Pajunk GmbH Medizintechnologie","Karl-Hall-Strasse 1; 78187 Geisingen, Germany","QSD4218","Anesthesia conduction kit","DE","惠眾股份有限公司","Y","2018-01-09"
"Hitachi, Ltd. Healthcare Tokyo Works","3-7-19, Imai, Ome-Shi,Tokyo,198-8577, Japan","QSD4223","Ultrasonic pulsed doppler imaging system","JP","台灣日立醫療設備股份有限公司","Y","2020-06-23"
