標題,連結,發布日期
"[藥物食品安全週報第47期]--戴奧辛含量偏高羊肉及羊乳已銷燬/咖啡世界的紅黃綠/成癮毒品 狄芬諾西來","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=199&chk=964094DE-C46D-4F30-A8B4-DD0489F9239C&mid=138&name=fdContent","2006-08-10"
"[藥物食品安全週報第48期]--使用RU486 輕忽不得/正確的嬰兒期營養觀念/父母對毒品數位化傳銷的因應之道","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=200&chk=89DAD1E3-830D-44E8-927F-27C19DF4E4EA&mid=138&name=fdContent","2006-08-17"
"[藥物食品安全週報第49期]--龜鹿二仙膠/從含藥烏骨雞與含藥蔬果 談安心食品/銀髮族營養健康","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=201&chk=CFC344F6-3338-45A5-981B-559CD1E67FE9&mid=138&name=fdContent","2006-08-24"
"[藥物食品安全週報第4期]-- 「消費者資訊」開站/享受秋蟹，也顧健康/看病五藥事/紐西蘭牛肉疑有農藥殘留/黑心食品面面觀(三)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=156&chk=22734D1A-310D-4AB5-87E9-A77DA97615E1&mid=138&name=fdContent","2005-10-13"
"[藥物食品安全週報第50期]--服用A酸要檢查肝功能 孕婦禁用/水就是水 勿迷失於科技化名稱/防制黑心食品大家一起來","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=202&chk=BCAB0073-73DD-4870-8C6C-3A3FAEE14614&mid=138&name=fdContent","2006-08-31"
"[藥物食品安全週報第51期]--含砷土壤農作物已監測/當心安眠不成反傷身/長期使用浣腸球/主動索取處方箋","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=203&chk=BD3540FD-17B2-4EF6-A707-CC8A0AB5EA31&mid=138&name=fdContent","2006-09-07"
"[藥物食品安全週報第52期]--吃生蠔潛在風險/避免以PVC保鮮膜包覆食品加熱/多重用藥 /小小營養「獅」樂園","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=204&chk=979D3769-D294-4374-9F92-006649C0928F&mid=138&name=fdContent","2006-09-14"
"[藥物食品安全週報第53期]--美國進口菠菜產品疑遭O157：H7型大腸桿菌污染/迎中秋/安心飲用包裝水及盛裝飲用水","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=205&chk=5DDD0488-CB91-4F84-AF44-7FB9CF8D47F7&mid=138&name=fdContent","2006-09-21"
"[藥物食品安全週報第54期]--SK-Ⅱ化粧品檢驗結果/嬰幼兒不宜服用含可待因藥品/美進口疑遭污染菠菜未檢出致病性大腸桿菌/流感疫苗接種","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=206&chk=E5EF83C6-0CA1-484D-A6F4-EAA4AC0434E4&mid=138&name=fdContent","2006-09-28"
"[藥物食品安全週報第55期]--市售茶品殘留農藥/「保濟丸」等10種香港中成藥未獲我國GMP認證/勿輕信大腸水療/慶中秋","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=207&chk=C6D39851-0AC5-4AE6-92E1-7B1D33A21082&mid=138&name=fdContent","2006-10-05"
"[藥物食品安全週報第56期]--我國未進口美涉含肉毒桿菌胡蘿蔔汁/初步查證未進口美疑遭污染綠葉萵苣/抗生素濫用/由烤肉架談鋅","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=208&chk=FAA4BEA2-2C53-4102-AF15-50327CC09818&mid=138&name=fdContent","2006-10-12"
"[藥物食品安全週報第57期]--戴奧辛超量金鮫牌魚肝油/勿買無許可字號體脂計/由蜆精談營養補充品/抗生素眼藥水品質調查","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=209&chk=046F63EE-8216-4F28-B3A5-5A5032EFF24C&mid=138&name=fdContent","2006-10-19"
"[藥物食品安全週報第58期]--含禁藥大閘蟹 禁「蟹」不敏/小心「吊大筒」可能傷身/消費者資訊 ｅ網打盡","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=210&chk=A5B20C4E-6956-4392-8EC8-E106BE38C5DE&mid=138&name=fdContent","2006-10-26"
"[藥物食品安全週報第59期]--購物頻道違規廣告以宣稱減肥瘦身最多/我國未進口美國疑遭李斯特菌污染蛋黃醬產品/流感疫苗","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=211&chk=30E38E9E-2393-4CF2-AAAB-0964D1B5FCF5&mid=138&name=fdContent","2006-11-02"
"[藥物食品安全週報第5期]--八角不等於「克流感」正確認識禽流感之防治/非法藥物廣告現形記/面對禽流感 你準備好了嗎?","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=157&chk=79EBA046-C4C8-412E-A3A1-92D64C56F45E&mid=138&name=fdContent","2005-10-20"
"[藥物食品安全週報第60期]-- 反式脂肪酸/嚴格規範 民眾使用中藥更安心！/看清奶粉罐蓋有錫脫落嗎？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=212&chk=102977E7-F6F6-40A5-B975-79AA18A8E4EF&mid=138&name=fdContent","2006-11-09"
"[藥物食品安全週報第61期]--口服terbinafine成分抗黴菌藥品/「肥氣丸」非減肥藥/勤洗手預防類諾瓦克病毒感染","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=213&chk=68D5A1DB-C6D5-4198-9A5F-23A1BC53348C&mid=138&name=fdContent","2006-11-16"
"[藥物食品安全週報第62期]--「克流感」須加警語/類固醇惹出骨質疏鬆症/美白面膜潛藏「對苯二酚」","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=214&chk=992C6E15-CBA1-4953-A86C-D7D830386898&mid=138&name=fdContent","2006-11-23"
"[藥物食品安全週報第63期]--阿斯匹靈用藥常識/不法藥物報您知/儲存骨本/停止使用「全能」問題批號隱形眼鏡藥水","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=215&chk=AA292698-1747-4B61-81B8-8328E3963964&mid=138&name=fdContent","2006-11-30"
"[藥物食品安全週報第64期]-- 拒當大藥罐系列報導 (一) /衛生署「藥物資訊網」開張/勿食用發芽馬鈴薯/泰國泰寶寧草藥產品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=216&chk=879CBAAE-210C-4F43-97B4-E6DD131238A3&mid=138&name=fdContent","2006-12-07"
"[藥物食品安全週報第65期]--拒當「大藥罐」系列報導 (二) 打破胃藥的迷失/不要惹「麻」煩/安心又健康的冬令進補","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=217&chk=069076D6-E4EA-4CAE-BCCF-3D05DD0412B0&mid=138&name=fdContent","2006-12-14"
"[藥物食品安全週報第66期]--拒當「大藥罐」系列報導 (三) 止痛藥停看聽/紅外線熱療儀/部分巴西蘑菇重金屬過高","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=218&chk=C5FE239E-75E2-4E94-AE2A-60C5B5A7F621&mid=138&name=fdContent","2006-12-21"
"[藥物食品安全週報第67期]-- 瀝青鴨事件/拒當「大藥罐」系列報導 (四) 減肥藥知多少/子宮頸癌防治新里程碑–疫苗上市了","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=219&chk=9D216F37-AD88-46BF-9E91-9D8C33624263&mid=138&name=fdContent","2006-12-28"
"[藥物食品安全週報第68期]--小心使用中藥貼布/食在健康 防癌有方/使用血糖計注意度量單位","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=220&chk=4EFB3476-AA95-4E88-9D3C-095FE52E8742&mid=138&name=fdContent","2007-01-04"
"[藥物食品安全週報第69期]-- 找出食物過敏原/性不性由你/冬季腹瀉的禍首--輪狀病毒發威","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=221&chk=7697DA1E-EBC4-4233-881C-E0C383A9FCAF&mid=138&name=fdContent","2007-01-11"
"[藥物食品安全週報第6期]--預防與治療流感的藥物/「聽廣播買藥」要小心/認識健康食品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=158&chk=AA7ECF87-A1B0-4C1C-82DD-8EEA6E0034A2&mid=138&name=fdContent","2005-10-27"
"[藥物食品安全週報第70期]-- 認識防腐食物聰明選購/慎用安眠藥/誇大不實減肥瘦身廣告多","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=222&chk=C3349294-678A-4710-A8FB-E88651C63095&mid=138&name=fdContent","2007-01-18"
"[藥物食品安全週報第71期]-- 禽流感防治/有機食品知多少/誇大功能食品摻加壯陽西藥成分","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=223&chk=B43F11FD-D253-4995-9EFD-A11B0730CCE8&mid=138&name=fdContent","2007-01-25"
"[藥物食品安全週報第72期]--為「健康食品」驗明正身/秋冬殺手『諾羅病毒』又來了/明辨中藥製劑是否變質","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=224&chk=914051F1-E853-45F8-AC2B-E78C85AB4D3E&mid=138&name=fdContent","2007-02-01"
"[藥物食品安全週報第73期]--問題有機米已處理/聰明選購年貨/『過年期間慢性病用藥您準備了沒』","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=225&chk=A5A380AD-DF87-45BC-9BAF-974C845C71B9&mid=138&name=fdContent","2007-02-08"
"[藥物食品安全週報第74期]--天天五蔬果及四少加一多/新食器時代(一)/慎用含Pimecrolimus或Tacrolimus成分皮膚外用藥劑","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=226&chk=F0131388-3A5A-48BE-84D9-578FB2CAD6BF&mid=138&name=fdContent","2007-02-15"
"[藥物食品安全週報第75期]--打造食品衛生安全網 (一)/新食器時代(二/)年節後的養生之道","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=227&chk=05C86C64-02A3-462F-95BA-9CF13C72AADE&mid=138&name=fdContent","2007-02-22"
"[藥物食品安全週報第76期]-- 觀察接種輪狀病毒疫苗後有無異狀/打造食品衛生安全網(二)/中藥用藥安全你我ㄧ起把關","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=228&chk=7B0043D5-05E0-408B-91DA-0F42102EC035&mid=138&name=fdContent","2007-03-01"
"[藥物食品安全週報第77期]--「綠牡蠣」不敢茍「銅」/「毒品」減肥失健康/九層塔黃樟素","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=229&chk=63484C4C-DC67-4E11-9E75-4BF094134307&mid=138&name=fdContent","2007-03-08"
"[藥物食品安全週報第78期]---勿購服來路不明中成藥及誇大不實產品/人類乳突病毒與子宮頸癌關係/熟食 --避免腸道傳染病感染","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=230&chk=0CF0BE67-6671-4A9A-9F0C-9983B37A85F1&mid=138&name=fdContent","2007-03-15"
"[藥物食品安全週報第79期]--注意第二型糖尿病治療藥物rosiglitazone與pioglitazone風險/安眠藥應加警語/咖啡族不可不知","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=231&chk=E6FD499B-DDEC-411B-81A4-CB39CF5C36BD&mid=138&name=fdContent","2007-03-22"
"[藥物食品安全週報第7期]-- 勿信偏方 正確防治最重要/拒買來路不明化妝品/超過「衛生標準」不等於「健康危害」！","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=159&chk=D2114A17-5DB5-49BE-812A-530D94EA5B13&mid=138&name=fdContent","2005-11-03"
"[藥物食品安全週報第80期]--勿將食品直接置於餐盤墊紙上食用/認識肝病小心預防/確立「三減」反毒政策","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=232&chk=5E69CE11-B4BB-42D3-AB7A-097E215B965D&mid=138&name=fdContent","2007-03-29"
"[藥物食品安全週報第81期]--娃娃鏡片不宜長時間配戴/用藥風險報您知/藥癮戒治--替代療法","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=233&chk=C664E3CB-0DDE-4D9E-918A-BE349455F4B4&mid=138&name=fdContent","2007-04-05"
"[藥物食品安全週報第82期]--牢記五不原則 拒買誇大不實食品/蔬果殘留農藥檢驗結果出爐了/美白針的省思","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=234&chk=7B3156EF-1310-489F-B602-58CEFF2E2F8B&mid=138&name=fdContent","2007-04-12"
"[藥物食品安全週報第83期]--聯手打擊不法藥物/別被「大分子玻尿酸」亂整/克流感藥品仿單須加註警語","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=235&chk=56D17E6A-C624-4117-9E4A-FFB0118DBCBB&mid=138&name=fdContent","2007-04-19"
"[藥物食品安全週報第84期]--嚴重焦慮、失眠請就醫，切勿私自購藥服用/正確使用中草藥/國際認定檳榔子是第一類致癌物","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=236&chk=F491B3C5-0AEE-45D1-A2F3-B4C88C852DD3&mid=138&name=fdContent","2007-04-26"
"[藥物食品安全週報第85期]--醫師應謹慎評估骨關節炎藥物etolicoxib用藥風險與效益/請自備筷子/不要服用來路不明減肥藥","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=237&chk=23E7646D-873C-41C4-A7A7-74B2263DAC0E&mid=138&name=fdContent","2007-05-03"
"[藥物食品安全週報第86期]--ResMed公司主動回收S8系列「連續正壓呼吸器」/不明中藥易摻雜西藥/毛髮檢驗毒品","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=238&chk=BC97D618-3EBF-41AF-B93F-38AB366FCF23&mid=138&name=fdContent","2007-05-10"
"[藥物食品安全週報第87期]--提防中國黑心糖漿/多重用藥風險/包裝果蔬汁標示原汁比率","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=239&chk=D9D86DCB-CB01-47C2-930D-44DB5EA294BC&mid=138&name=fdContent","2007-05-17"
"[藥物食品安全週報第88期]--國際母乳代用品行銷守則/全國藥物不良反應通報系統/標榜濃、醇、香鮮乳，可能暗藏危機？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=240&chk=5E00193A-3D10-4ED0-825F-37DCF047555E&mid=138&name=fdContent","2007-05-24"
"[藥物食品安全週報第89期]-- 「全能水潤配方多功能保養液」全面下架回收/日本麻疹疫情再現/正確使用隱形眼鏡","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=241&chk=6FA050FF-3698-4141-BC3A-C99B2BB64F97&mid=138&name=fdContent","2007-05-31"
"[藥物食品安全週報第8期]--勿當DIY化妝品白老鼠，小心傷身又毀容！/胃藥的迷思/破解違規「食品」廣告七招式","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=160&chk=D12431EF-DE22-4A19-88CD-519E1C6BCA5F&mid=138&name=fdContent","2005-11-10"
"[藥物食品安全週報第90期]--什麼是毒品「減害計畫」？/服藥喝開水最「速配」/按時接種百日咳疫苗","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=242&chk=A53B862F-8E26-4B45-8180-AF977FFFAC12&mid=138&name=fdContent","2007-06-07"
"[藥物食品安全週報第91期]--端午「包粽」，「衛生第一」/不要買來路不明之偽中藥，以免花錢又傷身/飛蚊擾民，慎選防蚊液","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=243&chk=8D4494FF-D9FB-47D8-B592-0BF5B0F05D5F&mid=138&name=fdContent","2007-06-14"
"[藥物食品安全週報第92期]--蔬果殘留農藥監測，民眾安全有保障/總生菌數非礦泉水之管制項目/痠痛藥膏為何成了劊子手？","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=244&chk=16E5959E-9711-410F-9CCF-6408E5C01066&mid=138&name=fdContent","2007-06-21"
"[藥物食品安全週報第93期]--接種疫苗 仍有可能再度感染麻疹/「毒品危害防制中心」/紅潮和食品安全的關係","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=245&chk=14254B4C-6082-46A0-BF16-8CD366AE5721&mid=138&name=fdContent","2007-06-28"
"[藥物食品安全週報第94期]--過期藥品大掃除/致命「火狐狸」，民眾勿輕忽/食品標示原產地，消費權益更有保障","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=246&chk=7C023F4A-F7FC-47EF-B843-185AF95E5552&mid=138&name=fdContent","2007-07-05"
"[藥物食品安全週報第95期]-- 遠離狂牛症的良方/認明清潔劑是否含有壬基苯酚類化合物/芬靜脈注射劑應避免與含鈣溶液產品併用","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=247&chk=50DE3D4A-7BD4-4A61-9C1F-7E1D7DB76E06&mid=138&name=fdContent","2007-07-12"
"[藥物食品安全週報第96期]--停止使用中國大陸產製含乙二醇的牙膏/燕窩真假難辨？/勿輕忽大麻危害","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=248&chk=1FCCDE54-0804-4558-807A-6F97933ED216&mid=138&name=fdContent","2007-07-19"
"[藥物食品安全週報第97期]-- 瘦肉精說分明/大閘蟹旺季來臨 嚴加管控/認識臍帶血","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=249&chk=B316C3A3-26F9-4CA2-A0E7-9443992CCEED&mid=138&name=fdContent","2007-07-26"
"[藥物食品安全週報第98期]--藥癮替代療法事半功倍/安全吃魚Q&A","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=250&chk=36443F25-E886-44E9-8061-29DBEFC09AC6&mid=138&name=fdContent","2007-08-02"
"[藥物食品安全週報第99期]--下架回收非法瑪迪芙化粧品/杜絕肉品不法用藥情形/注意嬰幼兒及兒童外用藥成分","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=251&chk=687624AF-C650-4385-9B5F-0C7D33F464F9&mid=138&name=fdContent","2007-08-09"
"[藥物食品安全週報第9期]-- 火鍋料添加防腐劑與色素，安全嗎？/牛肉與「狂牛症」（一）","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=161&chk=49AFD3AA-FA2E-46F8-A5FD-487B46236C1A&mid=138&name=fdContent","2005-11-17"
"【藥物食品安全週報第418期】--一、動物生病沒藥醫疑慮之說明 二、勿輕信泰國水果罐頭疑遭愛滋病患者血液汙染之謠言 三、啟動生醫園區醫療器材法規諮詢駐點服務、四、正確選購使用紅外線耳溫槍","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=628&chk=94D8B734-E4C1-4EB2-9D54-B36DAE9CF01F&mid=138&name=fdContent","2013-09-18"
"【藥物食品安全週報第458期 - 一、包裝的果蔬汁及乳品 標示規定新上路！ 二、藥師擔任守門員 保障用藥安全 三、推動西藥廠符合PIC/S GMP 查廠流程】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=671&chk=40D8282B-179E-42BF-BFD8-5D72CD205810&mid=138&name=fdContent","2014-06-27"
"【藥物食品安全週報第459期 - 一、上「食用玩家」FB闖關 按讚分享抽大獎 二、旅遊常備藥 隨身4法寶 三、認識「FDA實驗室認證標章」】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=672&chk=87AB8CE1-8E2A-435F-B7CC-12B4B6BE3212&mid=138&name=fdContent","2014-07-04"
"【藥物食品安全週報第460期 - 一、防曬123 保您不曬傷 二、農藥殘留監測把關 食用蔬果更安全 三、娛樂場所「藥」小心！ 避免藥物濫用傷身】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=673&chk=821D160D-F39C-4C93-A730-03D953149CF8&mid=138&name=fdContent","2014-07-11"
"【藥物食品安全週報第461期 - 一、塑膠容器標示清 輕鬆選購食安心 二、保險套可網購 要「性」福不要病 三、「醫材超人養成計畫」 認識醫材抽大獎！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=675&chk=B68481B8-3000-4BD6-894E-0387B599BB71&mid=138&name=fdContent","2014-07-18"
"【藥物食品安全週報第462期 - 二、食藥稽查戰隊成軍 全台連線打擊不法 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=677&chk=0224153F-01EE-441F-B99C-FB4653E5275A&mid=138&name=fdContent","2014-07-25"
"【藥物食品安全週報第462期 - 一、颱風季節 注意飲食衛生】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=676&chk=DB28D58B-155C-4EBB-B0A2-1C2803667150&mid=138&name=fdContent","2014-07-25"
"【藥物食品安全週報第462期 -三、藥品GMP/GDP把關 防堵偽藥加速回收】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=678&chk=ED19212E-F2A9-4B53-A1E0-2E359E2B829C&mid=138&name=fdContent","2014-07-25"
"【藥物食品安全週報第463期 -一、父親節選購血壓計，要「認證照、看說明」】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=680&chk=E0476AF4-1ACB-47EB-8CA2-91337A8FDC21&mid=138&name=fdContent","2014-08-01"
"【藥物食品安全週報第463期 -二、食品安全資料應用創新競賽開跑了！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=681&chk=77A9EA86-CA24-441E-B9C4-A6845DC183B5&mid=138&name=fdContent","2014-08-01"
"【藥物食品安全週報第463期 -三、選購「健康食品」認清標章】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=682&chk=F19B7601-98B7-4E00-A90C-50E468D54A23&mid=138&name=fdContent","2014-08-01"
"【藥物食品安全週報第463期 -五、出國購買食品 查驗規定報你知】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=684&chk=D308743A-AE44-47A5-A339-05D47E2B2155&mid=138&name=fdContent","2014-08-01"
"【藥物食品安全週報第463期 -四、挑選化粧品5要訣】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=683&chk=617F826A-F4C9-4664-ABE7-D48791FE8E5F&mid=138&name=fdContent","2014-08-01"
"【藥物食品安全週報第464期 -一、使用熱敷墊8禁忌 睡眠時及嬰兒勿用】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=685&chk=EDBD2824-9041-4173-90CC-F44462FA9868&mid=138&name=fdContent","2014-08-08"
"【藥物食品安全週報第464期 -二、中元普渡備供品 吃得衛生最保庇 】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=686&chk=6514C155-B706-477C-818B-7868B286C86A&mid=138&name=fdContent","2014-08-08"
"【藥物食品安全週報第464期 -三、肉品工廠聯合稽查啟動】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=687&chk=78D59137-2DB7-409D-B6CA-1E773A5CC497&mid=138&name=fdContent","2014-08-08"
"【藥物食品安全週報第464期 -五、嬰兒食品類衛生標準修正 守護寶貝健康】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=689&chk=007F10AE-AB74-4144-9C68-831C45AA73DF&mid=138&name=fdContent","2014-08-08"
"【藥物食品安全週報第464期 -四、銀髮族用「藥」安全法寶】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=688&chk=EB4CB338-79A0-4917-98FF-B5915AC68E5D&mid=138&name=fdContent","2014-08-08"
"【藥物食品安全週報第465期 -一、壯陽減肥不「藥」急】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=690&chk=5FCD4484-CDE4-4787-BEED-9ACDC5E89961&mid=138&name=fdContent","2014-08-15"
"【藥物食品安全週報第465期 -二、抗痘產品 測試防過敏】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=691&chk=63F1F47D-88D9-4324-8092-F0DA429736B7&mid=138&name=fdContent","2014-08-15"
"【藥物食品安全週報第465期 -三、雙手清潔 衛生保安康】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=692&chk=02401837-87F5-474D-9E81-D5C48750E0DB&mid=138&name=fdContent","2014-08-15"
"【藥物食品安全週報第465期 -五、藥品仿單標示賦形劑 安全有保障】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=694&chk=49973C99-7266-4E56-946C-52E8FD7C02D3&mid=138&name=fdContent","2014-08-15"
"【藥物食品安全週報第465期 -四、不鏽鋼含錳 謹慎選用澈底清洗】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=693&chk=2BA1AD31-5D95-4773-B591-F7F6B3081CD3&mid=138&name=fdContent","2014-08-15"
"【藥物食品安全週報第466期 -一、選對外食 不卡油】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=695&chk=10862F36-0409-4A02-AA02-B8E588751438&mid=138&name=fdContent","2014-08-22"
"【藥物食品安全週報第466期 -二、人體代謝好幫手--維生素】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=696&chk=C309868D-8AD4-430A-8E33-9264332649AA&mid=138&name=fdContent","2014-08-22"
"【藥物食品安全週報第466期 -三、正確用藥 更安眠】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=697&chk=0B03AC2F-B343-4A05-BE17-1A841378C736&mid=138&name=fdContent","2014-08-22"
"【藥物食品安全週報第466期 -五、食品業者「非登不可」 食安防護更完整】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=699&chk=992BFDED-73C1-4927-9EA5-C15EE2E1A8D1&mid=138&name=fdContent","2014-08-22"
"【藥物食品安全週報第466期 -四、化粧品三氯沙限量規定與國際同步】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=698&chk=8D39549D-8EBF-40F2-B69A-3125E76D53F6&mid=138&name=fdContent","2014-08-22"
"【藥物食品安全週報第467期 -一、健康烤肉趣 秋節FUN輕鬆】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=700&chk=1BE54FA6-9595-4CEE-A05B-463FDDE4ABB9&mid=138&name=fdContent","2014-08-29"
"【藥物食品安全週報第467期 -二、啟動食安教育 賣場用心 顧客安心】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=701&chk=7C0A7945-D512-489E-9F65-EF64C21D1046&mid=138&name=fdContent","2014-08-29"
"【藥物食品安全週報第467期 -三、確保製藥品質 PIC/S GMP是關鍵】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=702&chk=15BB1AAC-040F-451A-8F28-96C247190940&mid=138&name=fdContent","2014-08-29"
"【藥物食品安全週報第467期 -五、別碰「大麻」煩！】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=704&chk=677D753C-BBFA-4E9B-B56E-5DC7E3643BAC&mid=138&name=fdContent","2014-08-29"
"【藥物食品安全週報第467期 -四、外食慎選優良「胃」管家】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=703&chk=7E3ADC7B-42B2-4674-8A17-13122C2E81E5&mid=138&name=fdContent","2014-08-29"
"【藥物食品安全週報第468期 -一、認識聲音小天使-助聽器】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=705&chk=9A7747B2-DEE8-47E5-8CE8-5D7166D1B8C8&mid=138&name=fdContent","2014-09-05"
"【藥物食品安全週報第468期 -二、食安科學偵探解密之旅】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=706&chk=82761844-6F5C-4B5A-A037-95E1EB9CF775&mid=138&name=fdContent","2014-09-05"
"【藥物食品安全週報第468期 -三、當心痛風藥的不良反應】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=707&chk=685E4D36-06C4-40D5-A406-48BE3C671E2F&mid=138&name=fdContent","2014-09-05"
"【藥物食品安全週報第468期 -五、啟動回收 劣質油OUT!】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=709&chk=29FA8488-579E-4B43-8017-1DB4C5BEF6D8&mid=138&name=fdContent","2014-09-05"
"【藥物食品安全週報第468期 -四、誤食姑婆芋中毒麻痺 別碰不明食物】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=708&chk=1C671BF5-2015-4A52-8FD1-DA631DFC3BC1&mid=138&name=fdContent","2014-09-05"
"【藥物食品安全週報第469期 -一、守護食安大作戰!!】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=710&chk=1C006ACE-C6A7-415B-B81E-2726BA3E6465&mid=138&name=fdContent","2014-09-12"
"【藥物食品安全週報第469期 二、劣質豬油事件 問與答】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=711&chk=E9599EAE-3E63-4A57-84FA-657727F3E7CB&mid=138&name=fdContent","2014-09-12"
"【藥物食品安全週報第470期 一、加強「原」端管控 不合格原料及產品將重罰】","http://www.fda.gov.tw/tc/includes/GetFile.ashx?id=713&chk=8526D94A-9ADE-4C04-A622-B3631D54AD80&mid=138&name=fdContent","2014-09-19"
