年度,月份,分類,檢體名稱,農藥殘留量,抽樣衛生局,抽樣地點
"106","07~08","果菜類","辣椒","合格","金門縣衛生局","全聯實業股份有限公司金門慈湖分公司/金門縣金寧鄉下埔下56-1號"
"106","07~08","果菜類","彩椒","合格","雲林縣衛生局","大潤發流通事業股份有限公司斗南分公司/雲林縣斗南鎮西歧里文化街119巷21號1樓"
"106","07~08","果菜類","甜椒","合格","雲林縣衛生局","李正喜/雲林縣西螺鎮果菜市場第1棟26號"
"106","07~08","果菜類","甜椒-水果彩椒","合格","高雄市政府衛生局","全聯福利中心(華夏店)/高雄市鼓山區華夏路176號"
"106","07~08","果菜類","甜椒-青椒","合格","高雄市政府衛生局","全聯福利中心(華夏店)/高雄市鼓山區華夏路176號"
"106","07~08","果菜類","紅甜椒","合格","高雄市政府衛生局","自由農產行/高雄市左營區自由三路261號"
"106","07~08","果菜類","彩色甜椒","芬普尼Fipronil 0.078 (不符使用規定)","高雄市政府衛生局","愛國百貨股份公司和平分公司/高雄市苓雅區和平一路256-2號1樓"
"106","07~08","果菜類","甜椒","合格","高雄市政府衛生局","昌集商行(大港超市)/高雄市旗津區中洲三路476號"
"106","07~08","果菜類","甜椒-彩色甜椒","合格","高雄市政府衛生局","全聯實業股份有限公司高雄小港分公司/高雄市小港區小港路150-3號1樓"
"106","07~08","果菜類","彩椒","合格","高雄市政府衛生局","康您事業開發股份有限公司/高雄市岡山區碧紅里大仁北路363號"
"106","07~08","果菜類","善美的有機茄子","合格","高雄市政府衛生局","全聯實業股份有限公司高雄路竹分公司/高雄市路竹區竹南村中正路180號"
"106","07~08","果菜類","甜椒","合格","屏東縣政府衛生局","凱撒大飯店/屏東縣恆春鎮墾丁路6號"
"106","07~08","果菜類","辣椒","合格","屏東縣政府衛生局","凱撒大飯店/屏東縣恆春鎮墾丁路6號"
"106","07~08","果菜類","小辣椒","合格","屏東縣政府衛生局","814生鮮超市廣東路店(速坡比有限公司)/屏東縣屏東市廣東路87號"
"106","07~08","果菜類","辣椒","合格","雲林縣衛生局","千葉火鍋(斗六店)/雲林縣斗六市民生南路182號"
"106","07~08","果菜類","彩色甜椒","合格","苗栗縣政府衛生局","竹苗區聯盟生鮮超市-三義/苗栗縣三義鄉廣盛村中正路80號"
"106","07~08","果菜類","洛神花","合格","高雄市政府衛生局","略平方行銷有限公司/高雄市左營區翠華路1435號"
"106","07~08","果菜類","生機枸杞","賜派芬Spirodiclofen 0.19 (不符使用規定)","高雄市政府衛生局","文殊堂藥局/高雄市甲仙區文化路22號"
"106","07~08","果菜類","有機枸杞","合格","高雄市政府衛生局","便利購三民建工店/高雄市三民區建工路497號"
"106","07~08","果菜類","有機漢方枸杞","合格","高雄市政府衛生局","統健實業股份有限公司-中正門市/高雄市新興區中正三路69號"
"106","07~08","果菜類","枸杞","合格","高雄市政府衛生局","高雄市前鎮區佛公國民小學(公辦公營)/高雄市前鎮區后平路135號"
"106","07~08","果菜類","生機枸杞","合格","高雄市政府衛生局","禾生堂蔘藥房/高雄市燕巢區南燕村中興路55號"
"106","07~08","果菜類","洛神花","合格","高雄市政府衛生局","全聯實業股份有限公司/高雄市阿蓮區民族路38巷13號"
"106","07~08","果菜類","枸杞","合格","高雄市政府衛生局","全聯實業股份有限公司茄萣仁愛分公司/高雄市茄萣區仁愛路二段167號"
"106","07~08","果菜類","枸杞","合格","高雄市政府衛生局","家福股份有限公司愛河店/高雄市三民區河東路356號"
"106","07~08","果菜類","阿囉哈生機枸杞","合格","高雄市政府衛生局","臻德生藥科技有限公司/高雄市三民區遼北街170號.辦公室美都路300巷56號"
"106","07~08","果菜類","枸杞","合格","高雄市政府衛生局","界順貿易有限公司/高雄市三民區四平路28號"
"106","07~08","果菜類","枸杞","合格","高雄市政府衛生局","義昌生物科技有限公司/高雄市鼓山區綠川里河川街76巷6弄2-1號1樓"
"106","07~08","果菜類","彩椒","可尼丁Clothianidin 0.10 (0.05)","臺北市政府衛生局","新鮮水果行(西湖市場61號)/臺北市內湖區內湖路1段285號"
"106","07~08","果菜類","彩色甜椒","合格","苗栗縣政府衛生局","全聯(竹南公義分公司)/苗栗縣竹南鎮大埔里公義路1146號"
"106","07~08","果菜類","彩色甜椒(桃太郎)","合格","基隆市政府衛生局","順元行(果菜市場第63號第11柱右方)/基隆市安樂區麥金路127巷8-1號果菜市場第11柱右方"
"106","07~08","果菜類","牛蕃茄","合格","基隆市政府衛生局","進吉行(果菜市場)/基隆市安樂區麥金路127巷8-1號果菜市場"
"106","07~08","果菜類","善美的有機黃秋葵","合格","基隆市政府衛生局","全聯實業股份有限公司暖暖分公司/基隆市暖暖區暖暖街246巷166號一樓及地下一樓"
"106","07~08","果菜類","青椒","合格","基隆市政府衛生局","滿滿炭火燒肉店/基隆市仁愛區愛二路23號1樓"
"106","07~08","果菜類","辣椒","合格","桃園市政府衛生局","家樂福(中壢店)/桃園市中壢區中山東路二段510號"
"106","07~08","果菜類","朝天椒","治滅寧Tetramethrin 0.07 (不符使用規定)","桃園市政府衛生局","家樂福中壢店/桃園市中壢區中山東路二段510號"
"106","07~08","果菜類","甜椒(青椒)","合格","桃園市政府衛生局","家樂福(中壢店)/桃園市中壢區中山東路二段510號"
"106","07~08","果菜類","甜椒-彩色甜椒","合格","桃園市政府衛生局","JASONS Market Place(桃園新天地)/桃園市桃園區同德五街63、65號1、2F"
"106","07~08","果菜類","蕃茄","合格","連江縣衛生福利局","大眾商店/連江縣南竿鄉介壽村359號"
"106","07~08","果菜類","甜椒","合格","雲林縣衛生局","李正喜/雲林縣西螺鎮果菜市場第1棟26號"
"106","07~08","果菜類","秋葵","合格","雲林縣衛生局","全聯雲林斗南分公司/雲林縣斗南鎮東仁里12鄰中山路32巷6號1樓"
"106","07~08","果菜類","茄子","合格","雲林縣衛生局","全聯雲林斗南分公司/雲林縣斗南鎮東仁里12鄰中山路32巷6號1樓"
"106","07~08","果菜類","青椒","合格","雲林縣衛生局","台灣糖業股份有限公司量販事業部北港量販店/雲林縣北港鎮華南路101號"
"106","07~08","果菜類","彩色甜椒","合格","臺北市政府衛生局","李建興(蔬果行)/台北市文山區開元街10號"
"106","07~08","果菜類","有機糯米椒","合格","臺北市政府衛生局","棉花田生機園地股份有限公司士林門市/台北市士林區華榮街1號1樓"
"106","07~08","果菜類","大辣椒","合格","新竹縣政府衛生局","極鮮火鍋/新竹縣竹北市縣政二路372號"
"106","07~08","果菜類","小辣椒","普硫松Prothiofos 0.02 (不得檢出)","新竹縣政府衛生局","極鮮火鍋竹北店/新竹縣竹北市縣政2路372號"
"106","07~08","果菜類","牛番茄","合格","臺東縣衛生局","員侯蔬菜號/台東縣台東市濟南路61巷180號"
"106","07~08","果菜類","牛番茄","合格","臺東縣衛生局","員莊蔬菜號/台東縣台東市濟南街61巷180號"
"106","07~08","果菜類","有機辣椒","合格","新竹縣政府衛生局","棉花田生機園地股份有限公司竹北文興門市/新竹縣竹北市文興路一段17號、19號1樓"
"106","07~08","果菜類","秋葵","合格","臺南市政府衛生局","全聯實業股份有限公司台南小東分公司/台南市東區小東路246號1、2樓"
"106","07~08","果菜類","有機茄子","合格","臺南市政府衛生局","(家福)便利購台南開元店/台南市北區開元路501號503號505號507號"
"106","07~08","果菜類","牛心番茄","合格","澎湖縣衛生局","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市文光路85號"
"106","07~08","果菜類","履歷牛心番茄","合格","澎湖縣衛生局","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市文光路85號"
"106","07~08","果菜類","枸杞","合格","臺中市政府衛生局","頂好黎明二分公司/台中市南屯區黎明路二段423號"
"106","07~08","果菜類","有機辣椒","合格","新竹縣政府衛生局","自然法則/新竹縣竹北市文信路371號"
"106","07~08","果菜類","秋葵","合格","連江縣衛生福利局","市攤-陳賽金/連江縣南竿鄉介壽村92號"
"106","07~08","果菜類","牛蕃茄","合格","新竹市衛生局","自然法則國際有限公司/新竹市北區北大路111號"
"106","07~08","果菜類","紅青椒","合格","新竹市衛生局","自然法則國際有限公司/新竹市北區北大路111號"
"106","07~08","果菜類","彩椒","合格","新竹市衛生局","媽媽魚北大店/新竹市北區大同里北大路109號"
"106","07~08","果菜類","甜椒","合格","新竹市衛生局","國防部聯勤司令部副食供應處新竹副供站/新竹市香山區延平路二段6號"
"106","07~08","果菜類","牛番茄","合格","苗栗縣政府衛生局","家福股份有限公司苗栗分公司/苗栗縣苗栗市文聖里國華路599號"
"106","07~08","果菜類","辣椒","合格","宜蘭縣政府衛生局","黃錠安菜攤/宜蘭縣員山鄉大湖路22之16號"
"106","07~08","果菜類","辣椒","芬佈賜Fenbutatin-oxide 0.19 (不得檢出)、氟尼胺Flonicamid 0.13 (不符使用規定)","宜蘭縣政府衛生局","貴蘭蔬菜號/宜蘭縣羅東鎮民生市場146-147號"
"106","07~08","果菜類","青辣椒","合格","金門縣衛生局","有限責任金門縣政府暨所屬機關學校聯合員工消費合作社/金門縣金寧鄉伯玉路1段232-4號"
"106","07~08","果菜類","甜不辣","合格","金門縣衛生局","有限責任金門縣政府暨所屬機關學校聯合員工消費合作社/金門縣金寧鄉伯玉路1段232-4號"
"106","07~08","果菜類","甜椒","合格","金門縣衛生局","金門縣農會特產中心/金門縣金城鎮民生路6號"
"106","07~08","果菜類","甜椒(大同)","合格","金門縣衛生局","金門縣農會特產中心/金門縣金城鎮民生路6號"
"106","07~08","果菜類","海運小辣椒","合格","宜蘭縣政府衛生局","大湖果菜行/宜蘭縣宜蘭市黎明二路1號10攤"
"106","07~08","果菜類","青辣椒","合格","宜蘭縣政府衛生局","大湖果菜行/宜蘭縣宜蘭市黎明二路1號10攤"
"106","07~08","果菜類","大辣椒","合格","宜蘭縣政府衛生局","大湖果菜行/宜蘭縣宜蘭市黎明二路1號10攤"
"106","07~08","果菜類","枸杞","合格","宜蘭縣政府衛生局","恆裕中藥房/宜蘭縣宜蘭市中山路3段240號"
"106","07~08","果菜類","生機枸杞","合格","宜蘭縣政府衛生局","寶元堂蔘藥行/宜蘭縣羅東鎮民生路25號"
"106","07~08","果菜類","枸杞","合格","宜蘭縣政府衛生局","寶元堂蔘藥行/宜蘭縣羅東鎮民生路25號"
"106","07~08","果菜類","甜青椒","合格","屏東縣政府衛生局","內埔地區農會生鮮超市/屏東縣內埔鄉東寧村平昌街1號"
"106","07~08","果菜類","茄子","合格","嘉義市政府衛生局","全聯竹圍門市/嘉義市西區四維路368號"
"106","07~08","果菜類","番茄","合格","臺中市政府衛生局","台灣楓康超市三民店/台中市北區三民路三段345號"
"106","07~08","果菜類","紅黃椒","合格","新竹縣政府衛生局","千葉火鍋竹北店/新竹縣竹北市自強北路20號"
"106","07~08","果菜類","彩色甜椒(黃)","佈飛松Profenophos 1.37 (1.0)、芬普尼Fipronil 0.002 (不符使用規定)","臺北市政府衛生局","永祥蔬果行/台北市南港區同德路77號"
"106","07~08","果菜類","辣椒","合格","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","果菜類","甜椒(青)","合格","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","果菜類","新泰皇枸杞","合格","高雄市政府衛生局","美廉社(三商行股份有限公司)/高雄市前鎮區崗山南街300號"
"106","07~08","果菜類","紅辣椒","合格","嘉義縣衛生局","全聯實業股份有限公司(超市)/嘉義縣梅山鄉梅北村中山路332號"
"106","07~08","果菜類","有機紅辣椒","合格","嘉義縣衛生局","全聯實業股份有限公司(超市)/嘉義縣梅山鄉梅北村中山路332號"
"106","07~08","果菜類","甜椒","合格","臺北市政府衛生局","台北農產運銷股份有限公司第一果菜批發市場/台北市萬華區萬大路533號"
"106","07~08","果菜類","辣椒","合格","澎湖縣衛生局","大億號/澎湖縣馬公市大智街24巷5號"
"106","07~08","果菜類","辣椒","合格","澎湖縣衛生局","西益春蔬菜行/澎湖縣馬公市大智街24巷27弄3號"
"106","07~08","果菜類","秋葵","合格","連江縣衛生福利局","市攤-劉好金/連江縣南竿鄉介壽村100號"
"106","07~08","果菜類","紅辣椒","撲克拉Prochloraz 0.09 (不符使用規定)","桃園市政府衛生局","全聯楊梅新農分公司/桃園市楊梅區新農街17號"
"106","07~08","果菜類","甜椒","合格","連江縣衛生福利局","鮮集斯/連江縣南竿鄉介壽村84號"
"106","07~08","果菜類","甜椒","合格","高雄市政府衛生局","高雄商旅/高雄市新興區民族二路33號"
"106","07~08","果菜類","蕃茄","合格","高雄市政府衛生局","老先覺/高雄市大寮區鳳林四路12號"
"106","07~08","果菜類","甜椒","合格","高雄市政府衛生局","小牧人異國料理餐廳/高雄市路竹區民強街12號"
"106","07~08","瓜菜類","大黃瓜","合格","嘉義市政府衛生局","全聯友愛分公司/嘉義市西區友愛路402-406號1樓"
"106","07~08","瓜菜類","扁蒲","合格","雲林縣衛生局","全聯實業股份有限公司雲林斗六分公司/雲林縣斗六市莊敬路43號"
"106","07~08","瓜菜類","絲瓜","合格","基隆市政府衛生局","胡弄壽喜燒/基隆市仁愛區愛二路45號2樓"
"106","07~08","瓜菜類","南瓜","合格","雲林縣衛生局","王美惠/雲林縣西螺鎮果菜市場第三棟670號"
"106","07~08","瓜菜類","小黃瓜","合格","新北市政府衛生局","微笑蔬果/新北市泰山區明志路2段87號"
"106","07~08","瓜菜類","小黃瓜","合格","新北市政府衛生局","無市招攤商(鶯歌公有市場)/新北市鶯歌區建國路106號"
"106","07~08","瓜菜類","產銷履歷小黃瓜","合格","新北市政府衛生局","好市多/新北市中和區中山路2段347號2、3樓"
"106","07~08","瓜菜類","佛手瓜","合格","雲林縣衛生局","里仁事業股份有限公司斗六分公司/雲林縣斗六市慶生路8號1樓"
"106","07~08","瓜菜類","苦瓜","合格","雲林縣衛生局","里仁事業股份有限公司斗六分公司/雲林縣斗六市慶生路8號1樓"
"106","07~08","瓜菜類","有機花胡瓜","合格","臺南市政府衛生局","全聯實業股份有限公司台南小東分公司/台南市東區小東路246號1、2樓"
"106","07~08","瓜菜類","苦瓜","合格","嘉義市政府衛生局","全聯竹圍門市/嘉義市西區四維路368號"
"106","07~08","瓜菜類","胡瓜溫室小黃瓜","合格","臺中市政府衛生局","全聯實業股份有限公司台中青海分公司/台中市西屯區河南路二段466號"
"106","07~08","瓜菜類","胡瓜-花胡瓜","合格","臺中市政府衛生局","台灣楓康超市三民店/台中市北區三民路三段345號"
"106","07~08","瓜菜類","有機小黃瓜","合格","嘉義縣衛生局","台糖蜜鄰便利超市/嘉義縣太保市安仁里嘉朴東路一段108號~110號"
"106","07~08","瓜菜類","有機小黃瓜(300g)","合格","基隆市政府衛生局","全聯福利中心信義店/基隆市信義區義六路5-1號B1"
"106","07~08","瓜菜類","絲瓜","合格","連江縣衛生福利局","市攤-陳秀金/連江縣南竿鄉復興村174號"
"106","07~08","瓜菜類","小黃瓜","合格","連江縣衛生福利局","市攤-陳法清/連江縣南竿鄉介壽村314號"
"106","07~08","瓜菜類","有機絲瓜","合格","苗栗縣政府衛生局","家福股份有限公司苗栗分公司/苗栗縣苗栗市文聖里國華路599號"
"106","07~08","瓜菜類","小黃瓜","合格","高雄市政府衛生局","旗津道酒店/高雄市旗津區旗津三路1050號2,3F"
"106","07~08","瓜菜類","小黃瓜","合格","高雄市政府衛生局","永豐餘商行〈貴族世家牛排〉/高雄市小港區宏平路87號"
"106","07~08","瓜菜類","小黃瓜","合格","高雄市政府衛生局","KCA岡大匯館/高雄市岡山區維新東街51號"
"106","07~08","豆菜類","敏豆","可尼丁Clothianidin 0.03 (0.02)","雲林縣衛生局","益民果菜行(廖良旻)/雲林縣西螺鎮果菜市場第一棟18號"
"106","07~08","豆菜類","長豆","加保扶Carbofuran 0.03 (不得檢出)、芬佈賜Fenbutatin-oxide 0.04 (不得檢出)","雲林縣衛生局","海豐果菜行/雲林縣西螺鎮振興里42-8號"
"106","07~08","豆菜類","四季豆","加保扶Carbofuran)","高雄市政府衛生局","自由農產行/高雄市左營區自由三路261號"
"106","07~08","豆菜類","豌豆","護汰芬Flutriafol 0.01 (不符使用規定)、脫芬瑞Tolfenpyrad 0.02 (不符使用規定)","高雄市政府衛生局","旗山公有市場王○○/高雄市旗山區福中街2號前攤位"
"106","07~08","豆菜類","四季豆","合格","高雄市政府衛生局","黃惠文/高雄市旗山區中山路125號"
"106","07~08","豆菜類","四季豆","愛殺松Ethion 0.264 (不得檢出)、依芬寧Etofenprox 0.023 (不得檢出)","高雄市政府衛生局","金月號/高雄市甲仙區中正路43號"
"106","07~08","豆菜類","菜豆","達滅芬Dimethomorph 0.17 (不符使用規定)、益斯普Ethiprole 0.055 (不得檢出)、諾伐隆Novaluron 0.114 (不得檢出)、賽速安Thiamethoxam 0.06 (0.02)、三氟敏Trifloxystrobin 0.01 (不符使用規定)","高雄市政府衛生局","第一公有市場黃姓業者/高雄市旗山區公有市場44號"
"106","07~08","豆菜類","甜豆","合格","高雄市政府衛生局","愛國百貨股份公司和平分公司/高雄市苓雅區和平一路256-2號1樓"
"106","07~08","豆菜類","菜豆","合格","高雄市政府衛生局","東齊生鮮超市(柏茂商行)/高雄市岡山區仁壽里柳橋西路166號一樓"
"106","07~08","豆菜類","菜豆","合格","高雄市政府衛生局","陳秋祝菜攤/高雄市岡山區文賢市場10號攤"
"106","07~08","豆菜類","菜豆","合格","高雄市政府衛生局","康您事業開發股份有限公司/高雄市岡山區碧紅里大仁北路363號"
"106","07~08","豆菜類","甜豌豆","合格","高雄市政府衛生局","康您事業開發股份有限公司/高雄市岡山區碧紅里大仁北路363號"
"106","07~08","豆菜類","菜豆","合格","高雄市政府衛生局","東齊生鮮超市(柏茂商行)/高雄市岡山區仁壽里柳橋西路166號一樓"
"106","07~08","豆菜類","菜豆","得克利Tebuconazole 0.02 (不符使用規定)","高雄市政府衛生局","燕巢農會超市/高雄市燕巢區中民路573號"
"106","07~08","豆菜類","豌豆","合格","高雄市政府衛生局","龍德鄉村屋/高雄市阿蓮區忠孝路73號"
"106","07~08","豆菜類","甜豆","快諾芬Quinoxyfen 0.05 (不符使用規定)、芬普尼Fipronil 0.028 (不符使用規定)","高雄市政府衛生局","龍德鄉村屋/高雄市阿蓮區忠孝路73號"
"106","07~08","豆菜類","四季豆","合格","高雄市政府衛生局","龍德鄉村屋/高雄市阿蓮區忠孝路73號"
"106","07~08","豆菜類","菜豆","合格","高雄市政府衛生局","大賜商行(大立生鮮超市)/高雄市路竹區竹南村國昌路53號1樓"
"106","07~08","豆菜類","甜豆","達克利Diniconazole 0.05 (不得檢出)","屏東縣政府衛生局","尚青蔬果/屏東縣屏東市中山路65號"
"106","07~08","豆菜類","荷蘭豆","合格","屏東縣政府衛生局","尚青菜籃子有限公司/屏東縣屏東市中山路65號"
"106","07~08","豆菜類","敏豆","合格","屏東縣政府衛生局","814生鮮超市廣東路店(速坡比有限公司)/屏東縣屏東市廣東路87號"
"106","07~08","豆菜類","菜豆(長)","合格","屏東縣政府衛生局","814生鮮超市廣東路店(速坡比有限公司)/屏東縣屏東市廣東路87號"
"106","07~08","豆菜類","進口甜豆","普克利Propiconazole 0.20 (不符使用規定)、得克利Tebuconazole 0.19 (不符使用規定)、賽氟滅Thifluzamide 0.02 (不得檢出)","嘉義市政府衛生局","頂好超市嘉義2店/嘉義市西區仁愛路211號/(05)285-0171"
"106","07~08","豆菜類","進口荷蘭豆","達克利Diniconazole 0.04 (不得檢出)","嘉義市政府衛生局","頂好超市嘉義2店/嘉義市西區仁愛路211號/(05)285-0171"
"106","07~08","豆菜類","長豆","得克利Tebuconazole 0.05 (不符使用規定)","苗栗縣政府衛生局","新加南食品行/苗栗縣大湖鄉大湖村中正路69-2號1樓"
"106","07~08","豆菜類","長豆","合格","臺北市政府衛生局","士東市場第108號攤-美麗蔬菜/台北市士林區士東路100號"
"106","07~08","豆菜類","菜豆","益斯普Ethiprole 0.07 (不得檢出)","基隆市政府衛生局","好康蔬果量販店/基隆市安樂區安和一街004巷002號1樓"
"106","07~08","豆菜類","有機四季豆","合格","基隆市政府衛生局","棉花田生機園地股份有限公司基隆仁愛門市/基隆市仁愛區仁四路40號1樓"
"106","07~08","豆菜類","四季豆","合格","連江縣衛生福利局","市攤-王依嬌/連江縣南竿鄉介壽村72號"
"106","07~08","豆菜類","四季豆","合格","連江縣衛生福利局","市攤(復興)-曹嫩妹/連江縣南竿鄉復興村43號"
"106","07~08","豆菜類","四季豆","合格","連江縣衛生福利局","市攤-林水英/連江縣南竿鄉復興村125號"
"106","07~08","豆菜類","敏豆","合格","雲林縣衛生局","吳源穗/雲林縣西螺鎮果菜市場第五棟313號"
"106","07~08","豆菜類","長豆","合格","雲林縣衛生局","蕭雅蘭/雲林縣西螺鎮振興里9鄰125號"
"106","07~08","豆菜類","長豆","滅達樂Metalaxyl 0.057 (不得檢出)、賓克隆Pencycuron 0.03 (不符使用規定)","雲林縣衛生局","薛宜真/雲林縣西螺鎮果菜市場第三棟861號"
"106","07~08","豆菜類","有機長豆","合格","雲林縣衛生局","里仁事業股份有限公司斗六分公司/雲林縣斗六市慶生路8號1樓"
"106","07~08","豆菜類","豌豆莢","合格","新北市政府衛生局","台灣家樂福股份有限公司府中分公司/新北市板橋區府中路126號"
"106","07~08","豆菜類","台中協會菜豆有機豇豆","合格","彰化縣衛生局","裕毛屋企業股份有限公司彰化分公司/彰化縣彰化市福安里曉陽路15號1、2樓"
"106","07~08","豆菜類","菜豆","合格","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","豆菜類","豌豆","合格","南投縣政府衛生局","紙箱王主題餐廳/南投縣仁愛鄉大同村定遠新村28號"
"106","07~08","豆菜類","醜豆","合格","基隆市政府衛生局","蔬菜攤/基隆市七堵區開元路59-1號"
"106","07~08","豆菜類","菜豆","加保扶Carbofuran 0.12 (不得檢出)、達滅芬Dimethomorph 0.22 (不符使用規定)、滅達樂Metalaxyl 0.02 (不得檢出)、普拔克Propamocarb hydrochloride 0.10 (不符使用規定)、賽速安Thiamethoxam 0.06 (0.02)","彰化縣衛生局","金喜美股份有限公司大村營業所/彰化縣大村鄉大仁路一段98號"
"106","07~08","豆菜類","菜豆","合格","彰化縣衛生局","巧婦生鮮超市彰鄰商店/彰化縣彰化市崙平里中央路192號"
"106","07~08","豆菜類","有機菜豆","合格","彰化縣衛生局","興業建設股份有限公司員林分公司/彰化縣埔心鄉瓦南村中山路319號2-3樓"
"106","07~08","豆菜類","醜豆(菜豆)","合格","臺北市政府衛生局","謝素珍(豆製品攤)/台北市文山區開元街14號前"
"106","07~08","豆菜類","敏豆","合格","新竹縣政府衛生局","新竹縣竹北市農會/新竹縣竹北市中正東路487號"
"106","07~08","豆菜類","甜豆","普克利Propiconazole 0.12 (不符使用規定","臺東縣衛生局","員竹/台東縣台東市濟南街61巷180號"
"106","07~08","豆菜類","豇豆","合格","臺東縣衛生局","員白/台東縣台東市濟南街61巷180號"
"106","07~08","豆菜類","長豆","合格","新竹縣政府衛生局","新竹縣竹北市農會/新竹縣竹北市中正東路487號"
"106","07~08","豆菜類","有機菜豆","合格","臺南市政府衛生局","(家福)便利購台南開元店/台南市北區開元路501號503號505號507號"
"106","07~08","豆菜類","台灣敏豆","依芬寧Etofenprox 0.16 (不得檢出)、得克利Tebuconazole 0.06 (不符使用規定)","臺中市政府衛生局","大買家股份有限公司臺中北屯分公司/臺中市北屯區北屯路370號"
"106","07~08","豆菜類","有機敏豆","合格","臺中市政府衛生局","家樂福崇德店/台中市北區崇德路一段635號"
"106","07~08","豆菜類","進口荷蘭豆","撲克拉Prochloraz 0.06 (不符使用規定)","新竹縣政府衛生局","頂好生鮮超市福興店/新竹縣竹北市福興東路2段97號"
"106","07~08","豆菜類","菜豆","合格","花蓮縣衛生局","花玉自助餐館/花蓮縣花蓮市中山路422-4號"
"106","07~08","豆菜類","菜豆","合格","花蓮縣衛生局","慈益素食館/花蓮縣花蓮市商校街139號"
"106","07~08","豆菜類","菜豆","合格","花蓮縣衛生局","佳香村自助餐/花蓮縣吉安鄉中山路二段112號"
"106","07~08","豆菜類","菜豆","芬化利Fenvalerate 0.3 (0.1)","花蓮縣衛生局","梅村自助餐店/花蓮縣吉安鄉中正路一段62號"
"106","07~08","豆菜類","豌豆-扁豆","普克利Propiconazole 0.04 (不符使用規定)","新竹市衛生局","媽媽魚北大店/新竹市北區大同里北大路109號"
"106","07~08","豆菜類","豌豆","合格","苗栗縣政府衛生局","彭慶宗(頭份市場)/苗栗縣頭份市頭份市場"
"106","07~08","豆菜類","四季豆","合格","苗栗縣政府衛生局","開泓百貨精品行/苗栗縣銅鑼鄉銅鑼村中正路73-1號1樓"
"106","07~08","豆菜類","甜豆","歐滅松Omethoate 0.10 (不得檢出)、得克利Tebuconazole 0.03 (不符使用規定)","南投縣政府衛生局","雲品國際酒店(股)公司日月潭分公司/南投縣魚池鄉中正路23號"
"106","07~08","豆菜類","豌豆","合格","南投縣政府衛生局","老英格蘭莊園/南投縣仁愛鄉大同村壽亭巷20-3號"
"106","07~08","豆菜類","豇豆","合格","宜蘭縣政府衛生局","黃錠安菜攤/宜蘭縣員山鄉大湖路22之16號"
"106","07~08","豆菜類","豇豆","合格","宜蘭縣政府衛生局","貴蘭蔬菜號/宜蘭縣羅東鎮民生市場146-147號"
"106","07~08","豆菜類","豇豆","合格","宜蘭縣政府衛生局","黑白賣果菜行/宜蘭縣羅東鎮公正街21號"
"106","07~08","豆菜類","菜豆","合格","金門縣衛生局","有限責任金門縣政府暨所屬機關學校聯合員工消費合作社/金門縣金寧鄉伯玉路1段232-4號"
"106","07~08","豆菜類","四季豆","合格","宜蘭縣政府衛生局","美雲果菜行/宜蘭縣宜蘭市果菜批發市場36攤"
"106","07~08","豆菜類","四季豆","合格","宜蘭縣政府衛生局","銘亮果菜行/宜蘭縣宜蘭市市黎明二路1號44攤"
"106","07~08","豆菜類","四季豆","達滅芬Dimethomorph 0.05 (不符使用規定)","宜蘭縣政府衛生局","金是金股份有限公司/宜蘭縣員山鄉永同路3段20號"
"106","07~08","豆菜類","甜豌豆","凡殺同Famoxadone 0.04 (不符使用規定)、滅達樂Metalaxyl 0.10 (0.05)、撲克拉Prochloraz 0.03 (不符使用規定)、達克利Diniconazole 0.06 (不得檢出)","花蓮縣衛生局","竹園餐廳/花蓮縣玉里鎮民國路二段48號"
"106","07~08","豆菜類","豌豆〈花蓮豆〉","護矽得Flusilazole 0.02 (不得檢出)、達克利Diniconazole 0.06 (不得檢出)","屏東縣政府衛生局","大港超市/屏東縣潮州鎮三共里四維路229號1樓"
"106","07~08","豆菜類","甜豆","達克利Diniconazole 0.02 (不得檢出)","屏東縣政府衛生局","大港超市/屏東縣潮州鎮三共里四維路229號1樓"
"106","07~08","豆菜類","履歷敏豆","普拔克Propamocarb hydrochloride 0.03 (不符使用規定)","屏東縣政府衛生局","全聯實業股份有限公司/屏東縣萬巒鄉萬巒村褒忠路225-1號"
"106","07~08","豆菜類","菜豆","芬佈賜Fenbutatin-oxide 0.02 (不得檢出)","臺北市政府衛生局","臺北農產運銷股份有限公司-第二果菜批發市場/台北市中山區民族東路336號"
"106","07~08","豆菜類","敏豆","合格","基隆市政府衛生局","蔬菜攤/基隆市七堵區南興路63巷12號"
"106","07~08","豆菜類","台灣菜豆","合格","基隆市政府衛生局","愛買量販/基隆市信義區深溪路53號B1"
"106","07~08","豆菜類","敏豆","合格","臺北市政府衛生局","台北農產運銷股份有限公司第一果菜批發市場/台北市萬華區萬大路533號"
"106","07~08","豆菜類","菜豆","合格","基隆市政府衛生局","南興市場-蔬果攤/基隆市七堵區明德一路165號旁(明德一路與南興路063巷交界)"
