燈號,標題名稱,事件過程,處置建議,附檔,更新日期
"紅燈","歐盟（羅馬尼亞）發布消費警訊，原產地中國Miss Rôse品牌之「Blush ＂Blusher＂」化粧品遭重金屬污染乙事","◎羅馬尼亞發布消費警訊，原產地中國Miss Rôse品牌之「Blush ＂Blusher＂」化粧品，因含重金屬鉛1.4 mg/kg及砷0.695，可能影響人體健康。 ◎按「鉛」及「砷」是為重金屬，經人體吸收後，會影響人體健康，為確保消費者健康，我國化粧品衛生管理法令規定不得擅自添加鉛、鉻及其化合物於化粧品中，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2012-01-18"
"紅燈","有關加拿大發布消費警訊，印度Himalaya USA廠商之「Organique Nourishing Night Cream by Himalaya USA」化粧品遭微生物污染乙事","◎ 加拿大發布消費警訊，印度Himalaya USA廠商之「Organique Nourishing Night Cream by Himalaya USA」化粧品，批號：S691001、 S691002，含Staphylococcus aureus及fungus，可能影響人體健康。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生署已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2012-01-18"
"紅燈","有關美國食品藥物管理局(FDA)發布聲稱HimalayaUSA生產之Himalaya® Nourishing Night Cream 化粧品，遭微生物污染回收乙事","◎美國食品藥物管理局(FDA)發布聲稱HimalayaUSA生產之Himalaya Nourishing Night Cream 化粧品，批號：#S691001、#S691002因檢出金黃色葡萄球菌（Staphylococcus aureus）及真菌(fungus)，可能導致消費者遭受感染，故回收此產品。 ◎為確保化粧品之品質及消費者之使用安全，衛生署已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2012-01-18"
"紅燈","有關歐盟(葡萄牙)發布訊息，象牙海岸Larissa 廠牌之Skin lightening product ＂Lait De Beauté Carotte＂ (Moisturizing Beauty Milk)化粧品，因擅自添加藥品成分「Hydroquinone」而回收乙事","◎葡萄牙發布消費警訊，象牙海岸Larissa廠牌之Skin lightening product ＂Lait De Beauté Carotte＂ (Moisturizing Beauty Milk)化粧品，Barcode :6 186000 123254，製造日期：03/2011；到期日：03/2015，因檢出含有藥品成分Hydroquinone，可能對人體產生危害，故回收此產品。 ◎Hydroquinone為藥品成分，衛生署未核准可添加在化粧品中，如違法添加，係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣一千萬以下罰金。 ◎衛生署並未核准該產品進口販售，呼籲消費者不要自國外、網路或其他通路商購買該產品使用。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2012-01-18"
"紅燈","有關歐盟（德國）發布消費警訊，原產地德國Pullach Hof品牌之「Kartoffel – Erdäpfel Creme (potato cream) (Skin cream)」化粧品遭微生物污染乙事","◎ 德國發布消費警訊，原產地德國Pullach Hof品牌之「Kartoffel – Erdäpfel Creme (potato cream) (Skin cream)」化粧品，Type/number of model: Batch No.: 3166, MDD 05/2015，含aerobic mesophilic bacteria (120 000cfu/g)，具微生物性危害，可能影響人體健康。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線：02-2396-0100。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2013-12-09"
"紅燈","有關美國發布消費警訊，美國W.S. Badger Company Inc.品牌之「Badger Kids Broad Spectrum SPF30 Zinc Oxide Sunscreen Lotion Tangerine & Vanilla」化粧品遭微生物污染乙事","◎美國發布消費警訊，美國W.S. Badger Company Inc.品牌之「Badger Kids Broad Spectrum SPF30 Zinc Oxide Sunscreen Lotion Tangerine & Vanilla, 4 fl. oz.. Tube, UPC Code: 634084490145 (US), UPC code: 634084490169 (Canada)」化粧品，批號：3164A, Exp 06/15，遭微生物污染，可能影響人體健康。經查，前述產品國內未核准輸入。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線：02-2396-0100。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2013-12-16"
"紅燈","有關歐盟（法國）發布訊息，Mililo品牌「Natural Skin Fade Cream」化粧品含Hydroquinone乙事：","◎ 歐盟（法國）發布消費警訊，Mililo品牌「Natural Skin Fade Cream」化粧品，因含Hydroquinone，具化學性危害。 ◎ 按Hydroquinone成分，前衛生署已於79年以衛署藥字第854964函列為藥品管理，並於94年公告含藥化粧品及化粧品原料基準以外之藥品成分（含管制藥品）為化粧品禁止使用成分，不得使用在化粧品中，凡含此類成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線：02-2396-0100。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2013-12-30"
"紅燈","美國發布消費警訊，美國廠商NEW RELIANCE TRADERS, INC.回收巴基斯坦MOHD. HASHIM TAJIR SURMA M.A. JINNAH ROAD, KARACHI-PAKISTAN G.P.O. BOX 692製造之「HASHMI SURMA SPECIAL Eyeliner, Net Wt. 12 GM」化粧品遭重金屬污染乙事","◎美國發布消費警訊，美國廠商NEW RELIANCE TRADERS, INC.回收巴基斯坦MOHD. HASHIM TAJIR SURMA M.A. JINNAH ROAD, KARACHI-PAKISTAN G.P.O. BOX 692製造之「HASHMI SURMA SPECIAL Eyeliner, Net Wt. 12 GM」化粧品，批號：全部批號，因該產品鉛含量過高，具化學性危害，可能影響人體健康。 ◎ 按「鉛」是為重金屬，經人體吸收後，會影響人體健康，為確保消費者健康，我國化粧品衛生管理法令規定不得擅自添加鉛及其化合物於化粧品中，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎ 為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.fda.gov.tw，通報專線：02-2396-0100。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2014-01-07"
"紅燈","有關歐盟(保加利亞)發布訊息，原產地中國之Mina, Mina Lipstick化粧品被驗出含有過量的鎘(6%)乙事","◎ 有關歐盟發布訊息，原產地中國之Mina, Mina Lipstick化粧品(Type/number of model:Red colour - N° 2012301)被驗出含有過量的鎘(6%)，可能對人體產生危害。 ◎ 「鎘」是為重金屬，經人體吸收後，會影響人體健康，為確保消費者健康，我國化粧品衛生管理法令規定不得擅自直接添加鉛、鎘及其化合物於化粧品中，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://qms.fda.gov.tw/tcbw/ ，通報專線02-66251166轉6401","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-01-31"
"紅燈","有關日本 株式会社バイオラブ主動回收可能遭微生物污染之化粧品","◎日本 株式会社バイオラブ(東京都新宿区西新宿三丁目１番４号) 之バイオラブ　ジェル　ブランシサン化粧品，自廠檢測時發現部分批號(A811、A825（プレゼント品）及A825(販促品）微生物含量增加，可能有導致產品變質的情形，故主動回收此三批號產品乙事。 ◎為確保化粧品之品質及消費者之使用安全，衛生署已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等，違反者，可處新臺幣10萬元以下罰鍰，其妨害衛生之物品沒入銷燬之。 ◎衛生署呼籲消費者勿自網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自網路或其他通路商購買上揭產品使用。","","2008-05-05"
"紅燈","加拿大發布消費警訊，原產地南韓Do Yoon Industrial Co., Ltd.製造之化粧品Sephora Collection False Eyelashes Glue，含methyl methacrylate成分而被加拿大Sephora Canada公司回收乙事","◎加拿大發布消費警訊，原產地南韓Do Yoon Industrial Co., Ltd.製造之化粧品Sephora Collection False Eyelashes Glue(自2010年至2015年1月賣出產品)，含methyl methacrylate成分，可能對人體產生危害。 ◎ 按Methyl methacrylate成分，衛生福利部已於94年公告禁止使用在化粧品中，並規定凡含此成分之化粧品一律禁止輸入、製造或販賣，違反者，依化粧品衛生管理條例可處一年以下有期徒刑、拘役或科或併科新台幣十五萬元以下罰金。 ◎ 本部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","有關日本株式会社スターパック主動回收可能遭微生物污染之化粧品","◎日本 株式会社スターパック(東京都板橋区三園１‐46‐3) 之トゥルーカバー化粧品，自廠檢測時發現部分批號(8Ｄ)微生物含量增加，可能有導致產品變質的情形，故主動回收此批號產品乙事。 ◎為確保化粧品之品質及消費者之使用安全，衛生署已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等，違反者，可處新臺幣10萬元以下罰鍰，其妨害衛生之物品沒入銷燬之。 ◎衛生署呼籲消費者勿自網路或其他通路商購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自網路或其他通路商購買上揭產品使用。","","2008-05-13"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品AM Resorts Dreams Conditioning Shampoo，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品AM Resorts Dreams Conditioning Shampoo, 4.0oz(批號：Batch Numbers 1320410798 & 1320410603; Lot #1307)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌(enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Destinations Conditioning Shampoo，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Destinations Conditioning Shampoo, 2.0oz (批號：Batch Numbers 1320411346; Lot #1308)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌(enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Neil George Body Wash，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Neil George Body Wash, 50 ml (批號：Batch Numbers 1314907424; Lot #1307)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Thymes NAIA Shower Gel，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品Thymes NAIA Shower Gel, 1.5 oz, and 128 oz (批號： 1.5 oz.- Batch No. 1321110467& 1321110711, ; Lot #1308 128 oz.- Batch No. 1321110711; Lot No. 1308)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌(enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","澳洲政府(TGA)發布，回收Erase Products Management Pty Ltd所產銷Age Intervention Eyelash Conditioner Silver tube, 5.86 ml之睫毛化粧品","◎ 有關澳洲政府(TGA)發布，回收Erase Products Management Pty Ltd所產銷Age Intervention Eyelash Conditioner Silver tube, 5.86 ml睫毛化粧品之所有批號，因該產品擅自加入prostaglandins的衍生物Fluprostenol 及Travoprost等藥品成分，可能損害消費者健康乙事。 ◎ Fluprostenol及Travoprost均以藥品列管，本署未核准可添加於化粧品中，倘化粧品添加Fluprostenol 及 Travoprost藥品成分，則以違反藥事法第82條處辦，可處十年以下有期徒刑，得併科新台幣1千萬以下罰金。。 ◎ 衛生署呼籲消費者勿自網路或國外購買該產品使用，以保障消費者之健康與權益。 ◎為強化化粧品管理及取締不法，衛生署歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生署所建置「全國化粧品不良品通報系統」，網址：http://cosmetic-recall.doh.gov.tw，通報專線：02-2358-7343。","為維護消費者健康與權益，衛生署呼籲消費者，勿自網路或其他通路商購買上揭產品使用。","","2008-05-12"
"紅燈","有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品London Shower Gel，遭綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染而自主回收乙事","◎ 有關美國(FDA)發布訊息，美國製造廠Gilchrist & Soame所生產之化粧品London Shower Gel, 1.5 oz (批號： Batch No. 1322707388 ; Lot #1308)，可能遭受綠膿桿菌(psuedomonas aeruginosa) 及日溝維腸桿菌( enterobacter gergoviae)污染，故進行自主回收。 ◎ 為確保化粧品之品質及消費者之使用安全，衛生福利部已於94年9月間公告訂定「化粧品中微生物容許量基準」，規範生菌數容許量如下：（1）嬰兒用、眼部周圍用及使用於接觸黏膜部位之化粧品必須在100 CFU/g或mL以下。（2）其他類化粧品必須在1000 CFU/g或mL以下。且不得檢出大腸桿菌（Escherichia coli）、綠膿桿菌（Pseudomonas aeruginosa）或金黃色葡萄球菌（Staphylococcus aureus）等。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8080，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，衛生福利部呼籲消費者，勿自行由國外、網路或其他通路商購買該產品使用。","","2015-02-12"
"紅燈","英國發布消費警訊，Peau Clair品牌之Peau Claire Crème de Beauté Traitante化粧品，成分表中含有hydroquinone藥品成分而回收銷毀乙事","◎英國發布消費警訊， Peau Clair品牌之Peau Claire Crème de Beauté Traitante化粧品，批號：LOT 2813，成分表中含有hydroquinone藥品成分3.8%，可能對人體產生危害。 ◎ Hydroquinone為藥品成分，衛生福利部未核准可添加在化粧品中，如違法添加係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣1千萬以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-02-14"
"紅燈","英國發布消費警訊，QEI+品牌之Active Harmonie Reparateur Lait Corporel化粧品，成分表中含有hydroquinone藥品成分而回收銷毀乙事","◎英國發布消費警訊，QEI+品牌之Active Harmonie Reparateur Lait Corporel化粧品，批號：122185，成分表中含有hydroquinone藥品成分1.9%，可能對人體產生危害。 ◎ Hydroquinone為藥品成分，衛生福利部未核准可添加在化粧品中，如違法添加係違反藥事法之規定，可處十年以下有期徒刑，並得併科新台幣1千萬以下罰金。 ◎衛生福利部並未核准該產品進口販售，呼籲消費者不要自網路或其他通路商購買該產品使用。 ◎ 為強化化粧品管理及取締不法，衛生福利部歡迎全國民眾共同協同監督不法情事，並設置為民服務電子信箱：http://faq.fda.gov.tw/Message/Default.aspx及消保服務專線02-2787-8200，以供民眾檢舉及諮詢。民眾如因購用之化粧品發現有不良品或不良反應發生時，可通報衛生福利部所建置「全國化粧品不良事件通報系統」，網址：https://qms.fda.gov.tw/tcbw/ ，通報專線：02-66251166轉6401。","為維護消費者健康與權益，呼籲消費者，勿自國外、網路或其他通路商購買該產品使用。","","2015-02-14"
