核備函字號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分,簽審文件編號
"1066000601","AFC 香醋膠囊","AFC KOZU CAPSULES","1110222","1060222","宇勝生物科技股份有限公司","04-23196710","台中市北區台灣大道二段340號10樓之1","EDIBLE SAFFLOWER OIL;;VINEGAR POWDER;;GLYCERIN FATTY ACID ESTER;;BEESWAX;;GELATIN;;GLYCERIN","DHC0A660006010"
"1056074138","SUNVITE®孕婦專用維生素+葉酸錠","PRE-NATAL FORMULA TABLETS","1110324","1060324","台灣恩斯艾國際有限公司","04-22924783","台中市北區文心路4段182號11樓之3","VITAMIN C ( ASCORBIC ACID );;BETA CAROTENE;;DL-ALPHA-TOCOPHEROL;;VITAMIN B12;;TRICALCIUM PHOSPHATE;;CALCIUM CARBONATE;;FERROUS FUMARATE;;CORN STARCH;;SUCROSE;;SODIUM ASCORBATE;;TRICALCIUM PHOSPHATE;;VITAMIN B-6 (PYRIDOXINE HYDROCHLORIDE);;FOLIC ACID;;DICALCIUM PHOSPHATE;;SILICON DIOXIDE;;VITAMIN D;;GUM ARABIC;;SUCROSE;;CORN STARCH;;SODIUM ASCORBATE;;SILICON DIOXIDE;;DL-ALPHA-TOCOPHEROL;;VITAMIN E;;MALTODEXTRIN;;CORN STARCH;;SILICON DIOXIDE;;VITAMIN B-1 (THIAMINE MONONITRATE);;VITAMIN B-2 (RIBOFLAVIN);;NIACIN ( AS NIACINAMIDE );;ZINC OXIDE;;MICROCRYSTALLINE CELLULOSE;;HYDROXYPROPYLMETHYLCELLULOSE;;CROSCARMELLOSE SODIUM;;VEGETABLE STEARIC ACID;;CALCIUM SILICATE;;VEGETABLE MAGNESIUM STEARATE;;TITANIUM DIOXIDE COLOR;;FD & C YELLOW #6;;FD & C RED #40;;FD & C BLUE #1","DHC0A560741382"
"1056074532","速立明膠囊","SULIMING CAPSULE","1110126","1060126","富彰行貿易有限公司","02-25673456","台北市中山區民生東路1段42號5樓之1","MARIGOLD FLOWER EXTRACT;;MICROCRYSTALLINE CELLULOSE;;CORN STARCH;;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);;EYEBRIGHT EXTRACT;;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 (PYRIDOXINE HCL);;VITAMIN B12 (CYANOCOBALAMIN);;SEMEN CASSIAE TORAE POWDER;;BILBERRY EXTRACT POWDER;;ZINC OXIDE;;BREWER’S YEAST;;SOYBEAN OIL;;GELATIN;;GLYCERIN;;WATER;;FD & C RED #40","DHC0A560745328"
"1056074533","萊萃美紅藻萃取蝦紅素青春軟膠囊","NATURE MADE ALGAE ASTAXANTHIN 4MG YOUTH LIQUID SOFTGEL","1110126","1060126","統一藥品股份有限公司","02-3455741","台北市松山區東興路8號7樓","HAEMATOCOCCUS PLUVIALIS EXTRACT;;MIXED TOCOPHEROL CONCENTRATE;;CORN OIL;;GELATIN;;GLYCERIN;;WATER","DHC0A560745339"
"1056074638","永力 (錠狀食品)","VIVA FOR LIFE","1110222","1060222","維達有限公司","02-25701900","台北市八德路3段30號3樓","CALCIUM;;PHOSPHORUS;;OXIDE;;WATER;;HYDROXYPROPYL METHYLCELLULOSE;;MAGNESIUM OXIDE;;SPINACH POWDER;;CABBAGE POWDER;;ALFALFA JUICE CONCENTRATE;;PARSLEY POWDER;;SPINACH POWDER;;CARROT POWDER;;ORANGE POWDER;;CANTALOUPE POWDER;;ZINC GLUCONATE;;ASCORBIC ACID;;FERRIC PHOSPHATE;;BIOTIN;;DI-CALCIUM PHOSPHATE;;D-ALPHA-TOCOPHERYL ACETATE;;MALTODEXTRIN;;MANGANESE GLUCONATE;;BETA CAROTENE;;MALTODEXTRIN;;NIACINAMIDE;;D-CALCIUM PANTOTHENATE;;IODINE;;DI-CALCIUM PHOSPHATE;;COPPER GLUCONATE;;SELENIUM YEAST;;CHOLECALCIFEROL;;MALTODEXTRIN;;GRAPE JUICE POWDER;;CHERRY FRUIT POWDER;;PYRIDOXINE HYDROCHLORIDE;;MOLYBDENUM YEAST;;CHROMIUM YEAST POWDER;;RIBOFLAVIN;;THIAMINE MONONITRATE;;FOLIC ACID;;CYANOCOBALAMIN;;DI-CALCIUM PHOSPHATE","DHC0A560746384"
"1066018089","神暢錠食品","YUISTRESTIL-B EXTRA TABLETS","1110608","1060608","昌帛實業有限公司","02-23951238","台北市中正區重慶南路2段59號7樓之1","GAMMA-ORYZANOL;;RICE GERM;;VITAMIN B1 (THIAMINE MONONITRATE);;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 (PYRIDOXINE HCL);;VITAMIN B12 (CYANOCOBALAMIN);;VITAMIN C ( ASCORBIC ACID );;BIOTIN;;FOLIC ACID;;NICOTINIC ACID;;CALCIUM PANTOTHENATE;;DICALCIUM PHOSPHATE;;ZINC OXIDE;;SODIUM SELENATE;;COPPER OXIDE;;POWDERED CELLULOSE;;SILICON DIOXIDE;;STEARIC ACID;;CROSCARMELLOSE SODIUM;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;TITANIUM DIOXIDE;;RIBOFLAVIN COLOR;;ASHWAGANDHA ROOT EXTRACT","DHC0A660180894"
"1066018505","金寶貝咀嚼膠囊(無糖)三種口味(食品)","KING BABY SMART CHEWY SOFTGELS (3 FLAVOR-ORANGE, LEMON, BLACKCURRANT)","1110727","1060727","聖保爾貿易有限公司","04-22012800","台中市西區和龍里臺灣大道二段2號4樓之6","VITAMIN A PALMITATE;;FISH OIL;;NATURAL ORANGE FLAVOR;;MARIGOLD EXTRACT;;VITAMIN E (D-ALPHA TOCOPHEROL);;VITAMIN A PALMITATE;;GELATIN;;GLYCERIN;;LUO HAN GUO EXTRACT POWDER;;MALTODEXTRIN;;PURIFIED WATER;;CORN STARCH;;SOY LECITHIN OIL;;NATURAL ORANGE FLAVOR;;LUO HAN GUO EXTRACT POWDER;;FISH OIL;;NATURAL LEMON FLAVOR;;MARIGOLD EXTRACT;;MALTODEXTRIN;;LUO HAN GUO EXTRACT POWDER;;VITAMIN E (D-ALPHA TOCOPHEROL);;GELATIN;;GLYCERIN;;PURIFIED WATER;;CORN STARCH;;SOY LECITHIN OIL;;NATURAL LEMON FLAVOR;;LUO HAN GUO EXTRACT POWDER;;FISH OIL;;NATURAL BLACKCURRENT FLAVOR;;NATURAL LEMON FLAVOR;;MARIGOLD EXTRACT;;MALTODEXTRIN;;LUO HAN GUO EXTRACT POWDER;;VITAMIN E (D-ALPHA TOCOPHEROL);;VITAMIN A PALMITATE;;GELATIN;;GLYCERIN;;PURIFIED WATER;;CORN STARCH;;SOY LECITHIN OIL;;NATURAL BLACKCURRENT FLAVOR;;LUO HAN GUO EXTRACT POWDER","DHC0A660185052"
"1066018654","標準化萃取朝鮮薊膠囊","ARTICHOKE EXTRACT (CYNARA SCOLYMUS)","1110602","1060602","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","ARTICHOKE;;MALTODEXTRIN;;MICROCRYSTALLINE CELLULOSE;;MALTODEXTRIN;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;GELATIN","DHC0A660186541"
"1066018655","植物性葡萄糖胺 1000 MG 錠","GLUCOSAMINE HYDROCHLORIDE MEGA","1110602","1060602","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","GLUCOSAMINE HCL;;MICROCRYSTALLINE CELLULOSE;;MALTODEXTRIN;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;MALTODEXTRIN;;SUN FLOWER OIL;;PALM OIL;;GUAR GUM","DHC0A660186552"
"1066018656","Q-ABSORB 反式型 Q10 軟膠囊","Q-ABSORB COENZYME-Q 10","1110606","1060606","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","COENZYME Q10;;SOY LECITHIN;;MEDIUM CHAIN GLYCERIDES;;MIXED TOCOPHEROLS;;GELATIN;;GLYCERIN;;WATER;;SULFITE AMMONIA CARAMEL;;CAROB BEAN","DHC0A660186560"
"1066018659","甲基 B12 500 MCG 口含錠","METHYLCOBALAMIN (METHYL B-12)","1110602","1060602","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","METHYLCOBALAMIN;;D-XYLITOL;;MICROCRYSTALLINE CELLULOSE;;STEARIC ACID;;NATURAL CHERRY FLAVOR;;CITRIC ACID;;MAGNESIUM STEARATE;;SILICON DIOXIDE","DHC0A660186593"
"1066018660","甲基 B12 1000 MCG 口含錠","METHYL B-12","1110602","1060602","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","METHYLCOBALAMIN;;D-XYLITOL;;MICROCRYSTALLINE CELLULOSE;;STEARIC ACID;;NATURAL LEMON FLAVOR;;MAGNESIUM STEARATE;;CITRIC ACID;;SILICON DIOXIDE","DHC0A660186609"
"1066018661","極緻齡®I 型魚膠原蛋白錠","FISH COLLAGEN TYPE I COMPLEX","1110526","1060526","日落恩賜國際有限公司","04-22370215","台中市北屯區平安里文心路四段698號19樓之2","FISH COLLAGEN;;MICROCRYSTALLINE CELLULOSE;;STEARIC ACID;;MAGNESIUM STEARATE;;SILICON DIOXIDE","DHC0A660186610"
"0980406571","新古精華鼓翅精膠囊食品","BIO ESSENCE","1081019","981019","宏祥生物科技股份有限公司","(02)2532-0866","台北市中山區大直街127巷9號1樓","RICE GERM EXTRACT;;GARLIC EXTRACT;;SHARK FINS EXTRACT;;GELATIN POWDER;;WATER;;TITANIUM DIOXIDE;;GARDENIA BLUE;;CHICKEN CARTILAGE EXTRACT;;CATS CLAW EXTRACT;;GELATIN","DHC09804065711"
"0980406579","明旻優－CE 膠囊食品","GRACE-CE CAPSULES","1080916","980916","傑耀生物科技有限公司","07-7802103","高雄市三民區義明街18號17樓","WHEAT GERM OIL;;SOY LECITHIN;;ROSEHIPS POWDER;;VINEGAR POWDER;;CITRIC ACID;;ASCORBIC ACID;;SOYBEAN OIL;;BEESWAX;;PIG GELATIN;;GLYCERIN;;WATER;;TITANIUM DIOXIDE;;FD & C RED #40;;FD & C YELLOW #6;;FD & C BLUE #1","DHC09804065799"
"0980406580","清雪通膠囊食品","COMPASS CAPSULES","1080923","980923","傑耀生物科技有限公司","07-7802103","高雄市三民區義明街18號17樓","GYNOSTEMMA PENTAPHYLLUM (JIAOGULAN) EXTRACT;;RED YEAST RICE;;ARTICHOKE LEAF;;PHYTOSTEROL;;NATTO BEAN;;CALCIUM CARBONATE;;HAWTHORN BERRY;;GRAPE SEED POWDER;;FENNEL SEED;;BIOFLAVONOIDS FROM CITRUS;;LECITHIN;;NIACINAMIDE;;SPIRULINA;;CHITOSAN;;TURMERIC RHIZOME;;MAGNESIUM STEARATE;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;PIG GELATIN;;TITANIUM DIOXIDE","DHC09804065802"
"0980406581","養氣強膠囊食品","DIVINE CAPSULES","1080826","980826","文亮貿易有限公司","07-7802134","高雄市鳳山區濱山街55巷8弄2之2號3樓","FENUGREEK SEEDS;;ELDERBERRY;;RED CLOVER;;EUCALYPTUS EXTRACT;;ROSE HIPS;;ACEROLA FRUIT POWDER;;DICALCIUM PHOSPHATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;PIG GELATIN;;TITANIUM DIOXIDE","DHC09804065813"
"1015054128","寶晶膠囊食品","BIOGAIN CAPSULES","1061222","1011222","德效國際有限公司","03-3219568","桃園市蘆竹區南興村南福街169-1號","FRUCTUS LYCII CHINENSIS;;BILBERRY POWDER;;BLUEBERRY POWDER;;SEAWEED EXTRACT(ASTAXANTHIN OIL);;SOYBEAN LECITHIN;;CHRYSANTHEMUM POWDER;;CASSIAE TORAE SEMEN;;TAURINE;;ZEAXANTHIN;;MAGNESIUM STEARATE;;GELATIN;;GLYCERIN;;PURIFIED WATER;;CARAMEL COLOR;;SAFFLOWER YELLOW","DHC0A150541283"
"0980406582","護健體良膠囊食品","CAPABLE CAPSULES","1080826","980826","文亮貿易有限公司","07-7802134","高雄市鳳山區濱山街55巷8弄2之2號3樓","BRAZIL MUSHROOM;;CALCIUM PANTOTHENATE;;CYANOCOBALAMIN;;DICALCIUM PHOSPHATE;;DL-ALPHA-TOCOPHERYL ACETATE;;GARLIC POWDER;;VITAMIN A PALMITATE;;NIACINAMIDE;;PYRIDOXINE HCL;;REISHI MUSHROOM POWDER;;RIBOFLAVIN;;SELENIUM YEAST (SACCHAROMYCES CERVISIAE);;THIAMINE HCL;;MAGNESIUM STEARATE;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;PIG GELATIN;;TITANIUM DIOXIDE","DHC09804065824"
"0980406583","豐體優膠囊食品","SATISFY CAPSULES","1080921","980921","文亮貿易有限公司","07-7802134","高雄市鳳山區濱山街55巷8弄2之2號3樓","AMERICAN GINSENG ROOTS;;ASCORBIC ACID;;ANGELICA ROOT EXTRACT;;GANODERMA LUCIDUM;;VITAMIN A PALMITATE;;BEE PROPOLIS POWDER;;BRAZIL MUSHROOM;;CALCIUM CARBONATE;;CITRUS BIOFLAVONOIDS;;COPPER SULFATE;;CORDYCEPS SINENSIS;;SIBERIAN GINSENG ROOT;;GARLIC CLOVE POWDER;;GLYCINE;;MAITAKE MUSHROOM;;HAWTHORN BERRY;;L-GLUTAMIC ACID;;LENTINUS EDODES;;MACA ROOT POWDER;;PYRIDOXINE HCL;;SELENIUM YEAST (SACCHAROMYCES CERVISIAE);;SPIRULINA EXTRACT;;ZINC SULFATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;PIG GELATIN;;TITANIUM DIOXIDE","DHC09804065835"
"0980406584","益體美膠囊食品","EMBODY CAPSULES","1080826","980826","文亮貿易有限公司","07-7802134","高雄市鳳山區濱山街55巷8弄2之2號3樓","SOY EXTRACT;;DONG QUAI ROOT;;AMERICAN GINSENG ROOTS;;JUJUBAE FRUCTUS;;SIBERIAN GINSENG ROOT POWDER;;MAGNESIUM OXIDE;;CALCIUM CITRATE;;CALCIUM CARBONATE;;MICROCRYSTALLINE CELLULOSE;;MAGNESIUM STEARATE;;SILICON DIOXIDE;;PIG GELATIN;;TITANIUM DIOXIDE","DHC09804065846"
"1056074771","勁燃美纖膠囊","TRUSHAPE CAPSULES","1110209","1060209","美商寰泰生技股份有限公司台灣分公司","02-81777966","台北市信義區基隆路一段200號11樓之1","GREEN TEA LEAF EXTRACT;;CAPSICUM EXTRACT;;SUCROSE;;HYDROXYPROPYL METHYLCELLULOSE;;SHELLAC;;STEARIC ACID;;ARABINOGALACTAN;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;TRAGACANTH GUM;;ALOE LEAF EXTRACT;;HYDROXYPROPYL METHYLCELLULOSE","DHC0A560747718"
"1056074779","高單位 B 群軟膠囊","HIGH POTENCY B-COMPLEX SOFT CAPSULES","1110407","1060407","杏輝藥品工業股份有限公司","03-9581101","宜蘭縣冬山鄉中山村中山路84號","VITAMIN C ( ASCORBIC ACID );;VITAMIN B6 (PYRIDOXINE HCL);;VITAMIN B2 (RIBOFLAVIN);;CALCIUM CARBONATE;;THIAMINE NITRATE;;MAGNESIUM STEARATE;;ZINC GLUCONATE;;NICOTINAMIDE;;CALCIUM PANTOTHENATE;;TAURINE;;CHOLINE BITARTRATE;;INOSITOL;;FOLIC ACID;;BIOTIN;;VITAMIN B12 (CYANOCOBALAMIN);;SOYBEAN OIL;;MONOGLYCERIDES;;SOYBEAN LECITHIN;;FD & C YELLOW #5;;FD & C YELLOW #6;;FD & C BLUE #1;;FD & C RED #40;;GLYCERIN;;GELATIN;;PURIFIED WATER;;TITANIUM DIOXIDE","DHC0A560747793"
"1056074639","怡纖活力包 (錠狀食品)","N.O.W. PLUS PAK","1110222","1060222","維達有限公司","02-25701900","台北市八德路3段30號3樓","MAGNESIUM STEARATE;;NICOTINAMIDE;;CALCIUM PANTOTHENATE;;HYDROXYPROPYL METHYLCELLULOSE;;PYRIDOXINE HCL;;HYDROXYPROPYL METHYLCELLULOSE;;RIBOFLAVIN;;THIAMINE MONONITRATE;;FOLIC ACID;;HYDROXYPROPYL CELLULOSE;;GREEN TEA LEAF EXTRACT;;GUARANA SEED EXTRACT;;CITRUS AURANTIUM;;KELP POWDER;;CHROMIUM YEAST;;SPIRULINA;;POTASSIUM CHLORIDE;;ASCORBIC ACID;;HYDROXYPROPYL METHYLCELLULOSE;;GINGER ROOT POWDER;;FENNEL SEED POWDER;;MAGNESIUM STEARATE;;PYRIDOXINE HYDROCHLORIDE;;RED RASPBERRY JUICE POWDER;;CAYENNE POWDER;;GARLIC BULB;;ELEUTHEROCOCCUS SENTICOSUS EXTRACT POWDER;;LICORICE ROOT POWDER;;CINNAMON BARK POWDER;;CALCIUM PANTOTHENATE;;HYDROXYPROPYL METHYLCELLULOSE;;HYDROXYPROPYL METHYLCELLULOSE;;CITRUS FRUIT EXTRACT POWDER;;MALTODEXTRIN;;YOGURT ISOLATE POWDER;;CHROMIUM YEAST;;BIOTIN;;DI-CALCIUM PHOSPHATE;;INOSITOL;;NIACINAMIDE;;CALCIUM PANTOTHENATE;;BIOTIN;;DI-CALCIUM PHOSPHATE;;MAGNESIUM STEARATE;;PYRIDOXINE HCL;;HYDROXYPROPYL METHYLCELLULOSE;;RIBOFLAVIN;;MALTODEXTRIN;;VITAMIN B1 (THIAMINE MONONITRATE);;CYANOCOBALAMIN;;DI-CALCIUM PHOSPHATE;;FOLIC ACID;;CYANOCOBALAMIN;;DI-CALCIUM PHOSPHATE;;HYDROXYPROPYL METHYLCELLULOSE;;MALTODEXTRIN;;DI-CALCIUM PHOSPHATE","DHC0A560746395"
"1056075249","海之源軟膠囊","OCEAN SOURCE SOFTGEL-GOLD","1110317","1060317","大正貿易有限公司","02-25432289","台北市中山區四平街18號2樓","FISH OIL;;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);;RED ALGAE EXTRACT;;GELATIN;;GLYCERIN","DHC0A560752492"
"1056075250","桉葉精尤佳利葉精油軟膠囊","EUCALYPTUS ESSENTIAL OIL CAPSULES","1110126","1060126","唯康生物科技有限公司","0226925734","新北市汐止區康寧街169巷27號11樓","EUCALYPTUS OIL;;GELATIN;;GLYCERIN;;PURIFIED WATER","DHC0A560752505"
"1056075321","黑逆重粒 錠狀食品","IKOR BLACK DIET","1110217","1060217","欣陽生醫科技股份有限公司","04-23270646","台中市南屯區大業里公益路二段51號8樓","GREEN COFFEE BEAN EXTRACT;;GREEN TEA EXTRACT;;GINGER EXTRACT;;WHITE KIDNEY BEAN EXTRACT;;BRINDALL BERRY EXTRACT;;LACTOSE;;CELLULOSE;;CALCIUM STEARATE;;SILICON DIOXIDE;;CALCIUM CARBOXYMETHYL CELLULOSE;;PU-ERH TEA;;OOLONG TEA EXTRACT POWDER;;BLACK SOYBEAN EXTRACT;;RYE (SECALE CEREALE L.);;EUCOMMIA LEAF EXTRACT;;MULBERRY LEAVES;;GUAVA LEAF EXTRACT;;DEXTRIN;;CYCLODEXTRIN;;CALCINATED EGGSHELL CALCIUM","DHC0A560753213"
"1056075322","戰王. Z MAX 膠囊食品","NEW MR. Z","1110217","1060217","欣陽生醫科技股份有限公司","04-23270646","台中市南屯區大業里公益路二段51號8樓","MACA EXTRACT POWDER;;DEXTRIN;;EGG WHITE;;ZINC YEAST;;ACANTHOPANAX SENTICOSUS POWDER;;CISTANCHE TUBULOSA EXTRACT;;ROYAL JELLY DRY;;L-ARGININE;;PIPER NIGRUM POWDER;;PLACENTA POWDER;;CORN STARCH;;CALCIUM STEARATE;;SILICON DIOXIDE;;GELATIN;;TITANIUM DIOXIDE;;WATER","DHC0A560753224"
"1056012528","金壕元氣薑黃錠","A‧D‧H UKON+","1100604","1050604","金壕興業股份有限公司","02-25775772","台北市松山區八德路三段12巷51弄24號1樓","LACTOSE;;CORN STARCH;;CUCUMBER;;RADISH;;DEXTRIN;;MICROCRYSTALLINE α-CELLULOSE;;TURMERIC;;SUCROSE FATTY ACID ESTER;;PEPPERMINT FLAVOUR;;D-ALPHA-TOCOPHEROL CONCENTRATE;;STARCH SODIUM OCTENYL SUCCINATE;;MICROCRYSTALLINE α-CELLULOSE;;SILICON DIOXIDE;;NICOTINAMIDE;;CALCIUM PANTOTHENATE;;THIAMINE HYDROCHLORIDE;;RIBOFLAVIN;;PYRIDOXINE HYDROCHLORIDE;;CYANOCOBALAMIN;;DEXTRIN","DHC0A560125280"
"1056004418","康體強錠","POWERMAX TABLETS","1100314","1050314","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","COLOSTRUM;;EGG ALBUMIN;;CALCIUM CARBONATE;;BONE MEAL;;NIACINAMIDE;;ROYAL JELLY;;VITAMIN B1;;VITAMIN B2 (RIBOFLAVIN);;VITAMIN B6 (PYRIDOXINE HCL);;VITAMIN B12 (CYANOCOBALAMIN);;LACTOBACILLUS ACIDOPHILUS;;WHEY;;D-SORBITOL;;MAGNESIUM STEARATE;;ORANGE FLAVOR;;FD & C BLUE #1;;FD & C YELLOW #6;;TITANIUM DIOXIDE","DHC0A560044181"
"1056004419","胺素螯合鈣錠","ANSUE CAL CHELATE TABLETS","1100218","1050218","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","CALCIUM AMINO ACID CHELATE;;MAGNESIUM OXIDE;;VITAMIN D2 ( CALCIFEROL );;STEARIC ACID;;MAGNESIUM STEARATE;;CORN STARCH;;TITANIUM DIOXIDE","DHC0A560044192"
"1056004760","必賜力高單位藍藻錠","BESTVITE SPIRULINA 500MG","1100314","1050314","特德寶有限公司","03-3245282","台北市大安區大安路1段116巷5號4樓","SPIRULINA;;MICROCRYSTALLINE CELLULOSE;;STEARIC ACID;;GLYCEROL ESTERS OF FATTY ACIDS;;HYDROXYPROPYL METHYLCELLULOSE","DHC0A560047609"
"1056006809","凰恩刺五加膠囊","ACANTHOPANAX CAPSULES","1100407","1050407","旭印有限公司","02-22784733","台北市中山區新生北路一段23號1樓","ACANTHOPANAX SENTICOSUS;;BEE POLLEN;;WHEAT GERM OIL;;SOYBEAN OIL;;EVENING PRIMROSE SEED;;SOY LECITHIN;;BREWER’S YEAST;;DL-METHIONINE;;COLOSTRUM;;ZINC SULFATE;;BETA CAROTENE;;BEESWAX;;PIG GELATIN;;GLYCERIN;;PURIFIED WATER;;TITANIUM DIOXIDE;;FD & C BLUE #1;;FD & C RED #40;;FD & C YELLOW #6","DHC0A560068094"
"1056011668","嘉康利 鈣格健 錠狀食品","SHAKLEE OSTEOMATRIX","1100407","1050407","美商嘉康利股份有限公司台灣分公司","02-25160339","台北市中山區建國北路一段90號11樓及11樓之1","CALCIUM CARBONATE;;MALTODEXTRIN;;MAGNESIUM OXIDE;;MICROCRYSTALLINE CELLULOSE;;CROSCARMELLOSE SODIUM;;MAGNESIUM STEARATE;;HYDROXYPROPYL METHYLCELLULOSE;;SILICON DIOXIDE;;MAGNESIUM GLUCONATE;;CORN STARCH;;ZINC GLUCONATE;;SUCROSE;;ACACIA GUM;;CORN STARCH;;MEDIUM CHAIN TRIGLYCERIDES;;WATER;;TRICALCIUM PHOSPHATE;;CHOLECALCIFEROL;;DL-ALPHA-TOCOPHEROL;;MAGNESIUM CITRATE;;D-MANNITOL;;PHYTONADIONE;;CALCIUM CITRATE;;CALCIUM CITRATE MALATE;;SOY LECITHIN;;MANGANESE GLUCONATE;;COPPER GLUCONATE;;CARNAUBA WAX","DHC0A560116687"
"1056011975","德 B 寶膠囊","META-EERGEN CAPSULES","1100722","1050722","健好股份有限公司","02-27620802","台北市民生東路五段260巷25號3樓","MAGNESIUM OXIDE;;PUMPKIN SEED OIL;;VITAMIN C ( ASCORBIC ACID );;D-ALPHA-TOCOPHEROL;;SUNFLOWER OIL;;SELENIUM YEAST;;NICOTINAMIDE;;CALCIUM PANTOTHENATE;;CORN OIL;;BETA-CAROTENE;;RIBOFLAVIN;;THIAMINE MONONITRATE;;FOLIC ACID;;BIOTIN;;CYANOCOBALAMIN;;REFINED SOYBEAN OIL;;LECITHIN;;GELATIN;;GLYCEROL;;PURIFIED WATER;;D-SORBITOL;;PURIFIED WATER;;PURIFIED WATER;;IRON OXIDE BROWN","DHC0A560119752"
"1056011977","山桑果膠囊食品","BILBERRY","1100329","1050329","傲旎全球股份有限公司","02-25110989","台北市中山區中山北路2段81號","BILBERRY EXTRACT;;DICALCIUM PHOSPHATE;;MAGNESIUM STEARATE;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;HYDROXYPROPYL METHYLCELLULOSE;;PURIFIED WATER","DHC0A560119774"
"1056011978","葫蘆巴籽膠囊食品","FENUGREEK","1100329","1050329","傲旎全球股份有限公司","02-25110989","台北市中山區中山北路2段81號","FENUGREEK SEED POWDER;;MICROCRYSTALLINE CELLULOSE;;SILICON DIOXIDE;;STEARIC ACID;;MAGNESIUM STEARATE;;CALCIUM SILICATE;;GELATIN","DHC0A560119785"
"1056014066","葡萄籽精華","VINO C®","1100616","1050616","翌利貿易股份有限公司","08-7375904","屏東縣屏東市大連里瑞光路二段138號2樓","GRAPE CONCENTRATE POWDER;;ACEROLA;;HPMC;;WATER","DHC0A560140662"
"1056007149","健美生鈣+D3錠","MEGA CAL™ CALCIUM WITH D3","1100323","1050323","雄恆行股份有限公司","02-5029223","台北巿民權東路三段58號8樓","CALCIUM CARBONATE;;DL-ALPHA-TOCOPHEROL (VITAMIN E);;VITAMIN D3 (CHOLECALCIFEROL);;STARCH SODIUM OCTENYL SUCCINATE;;MEDIUM CHAIN TRIGLYCERIDES;;SODIUM ASCORBATE;;SUCROSE;;SILICON DIOXIDE;;SILICA;;CROSCARMELLOSE SODIUM;;VEGETABLE MAGNESIUM STEARATE;;VEGETABLE STEARIC ACID;;MICROCRYSTALLINE CELLULOSE;;DEXTRIN;;DEXTROSE;;LECITHIN;;CROSSLINKED SODIUM CARBOXYMETHYLCELLULOSE","DHC0A560071498"
"1056007185","超級善仕優尼仕膠囊食品","SUN’ S EUNICE CAPSULES","1100314","1050314","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","MARIGOLD EXTRACT;;BILBERRY EXTRACT;;GRAPE SEED EXTRACT;;ONION EXTRACT;;EYEBRIGHT EXTRACT;;TAURINE;;VITAMIN A;;ZEAXANTHIN;;LYCII FRUCTUS EXTRACT;;GELATIN","DHC0A560071852"
"1056007186","固敏寧膠囊","GOOD MING NING CAPSULES","1100302","1050302","萬寧生物科技有限公司","02-77088870","新北市汐止區康寧街169巷27號11樓","BIFIDOBACTERIUM BIFIDUS;;BIFIDOBACTERIUM LONGUM;;ENTEROCOCCUS FAECALIS;;LACTOBACILLUS PARACASEI;;L-GLUTAMINE;;FRUCTO OLIGOSACCHARIDES;;CITRIC ACID;;BETA-GLUCANASE;;GELATIN;;TITANIUM DIOXIDE;;FD & C BLUE #1;;FD & C RED #40","DHC0A560071860"
"1056007266","亞斯福錠","ACIDIF","1100323","1050323","德譽貿易有限公司","02-25010260","台北巿建國北路三段91號2樓","L-METHIONINE;;CALCIUM PHOSPHATE DIBASIC DIHYDRATE;;CELLULOSE MICROCRYSTALLINE;;MALTODEXTRIN;;STEARIC ACID;;CRANBERRY JUICE CONCENTRATE;;POLYDEXTROSE;;HYDROXYPROPYLMETHYLCELLULOSE;;TITANIUM DIOXIDE;;IRON OXIDE;;MEDIUM CHAIN TRIGLYCERIDES;;SILICON DIOXIDE;;HYDROXYPROPYL CELLULOSE;;SHELLAC;;TITANIUM DIOXIDE;;TALC","DHC0A560072662"
