查驗登記證號,中文品名,英文品名,有效日期,發證日期,申請商名稱,申請商電話,申請商地址,成分
"1020027502","固尚美膜衣錠","","1070827","1020827","禾畯企業有限公司","07-3928372","高雄市三民區九如一路313號","維生素E 50% 醋酸酯干粉(維生素E、玉米澱粉、脂肪酸甘油酯、二氧化矽);;甲基硫醯基甲烷(MSM);;維生素B2;;維生素B6;;維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;氧化鎂;;硫酸鋅;;葡萄糖酸銅;;葡萄糖酸錳;;二氧化矽;;二氧化鈦;;葡萄糖胺鹽酸鹽;;豬軟骨(含軟骨素);;鳳梨萃取物;;薑黃萃取物;;維生素B1;;碳酸鈣;;微結晶狀ALPHA-纖維素;;乳糖;;羥丙基甲基纖維素;;食用紅色七號鋁麗基"
"1025001197","”同心”維生素C錠500毫克","”TON SIN” VITAMIN C TABLETS 500MG","1070308","1020308","中日藥品股份有限公司","02-27296475","台北市信義區逸仙路50巷12號7樓之1","維生素C 90%;;乳糖;;馬鈴薯澱粉;;玉米澱粉;;滑石粉;;硬脂酸鎂;;微結晶狀ALPHA-纖維素"
"1025001985","杏輝複合血紅素軟膠囊","Sinphar Hemoglobin Soft Capsules","1070312","1020312","杏輝藥品工業股份有限公司","03-9581101","宜蘭縣冬山鄉中山村中山路84號","葉酸;;氰鈷胺明（維生素B12）;;硫酸亞鐵;;氧化鎂;;硫酸銅;;血紅素（來自豬）;;肝精（來自豬）;;脂肪酸甘油酯;;蜂蠟;;紅花籽油;;明膠;;甘油;;二氧化鈦;;食用紅色四十號;;焦糖色素;;純水"
"1025002008","高單位活力B群","Long Acting Vitamin B Complex tablets","1070311","1020311","衛達化學製藥股份有限公司","04-23593847","台中市工業區23路21號1樓、2樓、3樓","硝酸硫胺明（維生素B1，硝酸口塞胺）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;抗壞血酸（維生素C）;;菸鹼醯胺;;葉酸;;肌醇;;重酒石酸膽鹼;;牛磺酸;;本多酸鈣;;生物素;;微結晶狀ALPHA-纖維素;;羥丙基甲基纖維素;;二氧化矽;;硬脂酸鎂;;聚乙二醇;;二氧化鈦;;食用黃色四號"
"1025002521","甘霖永康維生素膠囊","“Timely-Rain” Forever healthy capsule","1070305","1020305","甘霖生技有限公司","02-26497228","新北市汐止區大同路二段275號6樓","維生素B12;;維生素B6;;葉酸;;玉米澱粉;;二氧化矽;;明膠;;純水;;二氧化鈦;;食用藍色一號;;食用紅色六號"
"1025002771","風利順加強錠","Uriton Plus","1070311","1020311","中生生技製藥股份有限公司","02-86310018","新北市淡水區行忠路120號","防水膜衣（羥丙基甲基纖維素、微結晶纖維素、硬脂酸、二氧化鈦）;;食用紅色七號;;水;;葉酸;;氰鈷胺明（維生素B12）;;鹽酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;BETA–胡蘿蔔素 1%;;維生素C;;維生素E 50%;;檸檬酸鈣;;D-甘露醇;;微結晶狀ALPHA-纖維素;;滑石粉;;硬脂酸鎂;;聚乙烯口比咯烷酮;;羥丙基甲基纖維素;;二氧化鈦;;蟲膠"
"1025006963","小善存+鈣 綜合維他命","Centrum Junior ＋ Extra Calcium Multi-vitamin","1070417","1020417","輝瑞生技股份有限公司","02-28097979","新北市淡水區中正東路二段177號","維生素A醋酸鹽 17.25%;;膽鈣化醇（維生素D3）0.25%;;抗壞血酸（維生素C）97%;;生物素 1%;;硝酸硫胺明（維生素B1，硝酸口塞胺）33.3%;;核黃素（維生素B2）33.3%;;鹽酸口比哆辛（維生素B6）33.3%;;氰鈷胺明（維生素B12）1%;;乙酸 DL-ALPHA-生育醇酯（維生素E）50%;;維生素K1 5%;;葉酸;;菸鹼醯胺 33.3%;;本多酸鈣;;碳酸鈣 95%;;磷酸氫鈣（無水）;;丁烯二酸亞鐵 60%;;碘化鉀;;氧化鎂;;硫酸錳;;氧化鋅;;微結晶狀纖維素;;硬脂酸鎂;;阿斯巴甜;;二氧化矽;;蔗糖;;麥芽糊精;;香料;;口奎口林黃鋁麗基;;食用紅色七號鋁麗基;;橘子香料;;檸檬酸（無水）"
"1025007248","元氣沙棘複方膠囊","","1070429","1020429","如茂企業有限公司","06-2603515","台南市東區崇文里崇德二十二街89號1樓","蔓越莓粉末;;葡萄皮萃取粉末;;苦瓜萃取物;;黃耆萃取物;;丹參萃取物;;輔酵素Q10;;維生素B1（鹽酸硫胺明）;;沙棘油;;紅花籽油;;大豆卵磷脂;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色40號;;食用藍色1號;;西印度櫻桃萃取粉末"
"1025009292","維得寶兒新舒絡-S膠囊","","1070319","1020319","德爾富生化科技有限公司","05-2830469","嘉義市西區玉康路403號","紅花籽油;;月見草油;;山楂萃取物;;菸鹼醯胺;;明膠;;二氧化鈦;;食用黃色四號;;食用藍色一號"
"1066006599","強力一百B緩釋錠","","1110422","1060422","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","牛磺酸;;葡萄糖酸鋅;;維生素B1;;維生素B2;;維生素B6;;維生素B12 0.1%【麥芽糊精、檸檬酸鈉、檸檬酸、維生素B12（氰鈷胺明）】;;菸鹼醯胺;;葉酸;;本多酸鈣;;生物素;;聚乙烯吡咯烷酮;;羧甲基澱粉鈉;;乳糖;;微結晶狀α纖維素;;硬脂酸鎂;;聚乙二醇（聚乙二醇、二丁基羥基甲苯）;;羥丙基甲基纖維素;;二氧化矽;;食用黃色五號;;食用紅色六號;;食用藍色一號;;二氧化鈦"
"1066007472","中化沛存-維他命B群+鋅膜衣錠","","1110623","1060623","中化健康生技股份有限公司","04-22870998","台中市大雅區科雅路23號3樓","白色防潮膜衣（聚乙烯醇、聚乙二醇、二氧化鈦、滑石粉、卵磷脂）;;白色膜衣（羥丙基甲基纖維素、微結晶纖維素、二氧化鈦、聚氧乙烯(40)硬脂酸酯）;;維生素B1;;維生素B2;;菸鹼醯胺;;維生素B6;;葉酸;;本多酸鈣;;維生素B12;;生物素;;牛磺酸;;葡萄糖酸鋅;;硬脂酸鎂;;二氧化矽;;微結晶纖維素;;乳糖（乳糖、麥芽糊精）;;橙色防潮膜衣（聚乙烯醇、食用黃色四號鋁麗基、滑石粉、聚乙二醇、二氧化鈦、卵磷脂、食用黃色五號鋁麗基、食用藍色二號鋁麗基）"
"1066008813","李察王子維他命C錠100毫克","Vitamin C 100mg Tablets “Richard Prince”","1110509","1060509","王子製藥股份有限公司","02-29885135","新北市三重區重新路三段107號9樓","維生素C 97%(抗壞血酸、玉米澱粉);;抗壞血酸鈉;;蔗糖（蔗糖、麥芽糊精）;;D-山梨醇;;硬脂酸鎂;;橘子香料（麥芽糊精、天然橘子香料、蔗糖、阿拉伯膠、香料）;;阿斯巴甜;;食用黃色四號鋁麗基"
"1066021250","維他命B群糖衣錠","Vitamin B S.C Tab","1110710","1060710","威勝生技有限公司","04-22468008","台中市北屯區瀋陽路三段133號1樓","硝酸硫胺明;;維生素B2;;鹽酸吡哆辛（維生素B6）;;菸鹼醯胺;;氰鈷胺明（維生素B12）;;碳酸鈣;;玉米澱粉;;砂糖;;乳糖;;明膠;;麥芽糊精;;滑石粉;;食用黃色四號;;二氧化鈦;;二氧化矽;;硬脂酸鎂"
"1066024563","康康健軟膠囊","","1110802","1060802","遠雄生醫有限公司","04-7262909","彰化縣彰化市龍山里中山路二段944巷54弄14號1樓","豬肝粉末;;啤酒酵母;;卵磷脂;;重酒石酸膽鹼;;硫酸鋅;;本多酸鈣;;菸鹼醯胺;;DL-蛋胺酸;;肌醇;;維生素A棕櫚酸鹽 (維生素A、花生油、維生素E);;硝酸硫胺明;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;維生素C;;維生素E;;生物素;;葉酸;;脂肪酸甘油酯;;大豆油;;明膠;;甘油;;純水;;二氧化鈦;;食用藍色一號;;食用黃色四號;;食用紅色六號"
"1066025676","男設利舒軟膠囊","Men’s Formula (softgel)","1110725","1060725","長庚生物科技股份有限公司","02-27122211","台北市松山區精忠里敦化北路201之30號8樓","食用紅色六號;;食用黃色四號;;食用藍色一號;;維生素A棕櫚酸鹽55.5%（維生素A棕櫚酸鹽、花生油、維生素E);;硒酵母;;麥芽糊精;;礦物質淅出物;;維生素A棕櫚酸鹽55.5%+維生素D3 0.25%（維生素A棕櫚酸鹽、玉米油、維生素E、維生素D3);;明膠;;甘油;;純水;;二氧化鈦;;植物固醇酯（植物固醇酯、維生素E、L-抗壞血酸棕櫚酸酯）;;南瓜籽油;;醋酸d-α-生育醇酯;;葡萄糖酸鋅;;脂肪酸甘油酯;;番茄萃取物【紅花籽油、番茄萃取物（含茄紅素）】"
"1066025820","保力旺 綜合維生素 膠囊","Popon Capsules","1110720","1060720","富康國際生技股份有限公司","02-26420285","新北市汐止區大同路一段179號7樓","醋酸維生素A 11.5%【麥芽糊精、玉米澱粉、阿拉伯膠、維生素A粉末、生育醇（維生素E）】;;鹽酸硫胺明（鹽酸色噻胺）;;核黃素（維生素B2）;;鹽酸吡哆辛;;氰鈷胺明（維生素B12）;;菸鹼醯胺;;L-抗壞血酸（維生素C）;;維生素D3 0.25%【膽鈣化醇(維生素D3)、辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇(維生素E)】;;碳酸鈣;;本多酸鈣;;微晶纖維素;;硬脂酸鎂;;二氧化矽;;明膠;;食用紅色六號;;二氧化鈦;;硫酸月桂酯鈉;;食用藍色一號;;純水"
"1066026614","韻補葉酸軟膠囊","","1110713","1060713","好士登生技股份有限公司","02-26497277","桃園市中壢區九和三街30號5樓之2","葉酸;;大豆油;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;D-山梨醇液70%;;聚乙二醇;;食用紅色六號;;二氧化鈦;;純水"
"1066021790","工藤B群糖衣錠","KUDO B COMPLEX","1110716","1060716","和洋國際有限公司","05-2211866","嘉義市東區林森里和平路381巷2號","維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;鹽酸呋喃硫胺;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;本多酸鈣;;紅景天萃取;;γ-穀維素;;聚乙烯吡咯烷酮;;麥芽糊精;;微結晶狀α-纖維素;;二氧化矽;;硬脂酸鎂;;高防潮水性膜衣（聚乙烯醇、滑石粉、二氧化鈦、卵磷脂、玉米糖膠）;;蔗糖;;磷酸鈣;;明膠;;食用黃色四號"
"1066027389","明亮30高單位軟膠囊","","1110714","1060714","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","山桑子萃取物（山桑子萃取物、麥芽糊精）;;魚油（魚油、混合濃縮生育醇）;;柑橘萃取物（柑橘萃取物、麥芽糊精）;;維生素A 55.5%(維生素A棕櫚酸鹽、花生油、維生素E);;維生素E;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;維生素C;;葡萄糖酸鋅;;大豆油;;脂肪酸甘油酯;;蜂蠟;;明膠;;甘油;;純水;;二氧化鈦;;食用紅色六號;;食用黃色五號;;食用藍色一號;;葉黃素20%（紅花籽油、葉黃素、dl-α-生育醇）"
"1050053090","花の顏 煥采靚亮膠囊","","1110308","1060308","綠立生醫國際股份有限公司","04-22286860","台中市南區長榮里復興路三段314號11樓","穀胱甘肽;;L-抗壞血酸（維生素C）;;硬脂酸鎂;;純水;;複方鹿角菜膠(鹿角菜膠、蔗糖);;氯化鉀;;羥丙基甲基纖維素"
"1025011940","日本味王男用維生素B群加強錠","","1070531","1020531","東阪國際有限公司","02-32348041","新北市中和區立德街148巷38號7樓","生物素;;人參萃取物;;硬脂酸鎂;;韭菜籽萃取粉;;麥芽糊精;;乳糖;;牛磺酸;;葡萄糖酸鋅;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;阿拉伯膠;;硝酸硫胺明（維生素B1）;;十字珍珠草萃取物;;五味子萃取物;;菸鹼醯胺;;本多酸鈣;;維生素B12(0.1%);;葉酸"
"1056043135","維特維他活力糖衣錠","","1100820","1050820","盛悅貿易有限公司","07-3500122","高雄市三民區鼎泰里明賢街32號1樓","乾燥維生素A醋酸鹽17.25%（維生素A醋酸鹽、二丁基羥基甲苯、明膠、蔗糖、玉米澱粉);;鹽酸呋喃硫胺;;核黃素;;鹽酸吡哆辛;;氰鈷胺明;;本多酸鈣;;生物素;;葉酸;;菸鹼醯胺;;γ-穀維素;;麥芽糊精;;聚乙烯吡咯烷酮;;微結晶狀α-纖維素;;硬脂酸鎂;;羥丙基甲基纖維素;;丙二醇;;磷酸鈣;;蔗糖;;明膠;;食用黃色四號;;食用黃色五號"
"1056005314","雅芳康采銀保綜合錠升級","Avon life Elder Multi-Vitamins, Minerals Upgrade","1100505","1050505","台灣雅芳股份有限公司","02-27798888","台北市松山區敦化北路88號14樓","磷酸鈣;;維生素E 50%(維生素E醋酸酯、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;乳糖;;微結晶狀α-纖維素;;綠燕麥萃取粉（綠燕麥萃取粉、麥芽糊精、二氧化矽）;;氧化鎂;;維生素C;;聚乙烯吡咯烷酮;;麥芽糊精;;膜衣成分（羥丙基甲基纖維素、羥丙基纖維素、聚乙二醇）;;維生素B6;;硬脂酸鎂;;二氧化矽;;菸鹼醯胺;;氧化鋅;;丁烯二酸亞鐵;;維生素A(11.5%)(麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸酯、維生素E);;維生素B1;;本多酸鈣;;硒酵母;;鉻酵母;;鉬酵母;;葡萄糖酸錳;;二氧化鈦;;維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素B2;;硫酸銅;;金盞花萃取物;;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1);;葉酸;;碘化鉀;;生物素;;維生素B12;;薑黃萃取物"
"1025022474","姿沛韻補康膠囊","","1070704","1020704","台灣艾晟生技有限公司","07-6121372","高雄市橋頭區橋南里橋南路151號1樓","複方焦磷酸鐵(含玉米澱粉、卵磷質、焦磷酸鐵);;山藥萃取物;;紅棗萃取物;;卵磷脂粉;;維生素C;;葉酸;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;微結晶狀ALPHA-纖維素;;二氧化矽;;乳糖;;羥丙基甲基纖維素;;食用紅色六號;;二氧化鈦;;食用藍色一號"
"1025024283","思達爾-優質B群膠囊","Star Super-B","1070605","1020605","天行健實業有限公司","03-2151406","桃園市桃園區同德三街47號1樓","鹽酸口夫喃硫胺(維生素B1);;維生素B2;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;葉酸;;醋酸DL-ALPHA-生育醇酯（維生素E）;;本多酸鈣;;碳酸鈣;;大豆油;;菸鹼醯胺;;脂肪酸甘油酯;;明膠;;甘油;;純水;;食用黃色5號;;食用黃色4號;;二氧化鈦"
"1025027203","優沛怡高單位B群錠","B Complex Plus Timed Release Tablet","1070627","1020627","健業生技有限公司","02-82520408","台北市信義區莊敬路337號1樓","維生素B1(硝酸硫胺明);;維生素B2(核黃素);;維生素B6(鹽酸口比哆辛);;維生素B12(氰鈷胺明);;菸鹼醯胺;;葉酸;;硫酸鋅;;維生素C（L-抗壞血酸97.5%、乙基纖維素2.5%）;;生物素;;本多酸鈣;;重酒石酸膽鹼;;肌醇;;乳糖;;羥丙基甲基纖維素;;玉米澱粉;;微結晶狀ALPHA-纖維素;;羧甲基纖維素鈉;;二氧化矽;;硬脂酸鎂"
"1026002564","霈力萊活力B群+C膜衣錠","Power life B-complex Tablet","1070924","1020924","貫博生技有限公司","04-2326-6355","台中市西區民龍里台中港路1段152號22樓之3","維生素C;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;菸鹼醯胺;;生物素;;本多酸鈣;;葉酸;;重酒石酸膽鹼99%+二氧化矽1%（重酒石酸膽鹼、二氧化矽）;;柑橘生物類黃酮;;西伯利亞人參萃取;;肌醇;;乳糖;;葡萄糖漿粉;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦"
"1026006642","金普洛維他命+鋅","","1071011","1021011","開貿生技國際有限公司","04-25159740","台中市豐原區圓環北路二段141號18樓之2","馬卡萃取物;;土茯苓萃取物;;羅布麻萃取物;;山楂萃取物;;L-精胺酸;;微結晶狀ALPHA-纖維素;;羥丙基甲基纖維素;;食用黃色四號鋁麗基;;葡萄糖酸鋅;;維生素A醋酸鹽 11.5% (麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽 11.5%、維生素E)維生素A醋酸鹽 11.5% (麥芽糊精、阿拉伯膠、玉米澱粉、維生素A醋酸鹽 11.5%、維生素E);;維生素D3 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3 0.25%);;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;維生素B1;;維生素B2;;維生素B6;;維生素B12;;菸鹼醯胺;;葉酸;;生物素;;本多酸鈣;;重酒石酸膽鹼;;硫酸亞鐵;;氧化鎂;;酵母鉻;;酵母硒;;維生素C;;肌醇;;柑橘生物類黃酮;;L-麩酸;;紫花苜蓿萃取物;;馬芹粉;;卵磷脂;;小麥胚芽;;洋甘菊萃取物;;藍藻粉;;玫瑰果萃取物;;山芥菜萃取物;;西印度櫻桃萃取物;;黃耆萃取物;;西伯利亞人參萃取物;;金銀花萃取;;接骨木萃取物;;松樹皮萃取;;綠茶萃取;;洋蔥抽出物;;蒲公英萃取物;;薑黃萃取物"
"1026011634","維生素B群膠囊","Vitamin B Complex Capsule","1071108","1021108","榮民製藥股份有限公司","03-4651190","桃園市中壢區中山東路三段447號","維生素B2（核黃素）;;菸鹼醯胺;;複方生物素(麥芽糊精、生物素);;本多酸鈣;;二氧化矽;;硬脂酸鎂;;葉酸;;維生素B12（氰鈷胺明）;;明膠;;食用藍色一號;;食用紅色六號;;食用黃色四號;;二氧化鈦;;微結晶狀ALPHA-纖維素;;玉米澱粉;;維生素B6（鹽酸口比哆辛）;;硝酸硫胺明（維生素B1）"
"1026015003","渡辺綜合B群+鋅糖衣錠","B Complex + Zn S.C. Tablets ”Watanabe”","1071114","1021114","人生製藥股份有限公司","04-23592345","台中巿工業區五路3號","維他命B1;;維他命B2;;維他命B6;;維他命B12;;葉酸;;生物素;;本多酸鈣;;菸鹼醯胺;;葡萄糖酸鋅;;葡萄糖酸銅;;硒酵母;;牛磺酸;;硬脂酸鎂;;聚乙烯口比咯烷酮;;明膠;;蔗糖;;棕櫚蠟;;碳酸鈣;;食用黃色五號;;食用黃色四號鋁麗基;;蟲膠;;二氧化鈦"
"1026015125","金普洛維康B錠","TOTAL-B","1071107","1021107","德來企業有限公司","04-25206478","台中市豐原區三豐路799巷81弄34號","維生素B1;;維生素B2;;維生素B6;;本多酸鈣;;菸鹼醯胺;;維生素B12;;葉酸;;生物素;;重酒石酸膽鹼;;肌醇;;微結晶狀ALPHA-纖維素;;羥丙基甲基纖維素;;食用紅色四十號鋁麗基;;食用藍色一號鋁麗基;;食用黃色四號鋁麗基"
"1026017971","福之村高單位維他命C微粒膠囊","Long Lasting Vitamin C Microsphere Capsules","1071205","1021205","永勝藥品工業股份有限公司","05-2218686","嘉義縣民雄鄉興南村頭橋工業區工業三路6之3號","抗壞血酸;;羥丙基纖維素;;蟲膠;;羥丙基甲基纖維素;;滑石粉;;二氧化鈦;;明膠;;純水;;食用黃色四號;;食用黃色五號"
"1026022217","銀寶善存®活力錠","Centrum® Silver Advance","1071211","1021211","輝瑞生技股份有限公司","02-28097979","新北市淡水區中正東路二段177號","β-胡蘿蔔素 20%(玉米澱粉、生育醇(維生素E)、抗壞血酸鈉(維生素C)、β-胡蘿蔔素、葡萄糖漿、辛烯基丁二酸鈉澱粉);;膽鈣化醇(維生素D3) 0.25% (辛烯基丁二酸鈉澱粉、蔗糖、維生素C、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;硝酸硫胺明（維生素B1，硝酸口塞胺）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）1%(辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、氰鈷胺明);;抗壞血酸(維生素C)97%(維生素C、羥丙基甲基纖維素);;乙酸DL-ALPHA-生育醇酯(維生素E) 50% (乙酸DL-ALPHA-生育醇酯(維生素E)、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽）;;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1);;生物素 1%(磷酸氫鈣(無水)、生物素);;葉酸;;菸鹼醯胺 99.5%(菸鹼醯胺、二氧化矽);;本多酸鈣;;碳酸鈣 95%(碳酸鈣、麥芽糊精);;磷酸氫鈣（無水）;;三氯化鉻;;硫酸鉀;;硫酸銅;;丁烯二酸亞鐵;;碘化鉀;;氧化鎂;;硫酸錳;;鉬酸鈉;;硒酸鈉;;氧化鋅;;微結晶狀纖維素;;硬脂酸鎂;;聚乙烯聚口比咯烷酮;;二氧化矽;;聚乙烯醇;;二氧化鈦;;滑石粉;;卵磷脂;;食用藍色二號鋁麗基;;食用黃色五號鋁麗基;;食用紅色四十號鋁麗基;;玉米糖膠"
"1026024849","康齡家蔬果膳纖口含C錠","","1071231","1021231","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","D-山梨醇;;二氧化矽;;硬脂酸鎂;;蔗糖素;;維生素C;;難消化性麥芽糊精;;菊糖;;洋車前子殼粉;;蔬果濃縮果汁粉（蘋果濃縮果汁、鳳梨濃縮果汁、紅蘿蔔濃縮果汁、橘子濃縮果汁、蕃茄泥、麥芽糊精）;;蕃茄香料粉"
"1066009384","外銷專用銀寶善存男性綜合維他命","Centrum Silver For Men","1110501","1060501","輝瑞生技股份有限公司","02-28097979","新北市淡水區中正東路二段177號","維生素A醋酸鹽12%（蔗糖、玉米澱粉、阿拉伯膠、維生素A醋酸鹽、生育醇、磷酸鈣、水）;;β-胡蘿蔔素20%（明膠、玉米澱粉、β-胡蘿蔔素、蔗糖、抗壞血酸鈉、磷酸鈣、混合濃縮生育醇、水）;;膽鈣化醇(維生素D3) 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、生育醇、膽鈣化醇);;維生素K1 5%(阿拉伯膠、蔗糖、維生素K1);;葉黃素 5% (明膠、蔗糖、玉米澱粉、葉黃素、磷酸鈣、生育醇、抗壞血酸鈉、抗壞血酸棕櫚酸酯、水);;硝酸硫胺明(維生素B1，硝酸噻胺);;核黃素（維生素B2）;;鹽酸吡哆辛（維生素B6）;;氰鈷胺明(維生素B12) 1% (辛烯基丁二酸鈉澱粉、檸檬酸鈉、檸檬酸、二氧化矽、氰鈷胺明);;生物素 1%【磷酸氫鈣(無水）、生物素】;;葉酸;;碘化鉀;;乙酸dl-α-生育醇酯(維生素E) 50%（乙酸dl-α-生育醇酯、辛烯基丁二酸鈉澱粉、二氧化矽）;;本多酸鈣;;抗壞血酸(維生素C)97%(抗壞血酸、羥丙基甲基纖維素);;菸鹼醯胺;;碳酸鈣 95%(碳酸鈣、麥芽糊精);;磷酸氫鈣(無水);;氧化鎂;;丁烯二酸亞鐵;;硫酸錳;;硫酸銅;;氧化鋅;;三氯化鉻;;鉬酸鈉;;硒酸鈉;;微結晶狀纖維素;;二氧化矽;;羧甲基澱粉鈉（甘醇酸澱粉鈉）;;硬脂酸鎂;;羥丙基甲基纖維素;;二氧化鈦;;滑石粉;;焦糖色素;;聚糊精;;麥芽糊精;;中鏈三酸甘油酯;;胭脂紅;;藍藻色素"
"1026024851","康齡家葡萄籽膠原口含C錠","","1071231","1021231","三友生技醫藥股份有限公司","066353338","台南市後壁區福安里下寮路207之3號","D-山梨醇;;二氧化矽;;硬脂酸鎂;;蔗糖素;;維生素C;;膠原蛋白;;葡萄籽萃取物;;葡萄香料粉;;赤藻糖醇"
"1026025391","松林新泛鳴補膠囊","NEO FAN MING BU CAPSULES","1080119","1030119","松林藥品有限公司","07-3342213","高雄市前鎮區二聖二路5號","鹽酸硫胺明（維生素B1）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;葉酸 12.5%(葉酸、碳酸氫鈉);;血紅素鐵;;維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;微結晶狀ALPHA-纖維素;;二氧化矽;;磷酸鈣;;明膠;;純水;;二氧化鈦;;食用紅色六號;;食用藍色一號"
"1026026099","活力維生素C膠囊","","1080207","1030207","清新企業行","0926197065","台南市北區臨安路2段282號1樓","硬脂酸鎂;;明膠;;食用藍色1號;;食用紅色6號;;食用黃色4號;;二氧化鈦;;L-抗壞血酸（維生素C）;;二氧化矽"
"1030044472","藻久甘 錠狀食品","HnOverKiler","1090202","1040202","中華海洋生技股份有限公司","02-26980069","新北市汐止區新台五路一段81號12樓之3","褐藻萃取物;;朝鮮薊萃取物;;薑黃萃取物;;牡蠣凍乾粉末;;甘草萃取物;;維生素B1;;維生素B2;;維生素B6;;維生素B12;;菸鹼醯胺;;泛酸鈣;;葉酸;;生物素;;麥芽糊精;;乳糖;;微結晶狀α-纖維素"
"1036001141","VITALPLUS韻補綜合維生素(膜衣錠)","","1080526","1030526","勝霖藥品股份有限公司","04-2358-2999","台中市西屯區福和里臺灣大道四段925號20樓之1","β-胡蘿蔔素 10%(麥芽糊精、脂肪酸甘油酯、辛烯基丁二酸鈉澱粉、β-胡蘿蔔素、水、維生素E、二氧化矽、維生素C棕櫚酸酯);;葉酸;;生物素;;檸檬酸鈣;;氧化鎂;;甘氨酸亞鐵(甘氨酸亞鐵、檸檬酸、水、麥芽糊精、二氧化矽);;葡萄糖酸鋅;;葡萄糖酸錳;;本多酸鈣;;菸鹼醯胺;;硝酸硫胺明（維生素B1）;;核黃素（維生素B2）;;鹽酸口比哆辛（維生素B6）;;氰鈷胺明（維生素B12）;;乾燥維生素E 50%(維生素E、麥芽糊精、辛烯基丁二酸鈉澱粉、二氧化矽);;L-抗壞血酸（維生素C）;;乾燥維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;乳鐵蛋白;;珍珠粉;;乳糖;;二氧化矽;;羥丙基甲基纖維素;;食用紅色四十號鋁麗基;;食用黃色五號鋁麗基;;二氧化鈦;;硬脂酸鎂"
"1036008174","維固能膜衣錠","","1080423","1030423","永育生物科技有限公司","05-2215738","嘉義市西區光路里新民路466號1樓","葡萄糖胺鹽酸鹽;;碳酸鈣;;貓爪藤萃取物;;鳳梨酵素(鳳梨酵素、麥芽糊精);;乾燥維生素D3 0.25%(辛烯基丁二酸鈉澱粉、蔗糖、抗壞血酸鈉、中鏈三酸甘油酯、二氧化矽、維生素E、維生素D3);;維生素A醋酸鹽17.25%(明膠、玉米澱粉、維生素A醋酸鹽、蔗糖、二丁基羥基甲苯);;硝酸硫胺明（維生素B1）;;黑木耳粉;;L-抗壞血酸細粉（維生素C）;;薑黃粉;;甲基硫醯基甲烷;;玉米澱粉;;乳糖;;麥芽糊精;;硬脂酸鎂;;二氧化鈦;;羥丙基甲基纖維素(羥丙基甲基纖維素、水、氯化鈉)"
