類別,名稱,地址,核准劑型,核定品項,GMP核定作業內容,GDP核定作業內容,備註
"原料藥廠","旭富製藥科技股份有限公司桃園廠","桃園市蘆竹區海湖里16鄰海湖北路309巷61號","","(1)Allopurinol (衛署藥製字第036653號)、 (2)Atomoxetine HCl(衛部藥製字第059045號) 、 (3)Articaine Hydrochloride (衛部藥製字第058626號)、 (4)Bisoprolol Fumarate (衛署藥製字第048989號)、 (5)Brinzolamide (衛部藥製字第058824號)、 (6)Cyclophosphamide (衛部藥製字第058311號)、 (7)Divalproex Sodium (衛署藥製字第048274號)、 (8)Duloxetine hydrochloride (衛署藥製字第056630號)、 (9)Hydroxychloroquine Sulfate (衛部藥製字第058143號)、 (10)Loxoprofen sodium hydrate (衛署藥製字第056704號)、 (11)Methylphenidate Hydrochloride (衛署藥製字第057214號)、 (12)Pentobarbital Sodium (衛署藥製字第039735號)、 (13)Probucol (衛署藥製字第036473號)、 (14)Propafenone Hydrochloride (衛署藥製字第055424號)、 (15)Sodium Valproate (衛署藥製字第047587號)、 (16)Thiopental (衛署藥製字第056637號)、 (17)Valproic acid (衛署藥製字第033996號)","","",""
"原料藥廠","佳和桂科技股份有限公司烏樹林廠","桃園市龍潭鄉烏林村工二路298巷41號及工二路298巷39弄22號","","(1)Bimatoprost (衛署藥製字第056696號) (2)Latanoprost (衛署藥製字第049575號) (3)Misoprostol (衛署藥製字第055543號) (4)Misoprostol 1％ HPMC Dispersion (衛署藥製字第052429號)","","",""
"原料藥廠","展旺生命科技股份有限公司南科分公司","台南市新市區大順九路11號","","(1)Cilastatin Sodium (衛署藥製字第049937號) (2)Imipenem (衛署藥製字第049795號) (3)Imipenem and Cilastatin Sodium for Injection (Sterile Bulk) (衛署藥製字第049803號) (4)Sterile Sodium Bicarbonate ＂SLC＂ (衛署藥製字第057810號) (5)Sterile Sodium Carbonate ＂SLC＂ (衛部藥製字第058317號)","","",""
"原料藥廠","佳和桂科技股份有限公司幼獅廠","桃園市楊梅市獅四路2號","","(1)Lubiprostone (衛署藥製字第056786號) (2)Travoprost (衛署藥製字第055921號) (3)Treprostinil Sodium (衛部藥製059223號) (4)Tafluprost (衛署藥製字第056723號) (5)Treprostinil (衛署藥製字第055980號) (6)Unoprostone Isopropy (衛署藥製字第057854號)","","",""
"原料藥廠","王子製藥股份有限公司(新竹廠)","新竹縣湖口鄉鳳凰村光復南路32號。","","(1)Fursultiamine powder (衛署藥製字第036640號) (2)Fursultiamine Hydrochloride (衛署藥製字第037530號) (3)Thiamine Disulfide (內衛藥製字第011894號) (4)Potassium Cresolsulfonate (內衛藥製字第014930號)","","",""
"原料藥廠","展旺生命科技股份有限公司","苗栗縣竹南鎮科中路29號","","(1)原料藥Meropenem ＂Savior Lifetec＂ (Sterile) (衛署藥製字第049449號)、 (2)原料藥Meropenem and Sodium Carbonate ＂SLC＂ (Sterile) (衛署藥製字第057736號)","","",""
"原料藥廠","展旺生命科技股份有限公司南科分公司南科第二廠區","台南市新市區南科六路1號","","(1)Meropenem (衛署藥製字第049449號) 之無菌加工作業 (2)Meropenem and Sodium Carbonate (衛署藥製字第057736號) 之無菌混和作業 (3)原料藥Ertapenem Sodium ＂SLC＂ (衛部藥製字第058383號) (4)無菌原料藥Ertapenem for Injection ＂SLC＂ (Sterile Bulk)(衛部藥製字第058808號)","","",""
"原料藥廠","博謙生技股份有限公司","台南市新市區環東路一段31巷2號4樓、2號5樓、6號4樓、6號5樓、8號4樓","","(1)原料藥「Sulfamethoxazole Sodium」 (2)無菌原料藥「Cyclophosphamide (sterile bulk)」(衛部藥製字第059011號) (無菌製備)","","",""
"物流廠","海喬健康事業股份有限公司","新北市中和區建康路10號7樓","","","包裝、標示及倉儲作業。","儲存、運輸作業",""
"物流廠","泛泰醫療產品股份有限公司","桃園市蘆竹區海湖村海山東街482號","","","包裝、標示及倉儲作業。","儲存、運輸作業(均含冷鏈藥品)",""
"物流廠","久裕企業股份有限公司","桃園市桃園區大林里興邦路43巷2之1號4樓,3樓B區,1樓A區","","","包裝、標示及倉儲作業。","儲存、運輸作業(均含冷鏈藥品)",""
"物流廠","吉地喜股份有限公司","新竹縣新豐鄉新豐村紅毛23-5號","","","包裝、標示及倉儲作業。","儲存作業(含冷鏈產品)。",""
"物流廠","裕利股份有限公司","桃園市大園區和平里1鄰開和路91號","","","包裝、標示及倉儲作業。","儲存、運輸(均含冷鏈藥品)",""
"物流廠","新竹物流股份有限公司","新竹縣新豐鄉松柏村德昌街228號","","","包裝、標示及倉儲作業。","儲存、運輸作業",""
"物流廠","台灣大昌華嘉股份有限公司","桃園市楊梅區瑞坪里梅獅路二段629號","","","包裝、標示及倉儲作業。","儲存、運輸作業(含冷鏈產品)。",""
"物流廠","集康國際股份有限公司","高雄市鳥松區美山路6-1號","","","包裝、標示及倉儲作業。","儲存、運輸作業(含冷鏈產品)。",""
"物流廠","亞博實業股份有限公司","新北市三重區重化街28號","","","包裝、標示及倉儲作業。","",""
"物流廠","瑪里士實業有限公司","台北市內湖區舊宗路二段121巷30號2樓、32號2樓、2樓之1及36號4樓","","","包裝、標示及倉儲作業。","儲存、運輸作業(含冷鏈產品)。",""
"物流廠","昱昇藥業有限公司桃園廠","桃園市蘆竹區南山路一段436號","","","包裝、標示及倉儲作業。","儲存、運輸作業(均含冷鏈藥品)",""
"物流廠","友華生技醫藥股份有限公司桃園製藥廠","桃園市桃園區大誠路11號","","","包裝、標示及倉儲作業。","儲存、運輸作業(含冷鏈產品)。",""
"物流廠","台灣美強股份有限公司","新北市深坑區北深路三段155巷5號","","","包裝、標示及倉儲作業。","儲存",""
"物流廠","集康國際股份有限公司文化倉","新北市林口區文化二路二段383號","","","包裝、標示及倉儲作業。","儲存、運輸作業(含冷鏈產品)。",""
"物流廠","優龍股份有限公司","新北市中和區中正路738號15樓之1、2室","","","包裝、標示及運銷作業","儲存及運輸作業",""
"物流廠","吉發企業股份有限公司中和廠","新北市中和區橋和路116號6樓、6樓之1、6樓之2及6樓之3","","","包裝、標示及運銷作業","儲存及運輸作業(均含冷鏈藥品)",""
"物流廠","集康國際股份有限公司桃園倉","桃園市龜山區振興路229巷37弄2-1號","","","包裝、標示及運銷作業","儲存及運輸作業(均含冷鏈藥品)",""
"物流廠","亞博實業股份有限公司南崁物流中心","桃園市蘆竹區南崁路二段417號1樓","","","包裝、標示及運銷作業。","儲存及運輸作業",""
"先導工廠","儕陞生化技術股份有限公司藥廠","台南市新市區南科二路13號4樓之2","非無菌製劑： 半固體劑型：乳膏劑。","","","",""
"先導工廠","喜康生技竹北廠","新竹科學工業園區新竹縣竹北市生醫路二段12、16、18、20號5樓,12-1、12-2號6樓,18、20號3樓","第一期臨床試驗用藥之原料藥「Rituximab」。","","","",""
"先導工廠","台康生技股份有限公司","新北市汐止區康寧街169巷101號1樓、2樓、3樓、4樓、5樓","第一期及第二期臨床試驗用原料藥「去毒性熱不穩定腸毒素蛋白LTh(αK)（Detoxified Heat-labile enterotoxin）」。","","","",""
"先導工廠","雅祥生技醫藥股份有限公司五股廠","新北市五股區五權路9號4樓、15號4樓","臨床試驗用生物技術原料藥「重組人類酸性纖維母細胞生長因子」(EUSOL-rhFGF1)，由工作細胞庫發酵至純化階段(Bulk)。","","","",""
"先導工廠","國鼎生物科技股份有限公司淡水廠","新北市淡水區中正東路一段3巷9、11、13、15、17、31號10樓(乙種工業區)","臨床試驗用原料藥—安卓奎諾爾（Antroquinonol）","","","",""
"先導工廠","藥華醫藥股份有限公司台中分公司","台中市大雅區科雅西路28號3樓","臨床試驗用基因工程及單株抗體製劑之原料藥「長效型干擾素（PEG-P-Interferon Alpha-2b）（P1101）」。","","","",""
"先導工廠","禾伸堂生技股份有限公司新竹廠","新竹縣竹北市生醫路二段22、26號2樓","非無菌製劑: 固體劑型-膠囊劑。","","","",""
"先導工廠","安成國際藥業股份有限公司中壢二廠","桃園市中壢區忠福里東園路17號","非無菌製劑： 固體劑型：膜衣錠、膠囊劑。 半固體劑型：乳膏劑。","","","",""
"先導工廠","潤雅生技股份有限公司","新竹科學工業園區新竹縣竹北市生醫五路19號","","臨床試驗用藥原料藥OBI-822DS (由Globo H與KLH為起始原料至OBI-822DS之製造階段","","",""
"醫用氣體廠","三福氣體股份有限公司觀音二廠","桃園市觀音鄉工業一路16之1號","醫用氣體（液態）－大宗氣體生產（空氣分離廠）。","","","",""
"醫用氣體廠","遠榮氣體工業股份有限公司樹林工廠","新北市樹林區中山路三段206號之一","醫用氣體 (液態/氣態)－灌充/充填廠","","","儲存、供應、運輸作業(均為醫用氣體)",""
"醫用氣體廠","台北氧氣股份有限公司高雄廠","高雄市阿蓮區港後里崙頂64號","醫用氣體： 大宗氣體生產-空氣分離廠及灌充/充填廠。","","","",""
"醫用氣體廠","三福氣體股份有限公司台南廠","台南市永康區和平東路28號","醫用氣體(氣態/液態) : 灌充/充填廠。","","","",""
"醫用氣體廠","東聯化學股份有限公司高雄林園廠","高雄市林園區工業三路3、5號","醫用氣體(液態)：大宗氣體生產(空氣分離廠)。","","","",""
"醫用氣體廠","亞東工業氣體股份有限公司台中分公司","台中市梧棲區中港加工出口區經一路2號","醫用氣體（液態）-大宗氣體生產（空氣分離廠）。","","","",""
"醫用氣體廠","遠榮氣體工業股份有限公司林園工廠","高雄市林園區北汕村石化四路4號","醫用氣體(液態/氣態)-灌充/充填廠。","","","",""
"醫用氣體廠","三福氣體股份有限公司西盛廠","新北市新莊區新樹路293巷11號","醫用氣體(液態/氣態)-灌充/充填廠。","","灌充/充填作業、貼標作業、實驗室作業","",""
"醫用氣體廠","聯華氣體工業股份有限公司觀音一廠","桃園市觀音區樹林里經建四路10號","醫用氣體(液態)—大宗氣體生產(化學合成廠：二氧化碳)。","","","",""
"醫用氣體廠","亞東工業氣體股份有限公司高雄廠","高雄市路竹區後鄉里順安路331號","醫用氣體(液態/氣態):灌充/充填廠。","","","",""
"醫用氣體廠","聯亞科技股份有限公司三廠","新竹市東區科學工業園區力行四路3號","醫用氣體(液態)─大宗氣體生產（空氣分離廠）。","","","供應(均為醫用氣體)",""
"醫用氣體廠","聯華氣體工業股份有限公司林園工廠","高雄市林園區工業二路3-1號","醫用氣體(液態)—大宗氣體生產(空氣分離廠)。","","","",""
"醫用氣體廠","永信工業股份有限公司氧氣廠","嘉義市西區磚磘里博愛路二段546號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","遠東氣體工業股份有限公司永安工廠","高雄市永安區新港里新興路1-21號","醫用氣體(液態):大宗氣體生產（空氣分離廠）。","","","供應(均為醫用氣體)",""
"醫用氣體廠","聯銓氣體工業股份有限公司中壢工廠","桃園市中壢區內定里松江北路26號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","三鶯氣體有限公司鶯歌廠","新北市鶯歌區二甲路68-1號","醫用氣體（液態）－灌充/充填廠。","","","",""
"醫用氣體廠","聯華氣體工業股份有限公司高雄工廠","高雄市大社區保社里旗楠路62號","醫用氣體（液態/氣態）－灌充/充填廠。","","","儲存、供應、運輸(均為醫用氣體)",""
"醫用氣體廠","台北氧氣股份有限公司大肚廠","台中市大肚區沙田路2段308巷9、9-1號","醫用氣體（液態/氣態）－大宗氣體生產〈空氣分離廠〉及灌充/充填廠。","","","",""
"醫用氣體廠","台北氧氣股份有限公司","新北市板橋區三民路1段22號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","聯華氣體工業股份有限公司中港分公司","台中市梧棲區中港加工出口區大成南路1號","醫用氣體（液態）－大宗氣體生產〈化學合成廠：氧化亞氮〉","","","儲存、供應(均為醫用氣體)",""
"醫用氣體廠","南亞塑膠工業股份有限公司麥寮總廠","雲林縣麥寮鄉中興村台塑工業園區2號","醫用氣體(液態)─大宗氣體生產（空氣分離廠）。","","","供應(醫用氣體)",""
"醫用氣體廠","勤發特殊氣體股份有限公司","屏東縣潮州鎮興美里興美路32號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","明揚特殊氣體有限公司","桃園市中壢區永福里西園路122號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","藍海氣體工業股份有限公司台中廠","台中市梧棲區草湳里南堤路二段88-1號","醫用氣體（液態）－大宗氣體生產（空氣分離廠）。","","","",""
"醫用氣體廠","嘉南氣體工業股份有限公司","嘉義縣太保市嘉太工業區興業路5號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","東旭工業股份有限公司","花蓮縣吉安鄉慶豐村北安街161巷10號","醫用氣體（液態/氣態）－灌充/充填廠。","","","儲存、運輸",""
"醫用氣體廠","丙安科技有限公司","台南市新營區嘉芳里新嘉街6號","醫用氣體（氣態/液態）－灌充/充填廠。","","","",""
"醫用氣體廠","恆春氣體工業有限公司","花蓮縣吉安鄉慶豐村慶南一街57號","醫用氣體（液態/氣態）－灌充/充填廠。","","","儲存、供應、運輸(均為醫用氣體)",""
"醫用氣體廠","台大氣體股份有限公司","彰化縣溪湖鎮東溪里員鹿路一段38巷46號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","太原氣體股份有限公司","苗栗縣頭份鎮蘆竹里16鄰中華路428號","醫用氣體（液態/氣態）－灌充/充填廠。","","","",""
"醫用氣體廠","源吉氣體有限公司","台中市大里區健民里仁化工三路230號","醫用氣體（液態/氣態）－灌充/充填廠。","","","儲存、供應(均為醫用氣體)",""
"醫用氣體廠","信華氣體股份有限公司桃園廠","桃園市龜山區龍壽里東萬壽路687號、687號3樓、4樓及689號、689號2樓、3樓、4樓","醫用氣體（液態/氣態）-灌充/充填廠。","","","",""
"血漿原料製備機構","醫療財團法人台灣血液基金會台北捐血中心","台北市北投區立德路123號","","","血漿原料製備。 １、捐血中心：採集、處理、貼標及實驗室作業。 ２、板橋捐血站：採集作業。 ３、基隆捐血站：採集作業。 ４、花蓮捐血站：採集及處理作業。 ５、宜蘭捐血站：採集作業。","","1. 板橋捐血站之地址，自「新北市中山路一段50巷36號2樓之4」變更為「新北市板橋區雙十路3段27號2樓」； 2. 原板橋捐血站之原址（新北市中山路一段50巷36號2樓之4），更名為「府中捐血室」； 3. 汐止捐血室之地址，自「汐止區新台五路一段6樓之1」變更為「新北市汐止區新台五路一段207號11樓B室」。"
"血漿原料製備機構","醫療財團法人台灣血液基金會台南捐血中心","台南市中西區永福路1段58號","","","血漿原料製備。 １、捐血中心：採集、處理、貼標及實驗室作業。 ２、嘉義捐血站：採集作業。 ３、雲林捐血站：採集作業。","","1. 原永康捐血室更名為「小東捐血室」，地址自「永康榮民醫院8樓」變更為「台南市北區小東路423巷1-2號」； 2. 新營捐血室之地址，自「署立新營醫院內東側門」變更為「台南市新營區中正路23-1號」； 3. 原斗六捐血車更名為「特力屋捐血車」，設置地點自「斗六火車站」變更為「台南市北區文賢路720號」。"
"血漿原料製備機構","醫療財團法人台灣血液基金會台中捐血中心","台中市西屯區台灣大道4段1176號","","","血漿原料製備。 １、捐血中心：採集、處理、貼標及實驗室作業。 ２、彰化捐血站：採集作業。 ３、埔里捐血站：採集作業。","",""
"血漿原料製備機構","醫療財團法人台灣血液基金會新竹捐血中心","新竹縣竹北市光明十一路215巷8號","","","血漿原料製備。 １、捐血中心：採集、處理。 ２、桃園捐血站：採集作業。 ３、苗栗捐血站：採集作業。","",""
"血漿原料製備機構","醫療財團法人台灣血液基金會高雄捐血中心","高雄市楠梓區高楠公路1837號","","","血漿原料製備。 １、捐血中心：採集、處理、貼標及實驗室作業。 ２、屏東捐血站：採集作業。 ３、馬公捐血站：採集作業。 ４、台東捐血站：採集作業。","",""
