核備函字號,中文名稱,英文名稱,發證日期,有效日期,申請商名稱,申請商電話,申請商地址,劑型,包裝規格,成分,產地,簽審文件編號
"0890034246","雀巢佳易得特殊元素均衡營養品(香草口味)","PEPTAMEN(VANILLA POWDER)","2000-12-20","2020-12-19","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","430.00000公克","MALTODEXTRIN;SUCROSE;MCT OIL;POTATO STARCH;SOYA OIL;SOY LECITHIN;CALCIUM PHOSPHATE;POTASSIUM HYDROXIDE;MAGNESIUM CHLORIDE;VANILLA;MICRONUTRIENT PREMIX VP 2081A;CHOLINE BITARTRATE;SODIUM PHOSPHATE;MICRONUTRIENT PREMIX TE198;CITRIC ACID;SODIUM HYDROXIDE;CALCIUM HYDROXIDE;POTASSIUM PHOSPHATE, DIBASIC;MAGNESIUM PHOSPHATE DIBASIC;L-CARNITINE;MOISTURE","瑞士","DHD08900342460"
"1015041447","立攝適糖尿病專用配方草莓口味","RESOURCE DIABETIC STRAWBERRY","2013-01-18","2018-01-18","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","WATER;MODIFIED TAPIOCA DEXTRIN;SODIUM CASEINATE;RAPESEED OIL;MALTODEXTRIN;CALCIUM CASEINATE;GUAR GUM;GUM ARABIC;FRUCTOOLIGOSACCHARIDES;L-ARGININE;POTASSIUM CITRATE;CALCIUM PHOSPHATE (TRIBASIC);CITRIC ACID;INULIN;CELLULOSE;SOY LECITHIN;STRAWBERRY FLAVOR;CHOLINE BITARTRATE;SODIUM CITRATE;POTASSIUM CHLORIDE;SODIUM CARBOXYMETHYL CELLULOSE;SUCRALOSE;VITAMIN C (SODIUM ASCORBATE);MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;DI-ALPHA-TOCOPHERYL ACETATE(VITAMIN E ,50%);CALCIUM PANTOTHENATE;NICOTINAMIDE;MANGANESE SULFATE;COPPER SULFATE;VITAMIN B6 (PYRIDOXINE HCL);VITAMIN A (ACTETATE);VITAMIN B1 (THIAMINE MONONITRATE);RIBOFLAVIN 5’-PHOSPHATE (VITAMIN B2);FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM IODIDE;VITAMIN K1;BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (COBALAMIN)","澳大利亞","DHD0A150414479"
"900027999","兒童佳膳兒童優質營養均衡配方(清甜香草風味)","NUTREN JUNIOR(VANILLA POWDER)","2001-05-31","2020-05-30","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","800.00000公克","SUCROSE;MALTODEXTRIN;CORN SYRUP;WHEY PROTEIN;SUNFLOWER OIL;POTASSIUM CASEINATE;RAPESEED OIL,;MCT OIL;CORN OIL;SOYA LECITHIN;CALCIUM CARBONATE;SODIUM PHOSPHATE;POTASSIUM CITRATE;VANILLA;CALCIUM CHLORIDE;POTASSIUM PHOSPHATE;CHOLINE BITARTRATE;MAGNESIUM CHLORIDE;MICRONUTRIENT PREMIX VP 9200;FERROUS SULPHATE;ZINC SULPHATE;MANGANESE SULPHATE;SODIUM SELENATE;COPPER SULPHATE;SODIUM MOLYBDATE;MOISTURE;CHROMIUM CHLORIDE","瑞士","DHD09200366243"
"1015057045","立攝適2.0熱量濃縮配方香草口味","RESOURCE 2.0","2013-02-22","2018-02-22","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","8.00000盎司","WATER;GLUCOSE SYRUP;RAPE SEED OIL;CALCIUM CASEINATE;SUCROSE;SODIUM CASEINATE;POTASSIUM PHOSPHATE;POTASSIUM CHLORIDE;SOY LECITHIN;CITRIC ACID;CELLULOSE;CHOLINE CHLORIDE;SODIUM CITRATE;NATURAL CARAMEL FLAVOR #598.824/T;MALTODEXTRIN;MAGNESIUM OXIDE;POTASSIUM CITRATE;SALT;SODIUM ASCORBATE;POTASSIUM HYDROXIDE;MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;VITAMIN E;CALCIUM PANTOTHENATE;NICOTINAMIDE;MANGANESE SULFATE;COPPER SULFATE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );VITAMIN A (ACTETATE);VITAMIN B1 (THIAMINE MONONITRATE);RIBOFLAVIN 5’-PHOSPHATE (VITAMIN B2);FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM IODIDE;VITAMIN K1;BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (COBALAMIN)","澳大利亞","DHD0A150570451"
"1056020346","兒童佳膳雙益配方","NUTREN JUNIOR","2016-11-11","2021-11-11","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","800.00000公克;22.00000公克","","瑞士","DHD0A560203464"
"0910007240","立攝適穩優配方","RESOURCE DIABETIC POWDER","2003-10-02","2018-10-01","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","800.00000公克;22.00000公克","POTASSIUM CASEINATE;POTATO STARCH;MOISTURE;CITRIC ACID;SOYA LECITHIN;VANILLA;SODIUM HYDROXIDE;PHOSPHORIC ACID;POTASSIUM HYDROXIDE;MAGNESIUM CHLORIDE;CHOLINE BITARTRATE;CALCIUM CHLORIDE;CALCIUM CARBONATE;L-CARNITINE;TAPIOCA STARCH MODIFIED;SUNFLOWER OIL HI OLEIC;WPC 87 LOW LACTOSE;RAPESEED OIL LOW ERUTIC;ACACIA;PEA FIBER;LNULINE RAFTILINE;MICRONUTRIENT PREMIX VP 2081A;MICRONUTRIENT PREMIX TE198;ACESULFAM K","瑞士","DHD09200361503"
"0970404999","優體纖(香草口味)","OPTIFAST (VANILLA FLAVOR)","2008-07-02","2021-03-21","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","42.00000公克;210.00000公克","SKIMMED MILK POWDER;CALCIUM CARBONATE;SUGAR;SUNFLOWER OIL;SODIUM CARBONATE;INULIN;MALTODEXTRIN;POTASSIUM CITRATE;CELLULOSE GUM;VANILLA CREAM FLAVOR;MAGNESIUM CARBONATE;SODIUM CHLORIDE;POTASSIUM CHLORIDE;POTASSIUM PHOSPHATE;SODIUM CITRATE;VANILLA FLAVOR;B-CAROTENE;VITAMIN C;EMULSIFIER(SOY LECITHIN);FERRIC PYROPHOSPHATE;EMULSIFIER(SOY LECITHIN);ANTIOXIDANT ASCORBYLPALMITATE;D-ALPHA-TOCOPHEROL, AS AN ANTIOXIDANT;VITAMIN E ACETATE;ZINC SULFATE;VITAMIN A ACETATE;NICOTINAMIDE;SODIUM MOLYBDATE;COPPER GLUCONATE;CHROMIUM CHLORIDE;MANGANESE SULFATE;SWEETENER ASPARTAME;SWEETENER ACESULFAMK;TRI-CALCIUM PHOSPHATE (PHOSPHORUS);POTASSIUM IODIDE;CALCIUM PANTOTHENATE;SODIUM SELENITE;SODIUM FLUORIDE;VITAMIN B6;VITAMIN B1;VITAMIN D3;VITAMIN K1;VITAMIN B2;FOLIC ACID;VITAMIN B12;BIOTIN","德國","DHD09704049997"
"1015041448","立攝適糖尿病專用配方香草口味","RESOURCE DIABETIC VANILLA","2013-01-11","2018-01-11","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","8.00000盎司","WATER;DEXTRIN;SODIUM CASEINATE;RAPESSEED OIL;MALTODEXTRIN;CALCIUM CASEINATE;GUAR GUM;GUM ARABIC;FRUCTO-OLIGO SACCHARIDES;L-ARGININE;POTASSIUM CITRATE;CALCIUM PHOSPHATE (TRIBASIC);CITRIC ACID;INULIN;CELLULOSE;SOY LECITHIN;VANILLA FLAVOR;CHOLINE BITARTRATE;SODIUM CITRATE;POTASSIUM CHLORIDE;SODIUM CARBOXYMETHYL CELLULOSE;SUCRALOSE;VITAMIN C (SODIUM ASCORBATE);MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);CALCIUM PANTOTHENATE;NICOTINAMIDE;MANGANESE SULFATE;COPPER SULFATE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );VITAMIN A;VITAMIN B1 (THIAMINE MONONITRATE);RIBOFLAVIN 5’-PHOSPHATE (VITAMIN B2);FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM IODIDE;VITAMIN K1;BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12","澳大利亞","DHD0A150414480"
"0970404160","愛速康(液體)特殊配方營養品","ISOCAL","2008-06-23","2018-06-23","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","8.00000盎司","REVERSE OSMOSIS WATER FTO 40374;MALTODEXTRIN POWDER;SOYBEAN OIL;CASEIN;MEDIUM CHAIN TRIGLYCERIDES;SOY PROTEIN ISOLATE;SOY LECITHIN;MALTODEXTRIN POWDER;POTASSIUM CITRATE;MAGNESIUM PHOSPHATE;POTASSIUM CHLORIDE;CALCIUM CARBONATE;CALCIUM CITRATE;SODIUM ASCORBATE;SALT;CALCIUM HYDROXIDE;CHOLINE CHLORIDE;SODIUM HYDROXIDE;DICALCIUM PHOSPHATE;CARAGEENAN GUM;VITAMIN E ACETATE;SILICON RESIN;NIACINAMIDE;ZINC SULFATE;FERROUS SULFATE;BIOTIN;VITAMIN K1;CALCIUM PANTOTHENATE;VITAMIN A PALMITATE;MANGANESE SULFATE;CUPRIC SULFATE;THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;VITAMIN D3;POTASSIUM IODIDE;CYANOCOBALAMIN;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;FOLIC ACID;SODIUM SELENITE","台灣","DHD09704041607"
"0970404161","愛速康金選優纖特殊配方營養品","ISOCAL PREMIUM","2008-06-23","2018-06-23","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","8.00000盎司","REVERSE OSMOSIS WATER FTO 40374;MALTODEXTRIN POWDER;MALTODEXTRIN POWDER;MILK PROTEIN CONCENTRATE;CASEIN;CANOLA OIL;MEDIUM CHAIN TRIGLYCERIDES;HIGH OLEIC SUNFLOWER OIL;CELLULOSE MICROCRYSTALLINE;SOY POLYSACCHARIDE;POTASSIUM CITRATE;GUM ARABIC;CORN OIL;MAGNESIUM PHOSPHATE;SALT;CALCIUM CITRATE;SODIUM CITRATE;MALTODEXTRIN POWDER;SODIUM ASCORBATE;CHOLINE CHLORIDE;MONO AND DIGLYCERIDESOF FATTY ACID;SOY LECITHIN;POTASSIUM HYDROXIDE;BETA CAROTENE;VITAMIN E ACETATE;CARRAGEENAN GUM;L-CARNITINE;TAURINE;BIOTIN;ZINC SULFATE;FERROUS SULFATE;SILICON RESIN;NIACINAMIDE;CALCIUM PANTOTHENATE;VITAMIN A PALMITATE;MANGANESE SULFATE;VITAMIN K1;THIAMINE HYDROCHLORIDE;CUPRIC SULFATE;PYRIDOXINE HYDROCHLORIDE;VITAMIN D3;RIBOFLAVIN;POTASSIUM IODIDE;CYANOCOBALAMIN;FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENITE","台灣","DHD09704041618"
"0960406766","飲沛腫瘤及手術前後營養支援(綜合水果口味)","ORAL IMPACT TROPIC","2008-01-25","2020-08-29","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","74.00000公克;370.00000公克","SUCROSE;WHEY PROTEIN;MALTODEXTRIN;L-ARGININE;FISH OIL;GUAR GUM;MEDIUM CHAIN TRIGLYCERIDES;CORN OIL;POTASSIUM CITRATE;CITRIC ACID;SODIUM CHLORIDE;YEAST EXTRACT (CONTAIN NUCLEOTIDE);FLAVOUR MANGO;CALCIUM PHOSPHATE (TRIBASIC);MAGNESIUM CITRATE;XANTHAN GUM;POTASSIUM PHOSPHATE;CHOLINE BITARTRATE;GRAPEFRUIT FLAVOR;VITAMIN C (SODIUM ASCORBATE);PASSION FLAVOR;LECITHIN;ANTIOXIDENT ( LECITHIN, L-ASCORBYL PALMITATE, DL-Α-TOCOPHEROL);BEETROOT;ZINC SULFATE;FERROUS SULFATE;VITAMIN E;NICOTINAMIDE;COPPER GLUCONATE;VITAMIN B5 (CALCIUM PANTOTHENATE);DL-ALPHA-TOCOPHEROL (ANTIOXIDENT);MANGANESE SULFATE (II);SODIUM FLUORIDE;β-CAROTENE;VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE);VITAMIN B1 (THIAMINE HYDROCHLORIDE);RIBOFLAVIN;VITAMIN A (DRY FORM);CHROMIUN CHLORIDE;SODIUM MOLYBDATE(VI);VITAMIN B9 (FOLIC ACID);POTASSIUM IODIDE;SODIUM SELENITE;VITAMIN K1 (PHYLLOQUINONE);VITAMIN B7 (BIOTIN);VITAMIN D3 (CHOLECALCIFEROL)","德國","DHD09604067665"
"0990055341","立攝適均康雙益配方(香草口味)","RESOURCE OPTIMUM POWDER(VANILLA FLAVOR)","2010-12-07","2020-12-07","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","800.00000公克","","瑞士","DHD09900553415"
"1015036676","諾沛營養配方含天然食物","COMPLEAT CHICKEN","2012-09-25","2022-09-25","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","WATER;MALTODEXTRIN D.E 18;CHICKEN PUREES;TOMATO JUICE;SODIUM CASEINATE;RAPESEED OIL;CRANBERRY JUICE;CARROT PUREES;GREEN PEA PUREES;GUAR GUM;POTASSIUM CITRATE;CALCIUM PHOSPHATE, MONOBASIC;SOY LECITHIN;SODIUM CHLORIDE;CITRIC ACID;CHOLINE BITARTRATE;POTASSIUM PHOSPHATE;POTASSIUM HYDROXIDE;VITAMIN C (SODIUM ASCORBATE);CARRAGEENAN;MALTODEXTRIN;FERROUS SULFATE;ZINC SULFATE;DI-ALPHA-TOCOPHERYL ACETATE(VITAMIN E ,50%);CALCIUM PANTOTHENATE;NICOTINAMIDE;MANGANESE SULFATE;COPPER SULFATE;VITAMIN B6;VITAMIN A (ACTETATE);VITAMIN B1 (THIAMINE MONONITRATE);RIBOFLAVIN 5’-PHOSPHATE (VITAMIN B2);FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM IODIDE;VITAMIN K1;BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (COBALAMIN)","澳大利亞","DHD0A150366769"
"1046010640","立攝適糖尿病適用配方香草口味","RESOURCE DIABETIC VANILLA ACDL606","2015-10-07","2020-10-07","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","WATER;STARCH;MILK PROTEIN;SUNFLOWER OIL;WHEY PROTEIN;RAPESEED OIL;ISOMALTULOSE;GUAR GUM;MALTODEXTRIN;GUM ARABIC;FRUCTO-OLIGOSACCHARIDE (FOS) POWDER;SODIUM CITRATE;POTASSIUM CHLORIDE;CELLULOSE;INULIN;LECITHIN ( FROM SOYBEAN );CITRIC ACID;INOSITOL;DISODIUM HYDROGEN PHOSPHATE;CHOLINE BITARTRATE;SODIUM CARBOXYMETHYL CELLULOSE;MAGNESIUM OXIDE;FLAVORING;VITAMIN C;L-CARNITINE;ACESULFAME POTASSIUM;TAURINE;CARRAGEENAN;FERROUS SULFATE;ZINC SULFATE;SUCROSE;CALCIUM PANTOTHENATE;NICOTINAMIDE;COPPER GLUCONATE;MANGANESE SULFATE;VITAMIN B6 ( PYRIDOXINE HYDROCHLORIDE );VITAMIN B1 (THIAMINE HYDROCHLORIDE);VITAMIN A (RETINYL ACETATE);RIBOFLAVIN;VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE);FOLIC ACID;CHROMIUM CHLORIDE;POTASSIUM IODIDE;SODIUM MOLYBDATE;VITAMIN K1 (PHYLLOQUINONE);SODIUM SELENITE;D-BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (CYANOCOBALAMIN)","澳大利亞","DHD0A460106407"
"1046048570","愛速康佳氮營養均衡配方","ISOCAL HN","2015-11-13","2020-11-13","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","WATER;MALTODEXTRINE 18-20 DE POWER;PROTEIN MILK CONC 85% LOW LACTOSE KOSHER;OIL RAPESEED LOW ERUCIC ACID;SOYA POWDER PROTEIN 90% 1500IP CLIN NUTR;OIL VEG TRIGLYCERIDE MED CHAIN BULK NUTR;OIL SUNFLOWER HIGH OLEIC;OIL SUNFLOWER REFINED 200KG;SODIUM CITRATE INS331 25KG;TRIMAGNESIUM DICITRATE ANHYDROUS 20KG;DI POTASSIUM PHOSPHATE INS340 25KG;CELLULOSE INS460 (WOOD CELLULOSE);LECITHIN SOYA LIQUID INS322 BFD;MALTODEXTRIN GLUCOSESYP PWDR28-32DE 25KG;CALCIUM CITRATE TETRAHYD MICRONIZED KSHR;MALTODEXTRIN;POTASSIUM CHLORIDE INS508;CHOLINE CHLORIDE POWDER;DISODIUM PHOSPHATE ANHYDROUS INS339 HAL;TRIPOTASSIUM CITRATE INS332II;VITAMIN C SODIUM ASCORBATE INS 301 25KG;SODIUM CARBOXYMETHYL CELLULOSE INS466;CARRGEENAN GENULACTA K-100 INS407;VITAMIN E (DL-ALPHA-TOCOPHERYL ACETATE);FERROUS SULFATE;ZINC SULFATE;NICOTINAMIDE;VITAMIN B5 (CALCIUM PANTOTHENATE);POTASSIUM HYDROXIDE;MANGANESE SULFATE (II);VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE);COPPER SULFATE;VITAMIN B1 (THIAMINE MONONITRATE);VITAMIN B2 (RIBOFLAVIN INS101I);VITAMIN A (DRY FORM);VIT B9 FOLIC ACID;CHROMIUM TRICHLORIDE;SODIUM MOLYBDATE;POTASSIUM IODIDE;SODIUM SELENATE;VITAMIN K1 (PHYLLOQUINONE);VITAMIN B7 (BIOTIN);VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (CYANOCOBALAMIN)","澳大利亞","DHD0A460485705"
"0970402613","愛速康粉狀配方","ISOCAL POWDER","2008-04-09","2020-09-11","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","850.00000公克;425.00000公克","MALTODEXTRIN;SUNFLOWER OIL;NA;SUCROSE;COCONUT OIL;GLUCOSE SYRUP;MILK PROTEIN;GLUCOSE SYRUP;SOY ISOLATE;CHLORIDE;TRI-CALCIUM PHOSPHATE (CALCIUM);MG;TRI-SODIUM CITRATE;FERRIC PYROPHOSPHATE;ZINC SULFATE;MAGNESIUM SULFATE;CUPRIC GLUCONATE 20%;IODIDE;MILK PROTEIN;VANILLA CREAM FLAVOR;VANILLA FLAVOUR;STARCH;EMULSIFIER (MONO-DI-GLYCERIDES);CHOLINE HYDROGEN TARTRATE;EMULSIFIER (MONO-DI-GLYCERIDES);NA ASCORBATE;NIACINAMIDE;D-CALCIUM PANTOTHENATE;VIT.E ACETATE 50% DL-ALPHA;VIT.BI .HCL;VIT.B6.HCL;VIT B2 RIBOFLAVIN;VITAMIN A ACETATE;FOLIC ACID;D-BIOTIN;VIT K1 (1% PHYTONADIONE);VIT B12 (0.1% ON MANNITOL);VIT D3 (400.000 IU CHOLECALCIFEROL;MCT OIL;ANTIOXIDANT ASCORBYL PALMITATE","德國","DHD09704026137"
"1056007141","立攝適原味均康營養配方（原味口味）","RESOURCE OPTIMUM ORIGIN","2016-05-13","2021-05-13","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","","澳大利亞","DHD0A560071411"
"1015045358","立攝適腎臟病透析適用配方","NEVASOURCE RENAL","2013-03-12","2018-03-12","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","GLUCOSE SYRUP;RAPESSEED OIL;SUCROSE;SODIUM CASEINATE;CALCIUM CASEINATE;SOY PROTEIN ISOLATE;SOY LECITHIN;CELLULOSE;POTASSIUM CITRATE;CITRIC ACID;WATER;CARAMEL;CALCIUM CARBONATE;CHOLINE CHLORIDE;MALTODEXTRINE;SODIUM CHLORIDE;L-CARNITINE;MAGNESIUM OXIDE;VITAMIN C (SODIUM ASCORBATE);SODIUM CARBOXYMETHYL CELLULOSE;TAURINE;POTASSIUM CHLORIDE;ZINC SULFATE;VITAMIN E;FERROUS SULFATE;NIACINAMIDE;CALCIUM PANTOTHENATE;COPPER GLUCONATE;VITAMIN B6 (PYRIDOXINE HCL);MANGANESE SULFATE;RIBOFLAVIN 5’-PHOSPHATE (VITAMIN B2);VITAMIN B1 (THIAMINE MONONITRATE);FOLIC ACID;BETA-CAROTENE;VITAMIN A(RETINYL PALMITATE);CHROMIUM CHLORIDE;POTASSIUM IODIDE;SODIUM SELENITE;SODIUM MOLYBDATE;BIOTIN;VITAMIN D3;VITAMIN B12 (COBALAMIN);VITAMIN K1","澳大利亞","DHD0A150453582"
"1046031185","飲沛腫瘤及手術前後營養支援-咖啡風味","IMPACT ORAL COFFEE","2015-12-31","2020-12-31","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升;711.00000毫升","WATER;SUCROSE;MALTODEXTRINE;CASEINATE SODIUM;CASEINATE CALSIUM;L-ARGININE;GUAR GUM;FISH OIL;MCT;CORN OIL;CITRIC ACID;COFFEE INSTANT;POTASSIUM CITRATE;MONO AND DIGLYCERIDES OF FATTY ACID;YEAST EXTRACT (CONTAIN NUCLEOTIDE);SODIUM CITRATE;FLAVORING;CALCIUM PHOSPHATE (TRIBASIC);SODIUM CHLORIDE;MAGNESIUM CHLORIDE;CHOLINE BITARTRATE;POTASSIUM CHLORIDE;TRIMAGNESIUM PHOSPHATE;CALCIUM CITRATE;VITAMIN C ( ASCORBIC ACID );LECITHIN SOY;CORN MALTODEXTRIN;CARRAGEENAN;CELLULOSE MICROCRYSTALLINE;FERRIC PYROPHOSPHATE;DL-ALPHA-TOCOPHEROL;ZINC SULFATE;MIXED TOCOPHEROL CONCENTRATE;OIL PALM (BULKING AGENT);SODIUM CARBOXYMETHYL CELLULOSE;STARCH SODIUM OCTENYL SUCCINATE;VIT B3(NICOTINAMIDE);GLUCOSE (DEXTROSE) (BULKING AGENT);COPPER GLUCONATE;VITAMIN B5 (CALCIUM PANTOTHENATE);MIXED TOCOPHEROL CONCENTRATE (ANTIOXIDANT);SUNFLOWER OIL;TRICALCIUM PHOSPHATE;MANGANESE SULFATE (II);SODIUM FLUORIDE;β-CAROTENE;VIT B6 PYRIDOXINE HYDROCHLORIDE;RIBOFLAVIN;VIT B1 THIAMINE HYDROCHLORIDE;VITAMIN A (DRY FORM);SILICON DIOXIDE;CHROMIUM CHLORIDE;SODIUM MOLYBDATE(VI);VIT B9 FOLIC ACID;POTASSIUM IODIDE;DL-ALPHA-TOCOPHEROL (ANTIOXIDANT);SODIUM SELENITE;VITAMIN B7 (BIOTIN);VITAMIN K1 (PHYLLOQUINONE);VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (CYANOCOBALAMIN)","德國","DHD0A460311856"
"1015045359","立攝適清流質配方","RESOURCE FRUIT BEVERAGE","2013-04-08","2018-04-08","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","液劑","237.00000毫升","WATER;SUCROSE;MALTODEXTRIN;HYDROLYZED WHEY PROTEIN ISOLATE;PHOSPHORIC ACID;CITRIC ACID;CHOLINE BITARTRATE;L-CYSTEIN;MALTODEXTRIN;VITAMIN C (SODIUM ASCORBATE);ORANGE FLAVOR;MALTODEXTRIN;FERROUS SULFATE;VITAMIN E;ZINC SULFATE;NICOTINAMIDE;CALCIUM PANTOTHENATE;MAGNESIUM SULFATE;COPPER SULFATE;VITAMIN B6 (PYRIDOXINE HCL);VITAMIN B1 (THIAMINE MONONITRATE);VITAMIN A(RETINYL PALMITATE);VITAMIN B2;FOLIC ACID;CHROMIUM CHLORIDE;SODIUM MOLYBDATE;SODIUM SELENATE;POTASSIUM IODIDE;VITAMIN K1;BIOTIN;VITAMIN D3;VITAMIN B12","澳大利亞","DHD0A150453590"
"1046000969","立攝適均康含纖維營養粉末金鑽配方","RESOURCE FIBER UPGRADE FORMULA","2015-07-16","2020-07-16","台灣雀巢股份有限公司","02-27739910","台北市內湖區瑞光路399號8樓及8樓之1","粉劑","400.00000公克;800.00000公克","MALTODEXTRIN;SUCROSE;WHEY PROTEIN;HIGH OLEIC SUNFLOWER OIL;CASEIN;PEA FIBER;LOW ERUCIC RAPESEED OIL;WATER;FRUCTO-OLIGOSACCHARIDES;SOYA LECITHIN;SUNFLOWER OIL;VANILLIN;POTASSIUM PHOSPHATE DIBASIC;CITRIC ACID;POTASSIUM PHOSPHATE MONOBASIC;SODIUM PHOSPHATE DIBASIC;CHOLINE BITARTRATE;SODIUM PHOSPHATE MONOBASIC;CALCIUM CARBONATE;CALCIUM CHLORIDE;MAGNESIUM CHLORIDE;VITAMIN C (SODIUM ASCORBATE);TAURINE;L-CARNITINE;FERROUS SULFATE;ZINC SULFATE;VITAMIN E (D,L-ALPHA TOCOPHERYL ACETATE);NICOTINAMIDE;VITAMIN B5 (CALCIUM PANTOTHENATE);MANGANESE SULFATE;COPPER SULFATE;VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE);VITAMIN B1 (THIAMINE MONONITRATE);VITAMIN B2 (RIBOFLAVIN);VITAMIN A (RETINYL ACETATE);VITAMIN B9 (FOLIC ACID);POTASSIUM IODIDE;CHROMIUM CHLORIDE;SODIUM SELENATE;SODIUM MOLYBDATE;VITAMIN K1 (PHYLLOQUINONE);BIOTIN;VITAMIN D3 (CHOLECALCIFEROL);VITAMIN B12 (CYANOCOBALAMIN)","瑞士","DHD0A460009691"
